"","day_index","day","year","mo","county","temp","prcp","NUM_COLLISIONS"
"8532",2028,5,2018,7,"Queens County",70.6,0,0.726872246696035
"8539",2035,6,2018,7,"Queens County",67.3,0.01,0.607929515418502
"8543",2039,7,2018,7,"Queens County",61.7,0,0.687224669603524
"8548",2044,1,2018,7,"Queens County",60.9,0,0.832599118942731
"8554",2050,2,2018,7,"Queens County",67.2,0,0.797356828193833
"8559",2055,3,2018,7,"Queens County",68.3,0,0.634361233480176
"8561",2057,4,2018,7,"Queens County",68.2,0,0.770925110132159
"8566",2062,5,2018,7,"Queens County",64.8,0,0.748898678414097
"8573",2069,6,2018,7,"Queens County",64.9,0,0.665198237885463
"8579",2075,7,2018,7,"Queens County",65.5,0,0.656387665198238
"8583",2079,1,2018,7,"Queens County",68.7,0,0.81057268722467
"8586",2082,2,2018,7,"Queens County",70.5,0,0.634361233480176
"8595",2091,3,2018,7,"Queens County",71.2,0,0.801762114537445
"8597",2093,4,2018,7,"Queens County",67.9,0,0.819383259911894
"8601",2097,5,2018,7,"Queens County",64.3,0,0.682819383259912
"8606",2102,6,2018,7,"Queens County",59.8,0,0.757709251101322
"8611",2107,7,2018,7,"Queens County",66.5,0,0.691629955947137
"8616",2112,1,2018,7,"Queens County",69.9,0.04,0.709251101321586
"8624",2120,2,2018,7,"Queens County",69.2,0,0.709251101321586
"8630",2126,3,2018,7,"Queens County",69.8,0,0.73568281938326
"8633",2129,4,2018,7,"Queens County",69.8,0,0.6784140969163
"8636",2132,5,2018,7,"Queens County",70.6,0,0.806167400881057
"8642",2138,6,2018,7,"Queens County",69.7,0.41,0.731277533039648
"8648",2144,7,2018,7,"Queens County",72.9,0.06,0.577092511013216
"8652",2148,1,2018,7,"Queens County",71.3,0,0.643171806167401
"8657",2153,2,2018,7,"Queens County",68.9,0,0.753303964757709
"10183",2159,3,2018,8,"Queens County",69.2,0,0.700440528634361
"10186",2162,4,2018,8,"Queens County",73.7,0,0.79295154185022
"10194",2170,5,2018,8,"Queens County",73.7,0,0.806167400881057
"10197",2173,6,2018,8,"Queens County",71.8,0.01,0.713656387665198
"10204",2180,7,2018,8,"Queens County",74.3,0.05,0.643171806167401
"10206",2182,1,2018,8,"Queens County",74.8,0,0.722466960352423
"10212",2188,2,2018,8,"Queens County",75.8,0,0.744493392070485
"10216",1827,3,2018,8,"Queens County",74.6,0,0.643171806167401
"10225",1836,4,2018,8,"Queens County",74.9,0,0.748898678414097
"10230",1841,5,2018,8,"Queens County",76.9,0.04,0.859030837004405
"10231",1842,6,2018,8,"Queens County",68.8,0,0.572687224669604
"10236",1847,7,2018,8,"Queens County",70.9,0.01,0.541850220264317
"10242",1853,1,2018,8,"Queens County",69.1,0.05,0.656387665198238
"10247",1858,2,2018,8,"Queens County",72.8,0,0.881057268722467
"10252",1863,3,2018,8,"Queens County",74.1,0.08,0.775330396475771
"10258",1869,4,2018,8,"Queens County",77.2,0,0.73568281938326
"10263",1874,5,2018,8,"Queens County",74.9,0,0.687224669603524
"10268",1879,6,2018,8,"Queens County",73.9,0.05,0.651982378854626
"10272",1883,7,2018,8,"Queens County",68.5,0.01,0.506607929515419
"10278",1889,1,2018,8,"Queens County",66.7,0.04,0.6784140969163
"10285",1896,2,2018,8,"Queens County",66.7,0.07,0.634361233480176
"10288",1899,3,2018,8,"Queens County",68.1,0.05,0.616740088105727
"10293",1904,4,2018,8,"Queens County",70,0.01,0.643171806167401
"10297",1908,5,2018,8,"Queens County",67.1,0,0.674008810572687
"10301",1912,6,2018,8,"Queens County",66.5,0,0.616740088105727
"10307",1918,7,2018,8,"Queens County",68.2,0,0.607929515418502
"10314",1925,1,2018,8,"Queens County",73.1,0,0.713656387665198
"10316",1927,2,2018,8,"Queens County",73,0,0.779735682819383
"10324",1935,3,2018,8,"Queens County",75.3,0,0.740088105726872
"10326",1937,4,2018,8,"Queens County",76.2,0,0.819383259911894
"10335",1946,5,2018,8,"Queens County",69.9,0,0.502202643171806
"11859",1950,6,2018,9,"Queens County",65,0,0.753303964757709
"11862",1953,7,2018,9,"Queens County",67,0,0.722466960352423
"11870",1961,1,2018,9,"Queens County",69.9,0,0.559471365638767
"11875",1966,2,2018,9,"Queens County",75.7,0,0.828193832599119
"11876",1967,3,2018,9,"Queens County",69.2,0,0.845814977973568
"11884",1975,4,2018,9,"Queens County",72.6,0,0.903083700440529
"11886",1977,5,2018,9,"Queens County",71.1,0.01,0.726872246696035
"11894",1985,6,2018,9,"Queens County",66.6,0.01,0.722466960352423
"11898",1989,7,2018,9,"Queens County",62.6,0.01,0.687224669603524
"11905",1996,1,2018,9,"Queens County",62.3,0,0.797356828193833
"11909",2000,2,2018,9,"Queens County",68.9,0.18,0.651982378854626
"11912",2003,3,2018,9,"Queens County",71,0,0.916299559471366
"11917",2008,4,2018,9,"Queens County",66.1,0,0.823788546255507
"11925",2016,5,2018,9,"Queens County",64.9,0.01,0.797356828193833
"11926",2017,6,2018,9,"Queens County",65.9,0,0.704845814977974
"11931",2022,7,2018,9,"Queens County",63.9,0,0.682819383259912
"11940",2031,1,2018,9,"Queens County",65.6,0,0.744493392070485
"11941",2032,2,2018,9,"Queens County",71,0.01,0.841409691629956
"11947",2038,3,2018,9,"Queens County",66.5,1.35,0.585903083700441
"11954",2045,4,2018,9,"Queens County",63.7,0.01,0.731277533039648
"11956",2047,5,2018,9,"Queens County",60.6,0,0.898678414096916
"11963",2054,6,2018,9,"Queens County",68.8,0,0.590308370044053
"11967",2058,7,2018,9,"Queens County",59.8,0,0.480176211453745
"11975",2066,1,2018,9,"Queens County",57.4,0,0.709251101321586
"11978",2069,2,2018,9,"Queens County",60.5,0,0.691629955947137
"11983",2074,3,2018,9,"Queens County",69.4,0.41,0.806167400881057
"11990",2081,4,2018,9,"Queens County",66.3,0.11,0.713656387665198
"11995",2086,5,2018,9,"Queens County",60.5,0.1,0.713656387665198
"11999",2090,6,2018,9,"Queens County",62.3,0.23,0.599118942731278
"12001",2092,7,2018,9,"Queens County",61,0,0.533039647577093
"13546",2097,1,2018,10,"Queens County",62,0,0.762114537444934
"13555",2106,2,2018,10,"Queens County",64.7,0,0.647577092511013
"13558",2109,3,2018,10,"Queens County",64.4,0.71,0.876651982378855
"13565",2116,4,2018,10,"Queens County",60,0.04,0.898678414096916
"13569",2120,5,2018,10,"Queens County",62.2,0,0.819383259911894
"13575",2126,6,2018,10,"Queens County",55.5,0,0.629955947136564
"13580",2131,7,2018,10,"Queens County",64.4,0,0.572687224669604
"13583",2134,1,2018,10,"Queens County",60.7,0,0.568281938325991
"13590",2141,2,2018,10,"Queens County",63.1,0,0.651982378854626
"13595",2146,3,2018,10,"Queens County",66.2,0,0.691629955947137
"13597",2148,4,2018,10,"Queens County",67.2,0,0.814977973568282
"13604",2155,5,2018,10,"Queens County",63.1,1.46,0.841409691629956
"13610",2161,6,2018,10,"Queens County",53.2,2.37,0.6784140969163
"13614",2165,7,2018,10,"Queens County",52.8,0.04,0.594713656387665
"13618",2169,1,2018,10,"Queens County",57.1,0,0.894273127753304
"13621",2172,2,2018,10,"Queens County",57.1,0.18,0.700440528634361
"13630",2181,3,2018,10,"Queens County",55.6,0.1,0.801762114537445
"13634",2185,4,2018,10,"Queens County",45.6,0,0.784140969162996
"13639",2190,5,2018,10,"Queens County",49.2,0,0.757709251101322
"13641",1827,6,2018,10,"Queens County",59.5,0.01,0.700440528634361
"13646",1832,7,2018,10,"Queens County",48.5,0.2,0.66079295154185
"13653",1839,1,2018,10,"Queens County",43.3,0.36,0.643171806167401
"13659",1845,2,2018,10,"Queens County",51.5,0.01,0.79295154185022
"13662",1848,3,2018,10,"Queens County",48.8,0.03,0.837004405286344
"13669",1855,4,2018,10,"Queens County",45.3,0,0.770925110132159
"13675",1861,5,2018,10,"Queens County",39.8,0,0.775330396475771
"13679",1865,6,2018,10,"Queens County",50,0.2,0.850220264317181
"13685",1871,7,2018,10,"Queens County",56.8,0.99,0.621145374449339
"13687",1873,1,2018,10,"Queens County",54.9,0,0.718061674008811
"13692",1878,2,2018,10,"Queens County",47.9,0.1,0.81057268722467
"13699",1885,3,2018,10,"Queens County",45.9,0,0.744493392070485
"15057",1888,4,2018,11,"Queens County",58,0,0.814977973568282
"15062",1893,5,2018,11,"Queens County",60,0.01,0.797356828193833
"15068",1899,6,2018,11,"Queens County",59.7,0.46,0.79295154185022
"15073",1904,7,2018,11,"Queens County",47.7,0.45,0.612334801762115
"15079",1910,1,2018,11,"Queens County",47.5,0,0.845814977973568
"15085",1916,2,2018,11,"Queens County",56.8,0.38,0.788546255506608
"15086",1917,3,2018,11,"Queens County",57.9,0.35,0.775330396475771
"15091",1922,4,2018,11,"Queens County",52.1,0,0.66079295154185
"15098",1929,5,2018,11,"Queens County",48.3,0,0.911894273127753
"15101",1932,6,2018,11,"Queens County",52.2,1.32,0.643171806167401
"15109",1940,7,2018,11,"Queens County",39.9,0.31,0.462555066079295
"15112",1943,1,2018,11,"Queens County",41.7,0,0.594713656387665
"15118",1949,2,2018,11,"Queens County",51.9,0.13,0.903083700440529
"15124",1955,3,2018,11,"Queens County",39.3,1.22,0.837004405286344
"15134",1965,5,2018,11,"Queens County",42.8,1.16,0.766519823788546
"15138",1969,6,2018,11,"Queens County",44.5,0.03,0.599118942731278
"15142",1973,7,2018,11,"Queens County",41.7,0,0.502202643171806
"15147",1978,1,2018,11,"Queens County",46.7,0,0.731277533039648
"15153",1984,2,2018,11,"Queens County",48.2,0,0.726872246696035
"15157",1988,3,2018,11,"Queens County",39.9,0.04,0.832599118942731
"15165",1996,4,2018,11,"Queens County",24.9,0,0.488986784140969
"15166",1997,5,2018,11,"Queens County",23,0,0.484581497797357
"15173",2004,6,2018,11,"Queens County",41.4,0,0.625550660792952
"15180",2011,7,2018,11,"Queens County",47.7,0.57,0.643171806167401
"15185",2016,1,2018,11,"Queens County",45.4,0.04,0.806167400881057
"15186",2017,2,2018,11,"Queens County",46.9,0.57,0.599118942731278
"15191",2022,3,2018,11,"Queens County",41,0.03,0.647577092511013
"15197",2028,4,2018,11,"Queens County",41.3,0,0.612334801762115
"15201",2032,5,2018,11,"Queens County",38.4,0,0.806167400881057
"16565",2041,6,2018,12,"Queens County",38.3,0,0.651982378854626
"16570",2046,7,2018,12,"Queens County",46,0.05,0.616740088105727
"16571",2047,1,2018,12,"Queens County",51,0.66,0.726872246696035
"16577",2053,2,2018,12,"Queens County",40.6,0.02,0.762114537444934
"16584",2060,3,2018,12,"Queens County",31.6,0,0.859030837004405
"16589",2065,4,2018,12,"Queens County",34.9,0,0.73568281938326
"16593",2069,5,2018,12,"Queens County",38,0,0.73568281938326
"16599",2075,6,2018,12,"Queens County",27.9,0,0.709251101321586
"16603",2079,7,2018,12,"Queens County",29.7,0,0.585903083700441
"16609",2085,1,2018,12,"Queens County",35.5,0,0.775330396475771
"16613",2089,2,2018,12,"Queens County",32,0,0.854625550660793
"16617",2093,3,2018,12,"Queens County",32.3,0.01,0.696035242290749
"16623",2099,4,2018,12,"Queens County",30.9,0,0.744493392070485
"16626",2102,5,2018,12,"Queens County",37.9,0,0.863436123348018
"16632",2108,6,2018,12,"Queens County",46.1,0.01,0.616740088105727
"16637",2113,7,2018,12,"Queens County",43.8,0.55,0.651982378854626
"16641",2117,1,2018,12,"Queens County",42.2,0.22,0.757709251101322
"16650",2126,2,2018,12,"Queens County",33.3,0,0.911894273127753
"16652",2128,3,2018,12,"Queens County",29.8,0,0.832599118942731
"16656",2132,4,2018,12,"Queens County",38.6,0,0.885462555066079
"16661",2137,5,2018,12,"Queens County",50.4,0.01,0.859030837004405
"16668",2144,6,2018,12,"Queens County",48.3,0.89,0.669603524229075
"16673",2149,7,2018,12,"Queens County",36.7,0.02,0.555066079295154
"16678",2154,1,2018,12,"Queens County",35.2,0,0.669603524229075
"16685",2161,2,2018,12,"Queens County",35.6,0,0.462555066079295
"16689",2165,3,2018,12,"Queens County",31.8,0,0.541850220264317
"16691",2167,4,2018,12,"Queens County",34.7,0,0.665198237885463
"16696",2172,5,2018,12,"Queens County",41.8,0,0.6784140969163
"16703",2179,6,2018,12,"Queens County",48.4,0.67,0.607929515418502
"16706",2182,7,2018,12,"Queens County",34.6,0,0.431718061674009
"16714",2190,1,2018,12,"Queens County",32,0,0.621145374449339
"3",2194,4,2019,1,"Queens County",46.5,0,0.656652360515021
"9",2200,5,2019,1,"Queens County",37,0.28,0.781115879828326
"11",2202,6,2019,1,"Queens County",30.5,0,0.618025751072961
"19",2210,7,2019,1,"Queens County",35.1,0,0.506437768240343
"25",2216,1,2019,1,"Queens County",35.7,0,0.600858369098712
"28",2219,2,2019,1,"Queens County",33.8,0,0.686695278969957
"32",2223,3,2019,1,"Queens County",36.8,0.39,0.553648068669528
"40",2231,4,2019,1,"Queens County",15.7,0,0.622317596566524
"1285",2236,2,2019,1,"Queens County",47.4,0.84,0.497854077253219
"1288",2239,3,2019,1,"Queens County",35,0.61,0.678111587982833
"1293",2244,4,2019,1,"Queens County",39.4,0,0.592274678111588
"1300",2251,5,2019,1,"Queens County",39,0.01,0.71244635193133
"1303",2254,6,2019,1,"Queens County",43.8,0.25,0.51931330472103
"1308",2259,7,2019,1,"Queens County",39.7,0.86,0.446351931330472
"1313",2264,1,2019,1,"Queens County",27.4,0,0.721030042918455
"1320",2271,2,2019,1,"Queens County",36.3,0,0.678111587982833
"1321",2272,3,2019,1,"Queens County",44.4,0.12,0.609442060085837
"1331",2282,5,2019,1,"Queens County",28.6,0,0.755364806866953
"1338",2289,6,2019,1,"Queens County",23.1,0,0.67381974248927
"1342",2293,7,2019,1,"Queens County",26,0,0.472103004291845
"1348",2299,1,2019,1,"Queens County",32.8,0,0.772532188841202
"1353",2304,2,2019,1,"Queens County",29.4,0,0.716738197424893
"1357",2308,3,2019,1,"Queens County",31.3,0,0.626609442060086
"1365",2316,4,2019,1,"Queens County",29.4,0,0.703862660944206
"1366",2317,5,2019,1,"Queens County",33.2,0,0.71244635193133
"1375",2326,6,2019,1,"Queens County",34.5,0.07,0.532188841201717
"1380",2331,7,2019,1,"Queens County",43.2,0.61,0.459227467811159
"1382",2333,1,2019,1,"Queens County",13.7,1.5,0.437768240343348
"1387",2338,2,2019,1,"Queens County",15.8,0,0.729613733905579
"1395",2346,3,2019,1,"Queens County",31.6,0,0.583690987124464
"1410",2351,5,2019,2,"Queens County",17.6,0,0.71244635193133
"1414",2355,6,2019,2,"Queens County",23.5,0,0.690987124463519
"1419",2360,7,2019,2,"Queens County",35.4,0,0.583690987124464
"1425",2366,1,2019,2,"Queens County",39.7,0,0.802575107296137
"1427",2368,2,2019,2,"Queens County",43,0,0.648068669527897
"1432",2373,3,2019,2,"Queens County",39.1,0,0.686695278969957
"1437",2378,4,2019,2,"Queens County",39.1,0.33,0.656652360515021
"1445",2386,5,2019,2,"Queens County",40.6,0.02,0.763948497854077
"1447",2388,6,2019,2,"Queens County",31.5,0,0.609442060085837
"1455",2396,7,2019,2,"Queens County",28.7,0,0.489270386266094
"1458",2399,1,2019,2,"Queens County",30.7,0,0.639484978540773
"1464",2405,2,2019,2,"Queens County",29.4,0,0.866952789699571
"1469",2410,3,2019,2,"Queens County",41.1,0.3,0.721030042918455
"1475",2416,4,2019,2,"Queens County",35.5,0.03,0.763948497854077
"1476",2417,5,2019,2,"Queens County",39.8,0,0.682403433476395
"1483",2424,6,2019,2,"Queens County",41.1,0.05,0.605150214592275
"1488",2429,7,2019,2,"Queens County",30.9,0.01,0.502145922746781
"1493",2434,1,2019,2,"Queens County",32.8,0.17,0.527896995708155
"1500",2441,2,2019,2,"Queens County",25.9,0.11,0.587982832618026
"1501",2442,3,2019,2,"Queens County",26.7,0,0.690987124463519
"1510",2451,4,2019,2,"Queens County",36.8,0.24,0.583690987124464
"1511",2452,5,2019,2,"Queens County",38.3,0.2,0.562231759656652
"1517",2458,6,2019,2,"Queens County",34.8,0,0.549356223175966
"1522",2463,7,2019,2,"Queens County",40.5,0.01,0.48068669527897
"1528",2469,1,2019,2,"Queens County",38.7,0.63,0.785407725321888
"1535",2476,2,2019,2,"Queens County",29.2,0,0.824034334763948
"1536",2477,3,2019,2,"Queens County",21.6,0,0.566523605150215
"1545",2486,4,2019,2,"Queens County",26,0.04,0.776824034334764
"2972",2488,5,2019,3,"Queens County",26.7,0,0.781115879828326
"2979",2495,6,2019,3,"Queens County",35.1,0.35,0.828326180257511
"2981",2497,7,2019,3,"Queens County",34.5,0.73,0.55793991416309
"2989",2505,1,2019,3,"Queens County",37.9,1.22,0.600858369098712
"2991",2507,2,2019,3,"Queens County",28.2,1.1,0.71244635193133
"2996",2512,3,2019,3,"Queens County",25.4,0,0.63519313304721
"3002",2518,4,2019,3,"Queens County",22.1,0,0.592274678111588
"3006",2522,5,2019,3,"Queens County",27.2,0,0.639484978540773
"3014",2530,6,2019,3,"Queens County",35.1,0,0.605150214592275
"3017",2533,7,2019,3,"Queens County",36.8,0,0.536480686695279
"3025",2541,1,2019,3,"Queens County",41.7,0.46,0.832618025751073
"3029",2545,2,2019,3,"Queens County",38.6,0,0.639484978540773
"3034",2550,3,2019,3,"Queens County",34.5,0,0.678111587982833
"3036",2552,4,2019,3,"Queens County",39,0,0.759656652360515
"3043",2194,5,2019,3,"Queens County",45.3,0,0.733905579399142
"3049",2200,6,2019,3,"Queens County",46.9,0.11,0.622317596566524
"3051",2202,7,2019,3,"Queens County",36.3,0,0.450643776824034
"3060",2211,1,2019,3,"Queens County",34.5,0,0.738197424892704
"3062",2213,2,2019,3,"Queens County",35.2,0,0.605150214592275
"3066",2217,3,2019,3,"Queens County",36.9,0,0.682403433476395
"3072",2223,4,2019,3,"Queens County",40.7,0,0.643776824034335
"3079",2230,5,2019,3,"Queens County",42.3,0.75,0.802575107296137
"3083",2234,6,2019,3,"Queens County",39.3,0,0.682403433476395
"3086",2237,7,2019,3,"Queens County",39.1,0,0.652360515021459
"3093",2244,1,2019,3,"Queens County",42.5,0,0.63519313304721
"3097",2248,2,2019,3,"Queens County",36.9,0,0.716738197424893
"3103",2254,3,2019,3,"Queens County",34.4,0,0.613733905579399
"3106",2257,4,2019,3,"Queens County",36.3,0,0.708154506437768
"3111",2262,5,2019,3,"Queens County",44.4,0,0.618025751072961
"3120",2271,6,2019,3,"Queens County",46.1,0,0.648068669527897
"3121",2272,7,2019,3,"Queens County",49.2,0,0.587982832618026
"4494",2280,1,2019,4,"Queens County",41.8,0.07,0.721030042918455
"4497",2283,2,2019,4,"Queens County",37.1,0,0.613733905579399
"4502",2288,3,2019,4,"Queens County",43.7,2.28,0.67381974248927
"4506",2292,4,2019,4,"Queens County",44.5,0.19,0.815450643776824
"4515",2301,5,2019,4,"Queens County",39.4,0,0.824034334763948
"4517",2303,6,2019,4,"Queens County",46.3,0.07,0.725321888412017
"4521",2307,7,2019,4,"Queens County",45.3,0.01,0.515021459227468
"4531",2317,2,2019,4,"Queens County",41.4,0.19,0.618025751072961
"4538",2324,3,2019,4,"Queens County",41.8,0.1,0.759656652360515
"4542",2328,4,2019,4,"Queens County",40.3,0,0.626609442060086
"4546",2332,5,2019,4,"Queens County",43.8,0,0.733905579399142
"4551",2337,6,2019,4,"Queens County",49.7,0,0.815450643776824
"4559",2345,7,2019,4,"Queens County",50.8,0.04,0.489270386266094
"4565",2351,1,2019,4,"Queens County",52,0.03,0.781115879828326
"4568",2354,2,2019,4,"Queens County",47.1,0.58,0.755364806866953
"4572",2358,3,2019,4,"Queens County",47.5,0,0.71244635193133
"4578",2364,4,2019,4,"Queens County",43.7,0,0.553648068669528
"4585",2371,5,2019,4,"Queens County",53.7,0,0.613733905579399
"4586",2372,6,2019,4,"Queens County",54.5,0,0.562231759656652
"4595",2381,7,2019,4,"Queens County",52.2,0.51,0.493562231759657
"4596",2382,1,2019,4,"Queens County",52.1,0.03,0.618025751072961
"4604",2390,2,2019,4,"Queens County",48.8,0.28,0.678111587982833
"4607",2393,3,2019,4,"Queens County",51.5,0.03,0.549356223175966
"4611",2397,4,2019,4,"Queens County",47.7,0.02,0.583690987124464
"4620",2406,5,2019,4,"Queens County",46.8,0,0.626609442060086
"4625",2411,6,2019,4,"Queens County",52.9,1.04,0.622317596566524
"4626",2412,7,2019,4,"Queens County",46.9,0.14,0.454935622317597
"4631",2417,1,2019,4,"Queens County",47.8,0.24,0.725321888412017
"4638",2424,2,2019,4,"Queens County",45.6,0.31,0.8068669527897
"5975",2431,3,2019,5,"Queens County",46.9,0,0.660944206008584
"5979",2435,4,2019,5,"Queens County",49.4,0.01,0.866952789699571
"5982",2438,5,2019,5,"Queens County",47.3,0,0.733905579399142
"5989",2445,6,2019,5,"Queens County",51.3,0.08,0.622317596566524
"5991",2447,7,2019,5,"Queens County",46.9,0.08,0.59656652360515
"5999",2455,1,2019,5,"Queens County",48.1,1.04,0.751072961373391
"6003",2459,2,2019,5,"Queens County",48.3,0.25,0.618025751072961
"6009",2465,3,2019,5,"Queens County",53,0.01,0.71244635193133
"6015",2471,4,2019,5,"Queens County",47.7,0,0.682403433476395
