"","day_index","day","year","mo","temp","prcp","NUM_COLLISIONS"
"613",2258,5,2019,3,44.4,0,0.464285714285714
"615",2259,7,2019,3,34.5,0.73,0.330357142857143
"616",2260,6,2019,3,46.1,0,0.359375
"627",2261,2,2019,3,35.2,0,0.46875
"633",2262,1,2019,3,42.5,0,0.381696428571429
"634",2263,2,2019,3,28.2,1.1,0.633928571428571
"640",2264,5,2019,3,27.2,0,0.662946428571429
"644",2265,2,2019,3,38.6,0,0.515625
"646",2266,7,2019,3,49.2,0,0.212053571428571
"654",2267,3,2019,3,34.4,0,0.462053571428571
"663",2268,2,2019,3,36.9,0,0.569196428571429
"668",2269,3,2019,3,25.4,0,0.522321428571429
"671",2270,7,2019,3,36.3,0,0.142857142857143
"677",2271,5,2019,3,45.3,0,0.709821428571429
"683",2272,4,2019,3,22.1,0,0.448660714285714
"684",2273,1,2019,3,41.7,0.46,0.647321428571429
"712",2274,4,2019,3,40.7,0,0.600446428571429
"718",2275,7,2019,3,39.1,0,0.247767857142857
"723",2276,6,2019,3,46.9,0.11,0.435267857142857
"757",2277,5,2019,3,42.3,0.75,0.810267857142857
"764",2278,7,2019,3,36.8,0,0.238839285714286
"767",2279,6,2019,3,35.1,0.35,0.640625
"770",2280,1,2019,3,37.9,1.22,0.330357142857143
"771",2281,6,2019,3,39.3,0,0.390625
"848",2282,4,2019,4,47.7,0.02,0.363839285714286
"863",2283,7,2019,4,45.3,0.01,0.294642857142857
"875",2284,5,2019,4,43.8,0,0.743303571428571
"876",2285,2,2019,4,45.6,0.31,0.517857142857143
"878",2286,7,2019,4,50.8,0.04,0.227678571428571
"883",2287,3,2019,4,47.5,0,0.59375
"891",2288,1,2019,4,52.1,0.03,0.372767857142857
"894",2289,5,2019,4,39.4,0,0.772321428571429
"897",2290,3,2019,4,51.5,0.03,0.357142857142857
"899",2291,6,2019,4,49.7,0,0.544642857142857
"929",2292,1,2019,4,47.8,0.24,0.46875
"931",2293,2,2019,4,37.1,0,0.441964285714286
"933",2294,6,2019,4,46.3,0.07,0.517857142857143
"943",2295,7,2019,4,46.9,0.14,0.0892857142857143
"953",2296,1,2019,4,46.2,0,0.533482142857143
"957",2297,4,2019,4,40.3,0,0.40625
"961",2298,2,2019,4,41.4,0.19,0.40625
"967",2299,2,2019,4,48.8,0.28,0.529017857142857
"973",2300,3,2019,4,41.8,0.1,0.620535714285714
"981",2301,1,2019,4,41.8,0.07,0.551339285714286
"999",2302,7,2019,4,52.2,0.51,0.0959821428571429
"1005",2303,4,2019,4,44.5,0.19,0.680803571428571
"1015",2304,5,2019,4,53.7,0,0.4375
"1016",2305,6,2019,4,54.5,0,0.225446428571429
"1019",2306,1,2019,4,52,0.03,0.674107142857143
"1024",2307,4,2019,4,43.7,0,0.412946428571429
"1028",2308,5,2019,4,46.8,0,0.323660714285714
"1033",2309,2,2019,4,47.1,0.58,0.631696428571429
"1061",2310,6,2019,4,52.9,1.04,0.381696428571429
"1072",2311,3,2019,4,43.7,2.28,0.575892857142857
"1119",2312,3,2019,5,46.9,0,0.544642857142857
"1156",2313,6,2019,5,51.3,0.08,0.441964285714286
"1158",2314,4,2019,5,51.3,0.42,0.602678571428571
"1162",2315,2,2019,5,48.3,0.25,0.651785714285714
"1166",2316,4,2019,5,53.3,0,0.640625
"1167",2317,7,2019,5,46.9,0.08,0.388392857142857
"1182",2318,7,2019,5,45.7,0.09,0.522321428571429
"1187",2319,4,2019,5,49.4,0.01,0.698660714285714
"1198",2320,5,2019,5,58.2,0.48,0.915178571428571
"1206",2321,1,2019,5,57.2,0,0.745535714285714
"1208",2322,6,2019,5,56.8,0.01,0.629464285714286
"1216",2323,5,2019,5,52.3,0,0.828125
"1222",2324,7,2019,5,52,0,0.428571428571429
"1233",2325,4,2019,5,47.7,0,0.53125
"1249",2326,5,2019,5,47.3,0,0.660714285714286
"1258",2327,3,2019,5,48.5,0.01,0.75
"1266",2328,4,2019,5,52.5,0,0.819196428571429
"1267",2329,7,2019,5,57.6,0.07,0.345982142857143
"1269",2330,6,2019,5,56.7,0.08,0.65625
"1278",2331,3,2019,5,53,0.01,0.65625
"1297",2332,2,2019,5,44.9,0.38,0.59375
"1302",2333,2,2019,5,51.6,0,0.667410714285714
"1306",2334,5,2019,5,48.4,0,0.680803571428571
"1309",2335,3,2019,5,56.7,0,0.754464285714286
"1315",2336,3,2019,5,54.6,0.45,0.549107142857143
"1316",2337,1,2019,5,62.1,0,0.194196428571429
"1319",2338,1,2019,5,46.1,0.68,0.575892857142857
"1323",2339,2,2019,5,58.9,0.11,0.870535714285714
"1345",2340,6,2019,5,56.9,0,0.368303571428571
"1353",2341,1,2019,5,48.1,1.04,0.613839285714286
"1359",2342,5,2019,5,59.3,0.01,0.832589285714286
"1407",2343,5,2019,6,66.8,0,0.888392857142857
"1409",2344,4,2019,6,61.4,0.13,0.845982142857143
"1412",2345,7,2019,6,57.7,0,0.381696428571429
"1414",2346,5,2019,6,59.8,0.22,0.845982142857143
"1422",2347,2,2019,6,60.4,0.02,0.816964285714286
"1428",2348,3,2019,6,62.3,0.32,0.526785714285714
"1453",2349,7,2019,6,56.9,0,0.357142857142857
"1457",2350,4,2019,6,61,0.12,0.763392857142857
"1459",2351,2,2019,6,61.5,0,0.685267857142857
"1480",2352,1,2019,6,66,0,0.439732142857143
"1484",2353,3,2019,6,67.3,0.6,1
"1486",2354,6,2019,6,55.3,0.15,0.450892857142857
"1508",2355,6,2019,6,65.8,0,0.680803571428571
"1513",2356,1,2019,6,59.4,0,0.575892857142857
"1524",2357,3,2019,6,62.9,0.57,0.738839285714286
"1532",2358,7,2019,6,69.3,0,0.477678571428571
"1547",2359,3,2019,6,59.8,0,0.669642857142857
"1549",2360,1,2019,6,68.5,0,0.839285714285714
"1553",2361,7,2019,6,65.7,0.29,0.455357142857143
"1559",2362,6,2019,6,62.7,0,0.591517857142857
"1560",2363,5,2019,6,63.2,0.01,0.928571428571429
"1572",2364,2,2019,6,58.5,0,0.580357142857143
"1573",2365,7,2019,6,62.8,0,0.34375
"1575",2366,2,2019,6,63.7,0.34,0.729910714285714
