day,year,mo,da,collision_date,county,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,NUM_COLLISIONS
7,2016,06,05,2016-06-05,Kings County,58.4,56.9,1012.4,3.4,10.3,19.0,26,73.9,54,0,999.9,1,1,0,0,0,118
7,2016,06,05,2016-06-05,Richmond County,58.4,56.9,1012.4,3.4,10.3,19.0,26,73.9,54,0,999.9,1,1,0,0,0,20
7,2016,06,05,2016-06-05,Queens County,58.4,56.9,1012.4,3.4,10.3,19.0,26,73.9,54,0,999.9,1,1,0,0,0,118
1,2016,06,06,2016-06-06,Kings County,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55,1.79,999.9,1,1,0,0,0,224
1,2016,06,06,2016-06-06,New York County,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55,1.79,999.9,1,1,0,0,0,133
1,2016,06,06,2016-06-06,Richmond County,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55,1.79,999.9,1,1,0,0,0,40
1,2016,06,06,2016-06-06,Bronx County,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55,1.79,999.9,1,1,0,0,0,94
1,2016,06,06,2016-06-06,Queens County,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55,1.79,999.9,1,1,0,0,0,195
2,2016,06,07,2016-06-07,Bronx County,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59,0,999.9,1,0,0,0,0,82
2,2016,06,07,2016-06-07,Richmond County,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59,0,999.9,1,0,0,0,0,40
2,2016,06,07,2016-06-07,Kings County,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59,0,999.9,1,0,0,0,0,190
2,2016,06,07,2016-06-07,Queens County,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59,0,999.9,1,0,0,0,0,186
2,2016,06,07,2016-06-07,New York County,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59,0,999.9,1,0,0,0,0,136
3,2016,06,08,2016-06-08,Kings County,61.7,55.2,998.6,8.4,12.6,22.0,28,66.9,57.9,0,999.9,1,0,0,0,0,180
3,2016,06,08,2016-06-08,Richmond County,61.7,55.2,998.6,8.4,12.6,22.0,28,66.9,57.9,0,999.9,1,0,0,0,0,36
3,2016,06,08,2016-06-08,Queens County,61.7,55.2,998.6,8.4,12.6,22.0,28,66.9,57.9,0,999.9,1,0,0,0,0,199
3,2016,06,08,2016-06-08,Bronx County,61.7,55.2,998.6,8.4,12.6,22.0,28,66.9,57.9,0,999.9,1,0,0,0,0,86
3,2016,06,08,2016-06-08,New York County,61.7,55.2,998.6,8.4,12.6,22.0,28,66.9,57.9,0,999.9,1,0,0,0,0,166
4,2016,06,09,2016-06-09,New York County,59.9,46.7,1003.8,10,16.7,22.0,32.1,68,54,0.01,999.9,0,1,0,0,0,151
4,2016,06,09,2016-06-09,Kings County,59.9,46.7,1003.8,10,16.7,22.0,32.1,68,54,0.01,999.9,0,1,0,0,0,174
4,2016,06,09,2016-06-09,Richmond County,59.9,46.7,1003.8,10,16.7,22.0,32.1,68,54,0.01,999.9,0,1,0,0,0,37
4,2016,06,09,2016-06-09,Bronx County,59.9,46.7,1003.8,10,16.7,22.0,32.1,68,54,0.01,999.9,0,1,0,0,0,64
4,2016,06,09,2016-06-09,Queens County,59.9,46.7,1003.8,10,16.7,22.0,32.1,68,54,0.01,999.9,0,1,0,0,0,151
5,2016,06,10,2016-06-10,Kings County,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,209
5,2016,06,10,2016-06-10,Richmond County,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,39
5,2016,06,10,2016-06-10,Bronx County,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,101
5,2016,06,10,2016-06-10,New York County,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,148
5,2016,06,10,2016-06-10,Queens County,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,0,0,0,0,199
6,2016,06,11,2016-06-11,New York County,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,111
6,2016,06,11,2016-06-11,Kings County,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,141
6,2016,06,11,2016-06-11,Queens County,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,137
6,2016,06,11,2016-06-11,Bronx County,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,70
6,2016,06,11,2016-06-11,Richmond County,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,1,0,0,0,26
7,2016,06,12,2016-06-12,Kings County,66,56,1001.7,7.3,12.5,19.0,31.1,81,55,0.06,999.9,0,0,0,0,0,153
7,2016,06,12,2016-06-12,Queens County,66,56,1001.7,7.3,12.5,19.0,31.1,81,55,0.06,999.9,0,0,0,0,0,127
7,2016,06,12,2016-06-12,Richmond County,66,56,1001.7,7.3,12.5,19.0,31.1,81,55,0.06,999.9,0,0,0,0,0,31
7,2016,06,12,2016-06-12,New York County,66,56,1001.7,7.3,12.5,19.0,31.1,81,55,0.06,999.9,0,0,0,0,0,99
7,2016,06,12,2016-06-12,Bronx County,66,56,1001.7,7.3,12.5,19.0,31.1,81,55,0.06,999.9,0,0,0,0,0,86
1,2016,06,13,2016-06-13,Kings County,61.5,47.2,1004.4,10,13.3,22.0,28,81,54,0,999.9,0,0,0,0,0,126
1,2016,06,13,2016-06-13,Bronx County,61.5,47.2,1004.4,10,13.3,22.0,28,81,54,0,999.9,0,0,0,0,0,74
1,2016,06,13,2016-06-13,Richmond County,61.5,47.2,1004.4,10,13.3,22.0,28,81,54,0,999.9,0,0,0,0,0,44
1,2016,06,13,2016-06-13,New York County,61.5,47.2,1004.4,10,13.3,22.0,28,81,54,0,999.9,0,0,0,0,0,122
1,2016,06,13,2016-06-13,Queens County,61.5,47.2,1004.4,10,13.3,22.0,28,81,54,0,999.9,0,0,0,0,0,179
2,2016,06,14,2016-06-14,Queens County,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,163
2,2016,06,14,2016-06-14,New York County,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,122
2,2016,06,14,2016-06-14,Richmond County,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,30
2,2016,06,14,2016-06-14,Bronx County,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,88
2,2016,06,14,2016-06-14,Kings County,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,999.9,0,0,0,0,0,169
3,2016,06,15,2016-06-15,Bronx County,63.7,55,1011.7,10,8.9,14.0,999.9,73.9,55,0,999.9,0,0,0,0,0,79
3,2016,06,15,2016-06-15,Queens County,63.7,55,1011.7,10,8.9,14.0,999.9,73.9,55,0,999.9,0,0,0,0,0,140
3,2016,06,15,2016-06-15,Richmond County,63.7,55,1011.7,10,8.9,14.0,999.9,73.9,55,0,999.9,0,0,0,0,0,30
3,2016,06,15,2016-06-15,Kings County,63.7,55,1011.7,10,8.9,14.0,999.9,73.9,55,0,999.9,0,0,0,0,0,201
3,2016,06,15,2016-06-15,New York County,63.7,55,1011.7,10,8.9,14.0,999.9,73.9,55,0,999.9,0,0,0,0,0,151
4,2016,06,16,2016-06-16,Richmond County,65.2,56.3,1009.1,10,6.6,14.0,21,73.9,55,0,999.9,0,0,0,0,0,41
4,2016,06,16,2016-06-16,New York County,65.2,56.3,1009.1,10,6.6,14.0,21,73.9,55,0,999.9,0,0,0,0,0,147
4,2016,06,16,2016-06-16,Kings County,65.2,56.3,1009.1,10,6.6,14.0,21,73.9,55,0,999.9,0,0,0,0,0,174
4,2016,06,16,2016-06-16,Queens County,65.2,56.3,1009.1,10,6.6,14.0,21,73.9,55,0,999.9,0,0,0,0,0,157
4,2016,06,16,2016-06-16,Bronx County,65.2,56.3,1009.1,10,6.6,14.0,21,73.9,55,0,999.9,0,0,0,0,0,69
5,2016,06,17,2016-06-17,Richmond County,63,51.5,1012.4,10,7.4,12.0,999.9,73,55.9,0,999.9,0,0,0,0,0,35
5,2016,06,17,2016-06-17,Bronx County,63,51.5,1012.4,10,7.4,12.0,999.9,73,55.9,0,999.9,0,0,0,0,0,94
5,2016,06,17,2016-06-17,New York County,63,51.5,1012.4,10,7.4,12.0,999.9,73,55.9,0,999.9,0,0,0,0,0,140
5,2016,06,17,2016-06-17,Kings County,63,51.5,1012.4,10,7.4,12.0,999.9,73,55.9,0,999.9,0,0,0,0,0,195
5,2016,06,17,2016-06-17,Queens County,63,51.5,1012.4,10,7.4,12.0,999.9,73,55.9,0,999.9,0,0,0,0,0,152
6,2016,06,18,2016-06-18,Bronx County,62.6,53.5,1021.7,10,7.3,11.1,999.9,73,53.1,0,999.9,0,0,0,0,0,87
6,2016,06,18,2016-06-18,Richmond County,62.6,53.5,1021.7,10,7.3,11.1,999.9,73,53.1,0,999.9,0,0,0,0,0,30
6,2016,06,18,2016-06-18,New York County,62.6,53.5,1021.7,10,7.3,11.1,999.9,73,53.1,0,999.9,0,0,0,0,0,127
6,2016,06,18,2016-06-18,Queens County,62.6,53.5,1021.7,10,7.3,11.1,999.9,73,53.1,0,999.9,0,0,0,0,0,163
6,2016,06,18,2016-06-18,Kings County,62.6,53.5,1021.7,10,7.3,11.1,999.9,73,53.1,0,999.9,0,0,0,0,0,165
7,2016,06,19,2016-06-19,New York County,59.9,51.5,1027.6,10,9.8,14.0,999.9,73,53.1,0,999.9,0,0,0,0,0,81
7,2016,06,19,2016-06-19,Kings County,59.9,51.5,1027.6,10,9.8,14.0,999.9,73,53.1,0,999.9,0,0,0,0,0,142
7,2016,06,19,2016-06-19,Richmond County,59.9,51.5,1027.6,10,9.8,14.0,999.9,73,53.1,0,999.9,0,0,0,0,0,29
7,2016,06,19,2016-06-19,Queens County,59.9,51.5,1027.6,10,9.8,14.0,999.9,73,53.1,0,999.9,0,0,0,0,0,131
7,2016,06,19,2016-06-19,Bronx County,59.9,51.5,1027.6,10,9.8,14.0,999.9,73,53.1,0,999.9,0,0,0,0,0,59
1,2016,06,20,2016-06-20,New York County,61.4,55.9,1022.8,10,8.6,12.0,999.9,66.9,54,0,999.9,0,0,0,0,0,134
1,2016,06,20,2016-06-20,Richmond County,61.4,55.9,1022.8,10,8.6,12.0,999.9,66.9,54,0,999.9,0,0,0,0,0,35
1,2016,06,20,2016-06-20,Kings County,61.4,55.9,1022.8,10,8.6,12.0,999.9,66.9,54,0,999.9,0,0,0,0,0,194
1,2016,06,20,2016-06-20,Queens County,61.4,55.9,1022.8,10,8.6,12.0,999.9,66.9,54,0,999.9,0,0,0,0,0,172
1,2016,06,20,2016-06-20,Bronx County,61.4,55.9,1022.8,10,8.6,12.0,999.9,66.9,54,0,999.9,0,0,0,0,0,88
2,2016,06,21,2016-06-21,Richmond County,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,33
2,2016,06,21,2016-06-21,New York County,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,122
2,2016,06,21,2016-06-21,Bronx County,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,79
2,2016,06,21,2016-06-21,Queens County,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,154
2,2016,06,21,2016-06-21,Kings County,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,1,0,0,0,174
3,2016,06,22,2016-06-22,Queens County,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,182
3,2016,06,22,2016-06-22,Bronx County,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,73
3,2016,06,22,2016-06-22,Richmond County,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,39
3,2016,06,22,2016-06-22,Kings County,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,193
3,2016,06,22,2016-06-22,New York County,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,0,0,0,0,137
4,2016,06,23,2016-06-23,Kings County,63,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,183
4,2016,06,23,2016-06-23,Richmond County,63,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,26
4,2016,06,23,2016-06-23,Bronx County,63,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,77
4,2016,06,23,2016-06-23,Queens County,63,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,138
4,2016,06,23,2016-06-23,New York County,63,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0,999.9,1,0,0,0,0,128
5,2016,06,24,2016-06-24,Bronx County,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75,57,0,999.9,0,0,0,0,0,92
5,2016,06,24,2016-06-24,Queens County,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75,57,0,999.9,0,0,0,0,0,180
5,2016,06,24,2016-06-24,New York County,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75,57,0,999.9,0,0,0,0,0,145
5,2016,06,24,2016-06-24,Richmond County,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75,57,0,999.9,0,0,0,0,0,30
5,2016,06,24,2016-06-24,Kings County,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75,57,0,999.9,0,0,0,0,0,195
6,2016,06,25,2016-06-25,Queens County,62.1,52.1,1021.7,10,8.0,12.0,18.1,75,53.1,0,999.9,0,0,0,0,0,169
6,2016,06,25,2016-06-25,New York County,62.1,52.1,1021.7,10,8.0,12.0,18.1,75,53.1,0,999.9,0,0,0,0,0,126
6,2016,06,25,2016-06-25,Richmond County,62.1,52.1,1021.7,10,8.0,12.0,18.1,75,53.1,0,999.9,0,0,0,0,0,35
6,2016,06,25,2016-06-25,Bronx County,62.1,52.1,1021.7,10,8.0,12.0,18.1,75,53.1,0,999.9,0,0,0,0,0,74
6,2016,06,25,2016-06-25,Kings County,62.1,52.1,1021.7,10,8.0,12.0,18.1,75,53.1,0,999.9,0,0,0,0,0,166
7,2016,06,26,2016-06-26,Richmond County,60.8,49.4,1023.3,10,5.7,8.9,999.9,71.1,50,0,999.9,0,0,0,0,0,28
7,2016,06,26,2016-06-26,New York County,60.8,49.4,1023.3,10,5.7,8.9,999.9,71.1,50,0,999.9,0,0,0,0,0,99
7,2016,06,26,2016-06-26,Kings County,60.8,49.4,1023.3,10,5.7,8.9,999.9,71.1,50,0,999.9,0,0,0,0,0,137
7,2016,06,26,2016-06-26,Bronx County,60.8,49.4,1023.3,10,5.7,8.9,999.9,71.1,50,0,999.9,0,0,0,0,0,78
7,2016,06,26,2016-06-26,Queens County,60.8,49.4,1023.3,10,5.7,8.9,999.9,71.1,50,0,999.9,0,0,0,0,0,127
1,2016,06,27,2016-06-27,Richmond County,64.3,58.3,1020.6,10,9.3,14.0,999.9,71.1,50,0,999.9,0,0,0,0,0,25
1,2016,06,27,2016-06-27,New York County,64.3,58.3,1020.6,10,9.3,14.0,999.9,71.1,50,0,999.9,0,0,0,0,0,134
1,2016,06,27,2016-06-27,Kings County,64.3,58.3,1020.6,10,9.3,14.0,999.9,71.1,50,0,999.9,0,0,0,0,0,168
1,2016,06,27,2016-06-27,Bronx County,64.3,58.3,1020.6,10,9.3,14.0,999.9,71.1,50,0,999.9,0,0,0,0,0,88
1,2016,06,27,2016-06-27,Queens County,64.3,58.3,1020.6,10,9.3,14.0,999.9,71.1,50,0,999.9,0,0,0,0,0,146
2,2016,06,28,2016-06-28,Bronx County,66.1,64,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0,999.9,1,0,0,0,0,62
2,2016,06,28,2016-06-28,Kings County,66.1,64,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0,999.9,1,0,0,0,0,164
2,2016,06,28,2016-06-28,Richmond County,66.1,64,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0,999.9,1,0,0,0,0,36
2,2016,06,28,2016-06-28,New York County,66.1,64,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0,999.9,1,0,0,0,0,131
2,2016,06,28,2016-06-28,Queens County,66.1,64,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0,999.9,1,0,0,0,0,158
3,2016,06,29,2016-06-29,Bronx County,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72,64,0,999.9,1,0,0,0,0,64
3,2016,06,29,2016-06-29,New York County,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72,64,0,999.9,1,0,0,0,0,149
3,2016,06,29,2016-06-29,Queens County,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72,64,0,999.9,1,0,0,0,0,150
3,2016,06,29,2016-06-29,Richmond County,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72,64,0,999.9,1,0,0,0,0,36
3,2016,06,29,2016-06-29,Kings County,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72,64,0,999.9,1,0,0,0,0,153
4,2016,06,30,2016-06-30,Kings County,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77,63,0,999.9,1,0,0,0,0,212
4,2016,06,30,2016-06-30,Bronx County,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77,63,0,999.9,1,0,0,0,0,93
4,2016,06,30,2016-06-30,Queens County,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77,63,0,999.9,1,0,0,0,0,153
4,2016,06,30,2016-06-30,New York County,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77,63,0,999.9,1,0,0,0,0,154
4,2016,06,30,2016-06-30,Richmond County,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77,63,0,999.9,1,0,0,0,0,29
2,2021,06,01,2021-06-01,New York County,59.2,53.2,1023.4,10,10.3,13,999.9,66.9,55,0.46,999.9,0,0,0,0,0,61
2,2021,06,01,2021-06-01,Kings County,59.2,53.2,1023.4,10,10.3,13,999.9,66.9,55,0.46,999.9,0,0,0,0,0,104
2,2021,06,01,2021-06-01,Richmond County,59.2,53.2,1023.4,10,10.3,13,999.9,66.9,55,0.46,999.9,0,0,0,0,0,11
2,2021,06,01,2021-06-01,Queens County,59.2,53.2,1023.4,10,10.3,13,999.9,66.9,55,0.46,999.9,0,0,0,0,0,87
2,2021,06,01,2021-06-01,Bronx County,59.2,53.2,1023.4,10,10.3,13,999.9,66.9,55,0.46,999.9,0,0,0,0,0,62
3,2021,06,02,2021-06-02,Richmond County,60.4,54,1024.3,9.9,9.3,14,999.9,68,54,0,999.9,0,0,0,0,0,12
3,2021,06,02,2021-06-02,Kings County,60.4,54,1024.3,9.9,9.3,14,999.9,68,54,0,999.9,0,0,0,0,0,104
3,2021,06,02,2021-06-02,New York County,60.4,54,1024.3,9.9,9.3,14,999.9,68,54,0,999.9,0,0,0,0,0,59
3,2021,06,02,2021-06-02,Queens County,60.4,54,1024.3,9.9,9.3,14,999.9,68,54,0,999.9,0,0,0,0,0,88
3,2021,06,02,2021-06-02,Bronx County,60.4,54,1024.3,9.9,9.3,14,999.9,68,54,0,999.9,0,0,0,0,0,40
4,2021,06,03,2021-06-03,New York County,59.2,57.4,1021.4,5.4,6,13,999.9,68,54,0,999.9,1,1,0,0,0,47
4,2021,06,03,2021-06-03,Richmond County,59.2,57.4,1021.4,5.4,6,13,999.9,68,54,0,999.9,1,1,0,0,0,13
4,2021,06,03,2021-06-03,Kings County,59.2,57.4,1021.4,5.4,6,13,999.9,68,54,0,999.9,1,1,0,0,0,93
4,2021,06,03,2021-06-03,Queens County,59.2,57.4,1021.4,5.4,6,13,999.9,68,54,0,999.9,1,1,0,0,0,57
4,2021,06,03,2021-06-03,Bronx County,59.2,57.4,1021.4,5.4,6,13,999.9,68,54,0,999.9,1,1,0,0,0,57
7,2014,06,01,2014-06-01,Kings County,58.4,43.5,1024.8,10,11.0,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,143
7,2014,06,01,2014-06-01,Bronx County,58.4,43.5,1024.8,10,11.0,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,61
7,2014,06,01,2014-06-01,Queens County,58.4,43.5,1024.8,10,11.0,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,136
7,2014,06,01,2014-06-01,Richmond County,58.4,43.5,1024.8,10,11.0,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,31
7,2014,06,01,2014-06-01,New York County,58.4,43.5,1024.8,10,11.0,15.9,22,66.9,51.1,0,999.9,0,0,0,0,0,128
5,2021,06,04,2021-06-04,New York County,60.7,59.9,1013.9,1.6,10.9,15,999.9,62.6,59,0.34,999.9,1,1,0,0,0,45
5,2021,06,04,2021-06-04,Richmond County,60.7,59.9,1013.9,1.6,10.9,15,999.9,62.6,59,0.34,999.9,1,1,0,0,0,20
5,2021,06,04,2021-06-04,Kings County,60.7,59.9,1013.9,1.6,10.9,15,999.9,62.6,59,0.34,999.9,1,1,0,0,0,109
5,2021,06,04,2021-06-04,Bronx County,60.7,59.9,1013.9,1.6,10.9,15,999.9,62.6,59,0.34,999.9,1,1,0,0,0,43
5,2021,06,04,2021-06-04,Queens County,60.7,59.9,1013.9,1.6,10.9,15,999.9,62.6,59,0.34,999.9,1,1,0,0,0,90
1,2014,06,02,2014-06-02,Richmond County,57.4,46.6,1022.9,10,6.8,14.0,999.9,68,48,0,999.9,0,0,0,0,0,21
1,2014,06,02,2014-06-02,Bronx County,57.4,46.6,1022.9,10,6.8,14.0,999.9,68,48,0,999.9,0,0,0,0,0,68
1,2014,06,02,2014-06-02,New York County,57.4,46.6,1022.9,10,6.8,14.0,999.9,68,48,0,999.9,0,0,0,0,0,112
1,2014,06,02,2014-06-02,Kings County,57.4,46.6,1022.9,10,6.8,14.0,999.9,68,48,0,999.9,0,0,0,0,0,181
1,2014,06,02,2014-06-02,Queens County,57.4,46.6,1022.9,10,6.8,14.0,999.9,68,48,0,999.9,0,0,0,0,0,160
6,2021,06,05,2021-06-05,New York County,61.7,59,1012.5,4,9.8,15.9,999.9,66.2,57.2,0.02,999.9,1,0,0,0,0,57
6,2021,06,05,2021-06-05,Richmond County,61.7,59,1012.5,4,9.8,15.9,999.9,66.2,57.2,0.02,999.9,1,0,0,0,0,17
6,2021,06,05,2021-06-05,Queens County,61.7,59,1012.5,4,9.8,15.9,999.9,66.2,57.2,0.02,999.9,1,0,0,0,0,75
6,2021,06,05,2021-06-05,Bronx County,61.7,59,1012.5,4,9.8,15.9,999.9,66.2,57.2,0.02,999.9,1,0,0,0,0,65
6,2021,06,05,2021-06-05,Kings County,61.7,59,1012.5,4,9.8,15.9,999.9,66.2,57.2,0.02,999.9,1,0,0,0,0,116
2,2014,06,03,2014-06-03,Queens County,58.2,47.9,1016.6,10,8.8,15.0,999.9,69.1,46.9,0,999.9,0,0,0,0,0,162
2,2014,06,03,2014-06-03,Bronx County,58.2,47.9,1016.6,10,8.8,15.0,999.9,69.1,46.9,0,999.9,0,0,0,0,0,57
2,2014,06,03,2014-06-03,New York County,58.2,47.9,1016.6,10,8.8,15.0,999.9,69.1,46.9,0,999.9,0,0,0,0,0,143
2,2014,06,03,2014-06-03,Richmond County,58.2,47.9,1016.6,10,8.8,15.0,999.9,69.1,46.9,0,999.9,0,0,0,0,0,19
2,2014,06,03,2014-06-03,Kings County,58.2,47.9,1016.6,10,8.8,15.0,999.9,69.1,46.9,0,999.9,0,0,0,0,0,178
7,2021,06,06,2021-06-06,Kings County,70.2,60.2,1015.3,8.9,9.9,15,999.9,84.9,57.9,0,999.9,0,0,0,0,0,136
7,2021,06,06,2021-06-06,New York County,70.2,60.2,1015.3,8.9,9.9,15,999.9,84.9,57.9,0,999.9,0,0,0,0,0,44
7,2021,06,06,2021-06-06,Queens County,70.2,60.2,1015.3,8.9,9.9,15,999.9,84.9,57.9,0,999.9,0,0,0,0,0,79
7,2021,06,06,2021-06-06,Richmond County,70.2,60.2,1015.3,8.9,9.9,15,999.9,84.9,57.9,0,999.9,0,0,0,0,0,15
7,2021,06,06,2021-06-06,Bronx County,70.2,60.2,1015.3,8.9,9.9,15,999.9,84.9,57.9,0,999.9,0,0,0,0,0,59
3,2014,06,04,2014-06-04,Kings County,55.2,51.2,1011.4,7.6,8.3,12.0,999.9,64.9,51.1,0,999.9,1,0,0,0,0,113
3,2014,06,04,2014-06-04,New York County,55.2,51.2,1011.4,7.6,8.3,12.0,999.9,64.9,51.1,0,999.9,1,0,0,0,0,135
3,2014,06,04,2014-06-04,Bronx County,55.2,51.2,1011.4,7.6,8.3,12.0,999.9,64.9,51.1,0,999.9,1,0,0,0,0,58
3,2014,06,04,2014-06-04,Richmond County,55.2,51.2,1011.4,7.6,8.3,12.0,999.9,64.9,51.1,0,999.9,1,0,0,0,0,30
3,2014,06,04,2014-06-04,Queens County,55.2,51.2,1011.4,7.6,8.3,12.0,999.9,64.9,51.1,0,999.9,1,0,0,0,0,139
1,2021,06,07,2021-06-07,Queens County,65,60.7,1019.2,5.5,10.3,14,999.9,69.1,62.1,0,999.9,1,0,0,0,0,80
1,2021,06,07,2021-06-07,New York County,65,60.7,1019.2,5.5,10.3,14,999.9,69.1,62.1,0,999.9,1,0,0,0,0,44
1,2021,06,07,2021-06-07,Kings County,65,60.7,1019.2,5.5,10.3,14,999.9,69.1,62.1,0,999.9,1,0,0,0,0,144
1,2021,06,07,2021-06-07,Bronx County,65,60.7,1019.2,5.5,10.3,14,999.9,69.1,62.1,0,999.9,1,0,0,0,0,66
1,2021,06,07,2021-06-07,Richmond County,65,60.7,1019.2,5.5,10.3,14,999.9,69.1,62.1,0,999.9,1,0,0,0,0,20
4,2014,06,05,2014-06-05,Bronx County,60,57.2,1006.3,5.8,7.1,19.0,35,64,55.4,0.01,999.9,1,1,0,0,0,58
4,2014,06,05,2014-06-05,Kings County,60,57.2,1006.3,5.8,7.1,19.0,35,64,55.4,0.01,999.9,1,1,0,0,0,146
4,2014,06,05,2014-06-05,Queens County,60,57.2,1006.3,5.8,7.1,19.0,35,64,55.4,0.01,999.9,1,1,0,0,0,132
4,2014,06,05,2014-06-05,Richmond County,60,57.2,1006.3,5.8,7.1,19.0,35,64,55.4,0.01,999.9,1,1,0,0,0,25
4,2014,06,05,2014-06-05,New York County,60,57.2,1006.3,5.8,7.1,19.0,35,64,55.4,0.01,999.9,1,1,0,0,0,130
2,2021,06,08,2021-06-08,Bronx County,64.5,61.9,1017.8,0.5,9.8,14,999.9,68,62.1,0,999.9,1,0,0,0,0,46
2,2021,06,08,2021-06-08,Queens County,64.5,61.9,1017.8,0.5,9.8,14,999.9,68,62.1,0,999.9,1,0,0,0,0,70
2,2021,06,08,2021-06-08,Kings County,64.5,61.9,1017.8,0.5,9.8,14,999.9,68,62.1,0,999.9,1,0,0,0,0,127
2,2021,06,08,2021-06-08,New York County,64.5,61.9,1017.8,0.5,9.8,14,999.9,68,62.1,0,999.9,1,0,0,0,0,67
