"","day","temp","wdsp","NUM_TRIPS"
"759",6,31.8,3.9,0.856839985427461
"760",7,32.5,4.5,0.747524017702936
"761",1,27.3,5,0.716435934801382
"762",2,26.8,7.2,0.759927542098446
"763",3,30.8,6.3,0.750436838838515
"764",4,30.5,9.2,0.839199454879102
"765",5,28.3,5.4,0.882965983916235
"766",6,33.4,4,0.916725698942142
"767",7,40,7.6,0.760700021588946
"768",1,39.4,3.8,0.746466496653713
"769",2,36.3,9,0.835257785513817
"770",3,21.5,8.9,0.881663900582902
"771",4,26.3,6.5,0.913033651770294
"772",5,26.5,5.8,0.958335019969775
"773",6,34.2,6.7,1
"774",7,35.4,6.5,0.833281047603627
"775",1,48,10.2,0.842358524935233
"776",2,32.9,12.1,0.901399233592401
"777",3,34.7,4,0.873841280764249
"778",4,51.1,4.3,0.877180820919689
"779",5,57,4.2,0.905496073510363
"780",6,44.3,13.2,0.967759944408463
"781",7,28,9.8,0.812823834196891
"782",1,32.1,6,0.702907423898964
"783",2,25.1,7.2,0.817657734240069
"784",3,29.3,3.7,0.854124500755613
"785",4,36.5,3.3,0.888498151446459
"786",5,44.6,3.8,0.954491175518135
"787",6,35.5,4.4,0.932558155224525
"788",7,42.4,6.2,0.779173750539724
"789",1,47.3,6.4,0.76669601414076
"790",2,39.6,7.2,0.841606285082038
"791",3,42,8.4,0.896793029468912
"792",4,26.6,5.8,0.93719303216753
"793",5,32.9,6.4,0.971607162132988
"794",6,48,7.6,0.948483376511226
"795",7,51.8,6.3,0.846877023963731
"796",1,44.1,9.6,0.808256422711572
"797",2,37.5,5.1,0.862220355677893
"798",3,38,7.3,0.907236682318653
"799",4,43.1,9.6,0.913150029684801
"800",5,50.9,8,0.940095733484456
"801",6,45.5,7.3,0.953000188903282
"802",7,48.7,8.3,0.782862424438687
"803",1,41.7,4.8,0.775574468372193
"804",2,39.7,4.3,0.855418150906736
"805",3,43,3.9,0.87724491310449
"806",4,53.2,3.3,0.867212799546632
"807",5,61.3,7.9,0.96846664507772
"808",6,51.5,7.4,0.959686015759931
"809",7,40.7,5.3,0.818570204555268
"810",1,40.8,5.4,0.76910621761658
"811",2,45.1,6.3,0.815952544797064
"812",3,36.5,5.5,0.880898167638169
"813",4,35.1,6.1,0.892603424546632
"814",5,35.1,6.4,0.940638830418826
"815",6,32,7.3,0.942654360967185
"816",7,34,7,0.78620365123057
"817",1,34.9,8.2,0.747481851791883
"818",2,38.9,7.8,0.827855138169257
"819",3,43,4.2,0.851500094451641
"820",4,41,7.9,0.911642176705527
"824",1,51.6,5.3,0.773722541558722
"825",2,53.8,7.8,0.886258298251295
"826",3,44.7,7.1,0.869909731217617
"827",4,44.5,5.3,0.913269780872193
"828",5,45.8,4.1,0.952625755613126
"829",6,47.2,4.7,0.924927811960276
"830",7,50.1,3.2,0.800971839917962
"831",1,60.6,5.6,0.788903956174439
"832",2,61.2,8.2,0.884396251619171
"833",3,46.3,11.2,0.897007232297064
"834",4,55.9,4.9,0.8986736291019
"835",5,51.5,7.7,0.964727372085492
"836",6,44.5,9.8,0.972044000971503
"837",7,54.9,9.3,0.774009269753886
"838",1,53.8,6.2,0.770170485211572
"839",2,50.5,4.6,0.836995021049223
"840",3,50.8,6.1,0.872770266623489
"841",4,55.5,8.4,0.90110744548791
"842",5,45.2,6.2,0.914553311204663
"843",6,49.6,6.2,0.866474052784974
"844",7,65.1,3.4,0.743582348337651
"845",1,63.4,3,0.766281101575993
"846",2,65.8,5.3,0.849039291882556
"847",3,67.4,5.7,0.865468817465458
"848",4,64.3,6.3,0.912318517918826
"849",5,64.4,5.6,0.948625053972366
"850",6,57.4,5.2,0.913843237262522
"851",7,58.3,3.9,0.799295323294473
"852",1,54.9,4.8,0.808296901986183
"853",2,61.5,5.4,0.848841955418826
"854",3,56,4.6,0.909963973445596
"855",4,54.4,8.4,0.913111237046632
"856",5,59.9,4.6,0.946425680051813
"857",6,62,5.2,0.892227304620035
"858",7,61.9,4.5,0.756534029576857
"859",1,62.4,5.9,0.776959196891192
"860",2,62.5,5.3,0.85901237316494
"861",3,59.4,5.1,0.878555429620035
"862",4,61.2,3.9,0.910399125647668
"863",5,58,2.9,0.949065266083765
"864",6,59.8,4.1,0.94072147560449
"865",7,61.1,3.8,0.812053041342833
"866",1,58.8,6.2,0.833087084412781
"867",2,54.9,10.7,0.898658449373921
"868",3,58.7,8,0.875672967940414
"869",4,64.1,3.9,0.910517190198618
"870",5,61,1.6,0.935199427892919
"871",6,63.7,2.4,0.910195042638169
"872",7,57,4,0.817347393134715
"873",1,59,5.1,0.800315738341969
"874",2,71.8,4.5,0.860392041774611
"875",3,74,3,0.874406303972366
"876",4,69.9,4.7,0.87711841537133
"877",5,73.4,3.5,0.85685516515544
"878",6,74.3,4.6,0.747658948618307
"881",2,79.2,4.2,0.780298737046632
"882",3,77.6,3.6,0.868551988881693
"883",4,75.6,8.3,0.886472501079447
"884",5,66.1,6.3,0.907206322862694
"885",6,66.2,3.4,0.879223337651123
"886",7,62.9,4.7,0.754444287025043
"887",1,69.5,2.5,0.804581241904145
"888",2,76.4,5,0.879886185772884
"889",3,82.8,3.5,0.916128629641623
"890",4,85.7,3.4,0.92028450183506
"891",5,76,3.5,0.914701735211572
"892",6,66.7,7.5,0.905222838406736
"893",7,63.5,6.2,0.732037321891192
"894",1,65.6,4.3,0.786028241040587
"895",2,64,4,0.84118293933506
"896",3,67.9,4.8,0.866814753346287
"897",4,72.5,3,0.905096340673575
"898",5,68.8,3.5,0.892333562715889
"899",6,71.2,1.4,0.872820865716753
"900",7,75.7,3.6,0.747178257232297
"901",1,72.2,2.3,0.770808033786701
"902",2,74.8,3.7,0.83686683667962
"903",3,74.9,3.3,0.875743806670985
"904",4,70.3,4.3,0.883195366472366
"905",5,67.2,4.2,0.908240231001727
"906",6,70.1,3.6,0.864827895617444
"907",7,72.9,4.2,0.741931131260794
"908",1,73.4,2,0.770516245682211
"909",2,76.5,2.2,0.826694732297064
"910",3,75.6,2.8,0.850521845315199
"911",4,73.7,4.8,0.855060583981002
"912",5,73.8,3.2,0.803739610319516
"916",2,78.9,3.4,0.716383649071675
"917",3,80.2,3.4,0.793692317033679
"918",4,80.4,3.8,0.853073726252159
"919",5,77.3,2.3,0.876350995790155
"920",6,75.5,4,0.808062459520725
"921",7,77.5,2.3,0.730919081930052
"922",1,80.7,3.3,0.761302150798791
"923",2,84.7,6.7,0.847474093264249
"924",3,81.2,5,0.856446999136442
"925",4,72.7,6.2,0.873696230030225
"926",5,74.7,4.2,0.892692816278066
"927",6,78.3,3.5,0.842235400474957
"928",7,80.7,4.7,0.75793056455095
"929",1,83.3,5.7,0.791793164399827
"930",2,81.9,3.6,0.834670836031952
"931",3,81.2,2.9,0.858182548035406
"932",4,83.5,3.9,0.926869130505181
"933",5,92.6,5.2,0.934563565954231
"934",6,90.3,3,0.870301030872193
"935",7,86.1,3.4,0.761443828259931
"936",1,76,3.7,0.759419864529361
"937",2,77,3.7,0.815481973229706
"938",3,75.8,4.2,0.839941574913644
"939",4,78.4,2.2,0.87436245142487
"940",5,77.6,2.7,0.886047468696028
"941",6,80.5,4.9,0.822947026122625
"942",7,80.8,2.4,0.74966098607513
"943",1,80.3,3.1,0.764272317573402
"944",2,80.9,3,0.826176934909326
"945",3,77.7,3.5,0.867001969991364
"946",4,73.2,4.5,0.845740231001727
"947",5,76.3,3.1,0.866622476791883
"948",6,76,5.3,0.81357101414076
"949",7,78.4,4.1,0.706614650798791
"950",1,80.3,3.7,0.727189928756477
"951",2,75.9,3.1,0.786451586787565
"952",3,76.3,4.2,0.821638196243523
"953",4,76.1,4,0.844411161485319
"954",5,74,2.8,0.851489974632988
"955",6,76.2,1.7,0.791754371761658
"957",1,71,4.1,0.722047374244387
"958",2,69.8,4.7,0.795028133095855
"959",3,75.5,0.6,0.824254169365285
"960",4,75,4.3,0.850537025043178
"961",5,75.2,3.9,0.836809491040587
"962",6,71.7,1.2,0.758993145509499
"964",1,71.6,5.6,0.681293177892919
"965",2,70.2,3.2,0.748544432750432
"966",3,72.4,5.9,0.788478923791019
"967",4,73.9,5.7,0.823613247517271
"968",5,75.2,2.3,0.82272270347582
"972",2,70.5,2.3,0.699065266083765
"973",3,73.3,2.1,0.779936110211572
"974",4,73.5,2.7,0.809851980785838
"975",5,69.9,3,0.818388047819516
"976",6,72.6,3.8,0.77048419958981
"977",7,77.3,4.4,0.701591847474093
"979",2,64.6,5.5,0.785373826101036
"980",3,63.8,9.9,0.841877833549223
"981",4,68.9,5.3,0.881419338298791
"982",5,73.7,5,0.848163927569085
"983",6,74.1,2.9,0.889101967292746
"984",7,67.7,4.3,0.770501065954231
"985",1,71.2,0.9,0.781727318113126
"986",2,74.8,3.6,0.857462354274611
"987",3,76.1,4.6,0.888827045552677
"988",4,70.7,3.7,0.886278537888601
"989",5,57.1,4.9,0.910139383635579
"990",6,58.4,4.9,0.930139518566494
"991",7,59.2,5.7,0.803194826748705
"992",1,59.5,4.3,0.753703853626943
"993",2,63.1,4.2,0.764685543501727
"994",3,67.6,1.5,0.78208488503886
"995",4,70.9,1.9,0.845252793069948
"996",5,71.1,2.1,0.859030926165803
"997",6,72.1,2.7,0.914082739637306
"998",7,73.5,0.8,0.792555524071675
"999",1,73.3,1.1,0.772853923791019
"1000",2,72.3,2.1,0.830828678216753
"1001",3,70.7,5.7,0.841901446459413
"1002",4,69.6,3.8,0.834090633095855
"1003",5,66.7,3.9,0.901876551705527
"1004",6,59.8,2.9,0.906949954123489
"1005",7,54.7,5.4,0.770202531303972
"1006",1,52.7,2.3,0.780605704879102
"1007",2,54.9,3.4,0.822744629749568
"1008",3,62.3,6.2,0.860451074050086
"1009",4,57,3.6,0.895352641947323
"1010",5,56.9,2,0.90960471988342
"1011",6,63,2,0.898348108268566
"1012",7,70,2.4,0.797357378022453
"1013",1,71.4,1.5,0.705853977763385
"1014",2,68.4,4.4,0.811999068976684
"1015",3,61.3,8,0.870867740716753
"1016",4,60.9,7.4,0.903669446243523
"1017",5,66.1,4.4,0.922836382772021
"1018",6,59.1,7,0.943293596178757
"1019",7,59.9,6.3,0.81993469343696
"1020",1,61.4,6.8,0.77639080041019
"1021",2,60.4,3.7,0.834793960492228
"1022",3,60.8,8.5,0.837784366904145
"1023",4,62.5,7.3,0.877806563039724
"1024",5,53.8,6.1,0.931473647992228
"1025",6,52.7,4.1,0.930756827504318
"1026",7,53.3,1.7,0.811268755397237
"1027",1,55.1,2.8,0.789328988557858
"1028",2,56.6,6.3,0.836333859563903
"1029",3,55.7,2,0.863652310017271
"1030",4,53.4,4.9,0.882240730246114
"1031",5,41.7,4.9,0.921647304080311
"1032",6,39.7,6.5,0.991602237154577
"1033",7,37.7,6.3,0.821823726252159
"1034",1,44.6,2,0.766297967940414
"1035",2,49.3,4.9,0.872183317141623
"1036",3,48.4,1.9,0.848233079663212
"1037",4,51.9,4.6,0.893811056239206
"1038",5,51.2,6.3,0.938420903497409
"1039",6,42.8,5.9,0.952178796955959
"1040",7,45.5,3,0.746108929727979
"1041",1,51.7,4,0.775539049006909
"1042",2,59.1,2.5,0.834033287456822
"1043",3,57.1,2.4,0.866860292530225
"1044",4,58.9,2.8,0.891112437931779
"1045",5,46.4,7.4,0.899506827504318
"1046",6,46.2,6.3,0.897503103411054
"1047",7,53.9,5.1,0.779639262197755
"1048",1,59.7,5.6,0.776493685233161
"1049",2,63.6,5.3,0.829496235427461
"1050",3,57,3,0.840358174114853
"1051",4,48.2,5.1,0.894954595746978
"1052",5,40.7,6.1,0.922224133743523
"1053",6,43.9,5.6,0.936084912025043
"1054",7,54.6,7.4,0.782855677892919
"1055",1,54,4.9,0.770806347150259
"1056",2,47.5,4.9,0.789949670768566
"1057",3,47.6,6.7,0.797392797387737
"1060",6,56.5,3.5,0.733116769214162
"1061",7,55.5,2.9,0.691515881368739
"1062",1,62,5.6,0.727540749136442
"1063",2,60.5,5.6,0.801666734132124
"1064",3,50.3,7.4,0.836266394106218
"1065",4,43.5,7.7,0.883326924114853
"1066",5,45.8,4.2,0.932860063147668
"1067",6,42.2,4.3,0.945231541450777
"1068",7,47.5,3.7,0.804463177353195
"1069",1,52.6,2.5,0.787996545768566
"1070",2,58.2,4.6,0.819025596394646
"1071",3,55.6,3.7,0.852024638385147
"1072",4,41.6,8.1,0.889437607944732
"1073",5,42.3,4.7,0.933936137197755
"1074",6,42.6,5.7,0.959426273747841
"1075",7,33.8,3.3,0.824225496545769
"1076",1,37.7,3.6,0.804608228087219
"1077",2,39,4,0.862161323402418
"1078",3,43,2.8,0.859385119818653
"1079",4,51.3,6.9,0.911768674438687
"1080",5,50.6,7.3,0.962514505073402
"1081",6,38.8,5.5,0.954056023316062
"1082",7,28.3,4.6,0.857858713838515
"1083",1,36,5.4,0.800565360535406
"1084",2,45.4,5.4,0.838939712867012
"1085",3,48.7,3.7,0.850027660837651
"1086",4,55,6.1,0.836296753562176
"1087",5,47.4,4.9,0.799774328044041
"1092",3,45.7,9.8,0.70059673197323
"1093",4,30,7.5,0.77107452234456
"1094",5,42.8,2.6,0.784626646157167
"1095",6,50.6,4.6,0.804102237154577
