"","Bronx County","Kings County","New York County","Queens County","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"10200",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2188,362,2018,75.8,74.1,1015.6,6.7,9.7,999.9,82,71.1,0,0,0,0.744493392070485
"10204",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1827,1,2018,74.6,73.6,1013.9,5.9,8.1,999.9,82,70,0,0,1,0.643171806167401
"10213",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1836,10,2018,74.9,73.5,1008,3.6,9.2,999.9,82.9,70,0,0,1,0.748898678414097
"10218",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1841,15,2018,76.9,68.4,1010.2,9.6,6.4,999.9,86,68,0.04,0,0,0.859030837004405
"10219",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1842,16,2018,68.8,66.2,1015.2,9,5.8,999.9,86,64,0,0,0,0.572687224669604
"10224",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1847,21,2018,70.9,69.7,1017.6,7.8,7.3,999.9,75.9,64,0.01,0,0,0.541850220264317
"10230",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1853,27,2018,69.1,68.1,1016.9,7.7,6.2,999.9,75.9,64.9,0.05,0,1,0.656387665198238
"10235",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1858,32,2018,72.8,71.4,1013,4.5,6.9,999.9,80.1,64.9,0,0,1,0.881057268722467
"10240",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1863,37,2018,74.1,70.4,1011.1,9.4,9.7,21,80.1,69.1,0.08,0,0,0.775330396475771
"10246",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1869,43,2018,77.2,71.4,1014.9,9.1,10.1,20,87.1,70,0,0,0,0.73568281938326
"10251",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1874,48,2018,74.9,72.1,1018,6.3,5.1,999.9,87.1,66,0,0,1,0.687224669603524
"10256",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1879,53,2018,73.9,72.4,1010.8,5.9,9.4,24.1,82.9,66,0.05,0,1,0.651982378854626
"10260",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1883,57,2018,68.5,65.5,1013.6,8.9,13.1,24.1,81,66,0.01,0,0,0.506607929515419
"10266",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1889,63,2018,66.7,66,1018.3,4.7,11.6,22,72,66,0.04,0,0,0.6784140969163
"10273",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1896,70,2018,66.7,65.5,1019.1,7.1,9.5,999.9,70,64.4,0.07,0,0,0.634361233480176
"10276",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1899,73,2018,68.1,67.4,1008,4.8,8.1,999.9,75.9,62.1,0.05,0,1,0.616740088105727
"10281",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1904,78,2018,70,61.6,1010.3,9.7,9.3,22,75.9,62.1,0.01,0,0,0.643171806167401
"10285",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1908,82,2018,67.1,61.5,1021.1,10,4.7,999.9,75.9,55,0,0,0,0.674008810572687
"10289",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1912,86,2018,66.5,60.3,1025.9,9,5.8,999.9,75.9,55,0,0,1,0.616740088105727
"10295",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1918,92,2018,68.2,60.3,1021.4,10,5.4,999.9,77,57,0,0,0,0.607929515418502
"10302",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1925,99,2018,73.1,69.6,1017.3,9.1,8.7,999.9,84,62.1,0,0,0,0.713656387665198
"10304",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1927,101,2018,73,71.2,1016.6,3.5,9,20,84,66.9,0,0,1,0.779735682819383
"10312",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1935,109,2018,75.3,72.7,1015.2,5.5,9.8,999.9,84.9,69.1,0,0,0,0.740088105726872
"10314",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1937,111,2018,76.2,72.4,1015.2,7,10.2,999.9,90,71.1,0,0,0,0.819383259911894
"10323",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946,120,2018,69.9,63.6,1023.8,10,13,24.1,73.9,63,0,0,0,0.502202643171806
"10327",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1950,124,2018,65,59.4,1026.7,10,7.2,17.1,75,55.9,0,0,0,0.753303964757709
"10330",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1953,127,2018,67,64,1024.9,10,5,999.9,79,55.9,0,0,0,0.722466960352423
"10338",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1961,135,2018,69.9,69.1,1024.3,9.2,8.4,999.9,79,59,0,0,0,0.559471365638767
"10343",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1966,140,2018,75.7,70.6,1022.4,6.1,9.9,19,86,66,0,0,1,0.828193832599119
"10344",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1967,141,2018,69.2,64.7,1024.1,9.3,4.8,999.9,86,61,0,0,1,0.845814977973568
"10352",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975,149,2018,72.6,70.2,1021,9.4,9.8,24.1,80.1,61,0,0,0,0.903083700440529
"10354",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,151,2018,71.1,64.3,1020.5,10,8.7,18.1,80.1,66,0.01,0,0,0.726872246696035
"10362",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,159,2018,66.6,60.3,1019,10,6.9,999.9,75,61,0.01,0,0,0.722466960352423
"10366",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989,163,2018,62.6,50.8,1022.8,10,10,22.9,73,59,0.01,0,0,0.687224669603524
"10373",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,170,2018,62.3,55.4,1025.1,9.5,13.4,26,68,59,0,0,0,0.797356828193833
"10377",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,174,2018,68.9,67.5,1021.2,7.4,10,24.1,75.9,61,0.18,0,1,0.651982378854626
"10380",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2003,177,2018,71,69.6,1023,3.1,4,999.9,79,66,0,0,1,0.916299559471366
"10385",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,182,2018,66.1,63.8,1024.7,6.3,8.4,999.9,79,63,0,0,1,0.823788546255507
"10393",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,190,2018,64.9,60.7,1024.2,9.2,7.1,999.9,73.9,59,0.01,0,1,0.797356828193833
"10394",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,191,2018,65.9,61,1022.9,9.3,5.8,999.9,75.9,57,0,0,1,0.704845814977974
"10399",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,196,2018,63.9,59.5,1023.1,6.8,3.7,999.9,75.9,54,0,0,1,0.682819383259912
"10408",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2031,205,2018,65.6,62.6,1020.6,7.9,5,999.9,75,55.9,0,0,1,0.744493392070485
"10409",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2032,206,2018,71,69.2,1012.1,8.1,8.7,22,75.9,68,0.01,0,0,0.841409691629956
"10415",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2038,212,2018,66.5,63.8,1011.4,7.8,11,27,70,62.1,1.35,0,0,0.585903083700441
"10422",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2045,219,2018,63.7,57.9,1020.6,9.1,11.3,25.1,69.1,60.1,0.01,0,0,0.731277533039648
"10424",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2047,221,2018,60.6,54.6,1024.2,10,6.9,999.9,69.1,53.1,0,0,0,0.898678414096916
"10431",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2054,228,2018,68.8,60.1,1017.3,9.6,14.4,26,78.1,53.1,0,0,0,0.590308370044053
"10435",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2058,232,2018,59.8,50.2,1023.4,10,3,999.9,78.1,53.1,0,0,0,0.480176211453745
"10443",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2066,240,2018,57.4,50.3,1030.2,10,10.1,26,64,50,0,0,0,0.709251101321586
"10446",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2069,243,2018,60.5,55.1,1032.1,8.7,14.4,27,64.9,51.1,0,0,0,0.691629955947137
"10451",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2074,248,2018,69.4,67.3,1017.4,6.9,14.7,25.1,75,55.9,0.41,0,0,0.806167400881057
"10458",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2081,255,2018,66.3,62.6,1016.6,8.5,13.2,28,75,60.1,0.11,0,0,0.713656387665198
"10463",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2086,260,2018,60.5,58.5,1017.8,6.3,8.5,19,70,55.9,0.1,0,0,0.713656387665198
"10467",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2090,264,2018,62.3,56.3,1020,9.8,6.6,999.9,72,53.1,0.23,0,0,0.599118942731278
"10469",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2092,266,2018,61,53.5,1025.6,9.7,4.7,999.9,72,51.1,0,0,1,0.533039647577093
"10474",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2097,271,2018,62,56.1,1026.4,10,5.4,999.9,70,51.1,0,0,0,0.762114537444934
"10483",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,280,2018,64.7,62.1,1022.8,9.5,6.6,999.9,71.1,52,0,0,0,0.647577092511013
"10486",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2109,283,2018,64.4,62.3,1017,7.7,9.4,999.9,71.1,59,0.71,0,0,0.876651982378855
"10493",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2116,290,2018,60,57.1,1017.6,9.6,5.7,999.9,69.1,55.9,0.04,0,0,0.898678414096916
"10497",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2120,294,2018,62.2,57,1017.9,9.8,14.7,29.9,66.9,55.9,0,0,0,0.819383259911894
"10503",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2126,300,2018,55.5,46.3,1023,10,6,999.9,66.9,46,0,0,0,0.629955947136564
"10508",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2131,305,2018,64.4,59.6,1022.3,8,8.6,999.9,69.1,46,0,0,0,0.572687224669604
"10511",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2134,308,2018,60.7,55.7,1029.4,8.8,10.5,19,69.1,57.9,0,0,0,0.568281938325991
"10518",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2141,315,2018,63.1,59,1027.5,10,8.6,999.9,70,57,0,0,0,0.651982378854626
"10523",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2146,320,2018,66.2,64.9,1021.4,3.9,9.1,999.9,72,57.9,0,0,1,0.691629955947137
"10525",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2148,322,2018,67.2,65.9,1009.6,4.1,8.9,25.1,72,64,0,0,1,0.814977973568282
"10532",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2155,329,2018,63.1,60.6,999.7,5.2,14.8,42,72,54,1.46,0,0,0.841409691629956
"10538",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2161,335,2018,53.2,44.9,1008.5,10,7.9,21,68,48.9,2.37,0,0,0.6784140969163
"10542",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2165,339,2018,52.8,37.7,1020.7,10,8.9,18.1,57.9,46.9,0.04,0,0,0.594713656387665
"10546",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2169,343,2018,57.1,51.9,1021.9,9.1,9.8,22.9,64.9,43,0,0,0,0.894273127753304
"10549",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2172,346,2018,57.1,44.8,1015.2,8.6,15.5,39,69.1,43,0.18,0,0,0.700440528634361
"10558",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2181,355,2018,55.6,40.7,1013.4,10,13.3,29.9,63,46.9,0.1,0,0,0.801762114537445
"10562",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2185,359,2018,45.6,23.6,1019.5,10,16.3,35.9,63,41,0,0,0,0.784140969162996
"10567",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2190,364,2018,49.2,33.4,1022.9,10,13.7,31.1,59,39.9,0,0,0,0.757709251101322
"10569",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1827,1,2018,59.5,53.2,1008.6,9,16.1,33,61,57.2,0.01,0,0,0.700440528634361
"10574",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1832,6,2018,48.5,41.4,1004.7,9.1,11.8,35.9,62.1,42.1,0.2,0,0,0.66079295154185
"10581",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1839,13,2018,43.3,24.9,1021,10,11.7,28,52,36,0.36,0,0,0.643171806167401
"10587",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1845,19,2018,51.5,43.7,1019.6,9.9,8,999.9,59,36,0.01,0,0,0.79295154185022
"10590",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1848,22,2018,48.8,41.3,1012.4,10,13.2,29.9,59,44.1,0.03,0,0,0.837004405286344
"10597",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1855,29,2018,45.3,32.4,1015.5,10,14.2,28.9,53.1,42.1,0,0,0,0.770925110132159
"10603",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1861,35,2018,39.8,25.4,1018.6,10,8.7,25.1,50,33.1,0,0,0,0.775330396475771
"10607",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1865,39,2018,50,45.3,1015.4,5.7,16,40,59,33.1,0.2,0,0,0.850220264317181
"10613",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1871,45,2018,56.8,52.7,1007.4,6.9,13.4,27,61,44.1,0.99,0,0,0.621145374449339
"10615",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1873,47,2018,54.9,48.9,1008.4,9.8,11.7,28,61,51.1,0,0,0,0.718061674008811
"10620",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1878,52,2018,47.9,35.4,1013.2,10,9.8,26,60.1,45,0.1,0,0,0.81057268722467
"10627",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1885,59,2018,45.9,35.8,1019.1,10,6.8,20,54,32,0,0,0,0.744493392070485
"10630",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1888,62,2018,58,54.7,1013.2,7.6,11.1,999.9,62.1,54,0,0,0,0.814977973568282
"10635",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1893,67,2018,60,57.8,1010.6,5.2,13.9,27,64,55,0.01,0,0,0.797356828193833
"10641",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1899,73,2018,59.7,55.6,1008.9,5.4,19.2,38.1,64,54,0.46,0,0,0.79295154185022
"10646",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1904,78,2018,47.7,32.3,1029.1,10,9.9,32.1,63,37,0.45,0,0,0.612334801762115
"10652",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1910,84,2018,47.5,41.9,1030.9,9.7,9.2,32.1,53.1,37,0,0,0,0.845814977973568
"10658",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1916,90,2018,56.8,56.2,1014.3,2.1,12.1,25.1,61,39,0.38,0,1,0.788546255506608
"10659",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1917,91,2018,57.9,52.2,1012.9,8.4,13.7,26,62.6,55,0.35,0,0,0.775330396475771
"10664",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1922,96,2018,52.1,38.7,1020.3,9.9,11.1,22,61,44.1,0,0,0,0.66079295154185
"10671",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1929,103,2018,48.3,37.1,1025.5,10,11.1,22,57.9,39,0,0,0,0.911894273127753
"10674",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1932,106,2018,52.2,44.9,1009.3,7.5,19.1,44.1,62.1,39,1.32,0,0,0.643171806167401
"10682",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,114,2018,39.9,21.2,1022.8,10,13.7,31.1,44.1,37,0.31,0,0,0.462555066079295
"10685",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1943,117,2018,41.7,24.7,1029.4,10,8.2,18.1,48,37,0,0,0,0.594713656387665
"10691",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1949,123,2018,51.9,46.5,1020.7,5.8,16.9,39,61,37,0.13,0,0,0.903083700440529
"10697",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1955,129,2018,39.3,20.6,1021.6,10,16.5,28.9,61,33.1,1.22,0,0,0.837004405286344
"10705",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1965,139,2018,42.8,39.1,1005,5.5,19,42.9,53.1,35.1,1.16,0,0,0.766519823788546
"10709",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1969,143,2018,44.5,31.4,1015.5,10,12.1,26,50,41,0.03,0,0,0.599118942731278
"10713",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1973,147,2018,41.7,29.3,1025.8,10,6.7,999.9,44.1,35.1,0,0,0,0.502202643171806
"10718",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1978,152,2018,46.7,41,1021,10,5,999.9,54,37.9,0,0,0,0.731277533039648
"10724",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1984,158,2018,48.2,46.3,1012,9.2,7,25.1,52,43,0,0,0,0.726872246696035
"10728",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1988,162,2018,39.9,28.6,1014.7,9.7,13.8,27,46,34,0.04,0,0,0.832599118942731
"10736",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,170,2018,24.9,4.8,1022.1,10,19.2,33,44.1,19,0,0,0,0.488986784140969
"10737",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,171,2018,23,11.1,1031.4,9.7,13.1,33,30.9,19,0,0,0,0.484581497797357
"10744",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,178,2018,41.4,31.9,1023.6,10,11.5,24.1,50,19,0,0,0,0.625550660792952
"10751",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,185,2018,47.7,45.7,1008.4,6.1,15.9,40,51.8,45,0.57,0,0,0.643171806167401
"10756",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,190,2018,45.4,42.8,1011.9,7.8,8.1,28,48.9,42.8,0.04,0,0,0.806167400881057
"10757",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,191,2018,46.9,42.2,993.6,7.2,19.3,39,51.1,42.1,0.57,0,0,0.599118942731278
"10762",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2022,196,2018,41,30.4,992.9,10,12.5,28,51.1,36,0.03,0,0,0.647577092511013
"10768",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2028,202,2018,41.3,29,1002.8,10,17.1,35.9,48.9,36,0,0,0,0.612334801762115
"10772",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2032,206,2018,38.4,30.1,1015.2,10,7.5,28,48.9,33.1,0,0,0,0.806167400881057
"10781",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2041,215,2018,38.3,31.9,1020.3,9.9,5.7,999.9,44.1,33.1,0,0,0,0.651982378854626
"10786",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2046,220,2018,46,44.1,1015.9,5.1,12.2,25.1,53.6,33.1,0.05,0,1,0.616740088105727
"10787",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2047,221,2018,51,49,1001.7,2.7,11.3,21,54,42.1,0.66,0,1,0.726872246696035
"10793",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2053,227,2018,40.6,28.1,1007.8,10,12.1,26,54,34,0.02,0,0,0.762114537444934
"10800",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2060,234,2018,31.6,20.6,1017.3,10,7,999.9,46.9,24.1,0,0,0,0.859030837004405
"10805",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2065,239,2018,34.9,20.5,1018.3,10,10.7,25.1,42.1,24.1,0,0,0,0.73568281938326
"10809",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2069,243,2018,38,22.5,1022,9.8,11,22,42.1,27,0,0,0,0.73568281938326
"10815",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2075,249,2018,27.9,7.7,1028.6,10,11.5,22.9,41,23,0,0,0,0.709251101321586
"10819",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2079,253,2018,29.7,13.1,1029.6,10,8.6,21,34,23,0,0,0,0.585903083700441
"10825",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2085,259,2018,35.5,23.8,1018.4,10,10.1,999.9,43,25,0,0,0,0.775330396475771
"10829",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2089,263,2018,32,22.9,1019.5,10,4.5,999.9,43,25,0,0,0,0.854625550660793
"10833",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2093,267,2018,32.3,22.3,1015,8.9,9.3,21,39.9,23,0.01,0,0,0.696035242290749
"10839",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2099,273,2018,30.9,18.7,1030.2,10,6.4,22.9,37.9,23,0,0,0,0.744493392070485
"10842",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2102,276,2018,37.9,32.3,1033,10,6.2,999.9,46,23,0,0,0,0.863436123348018
"10848",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2108,282,2018,46.1,44.8,1022.3,5.7,6.8,27,51.1,26.1,0.01,0,1,0.616740088105727
"10853",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2113,287,2018,43.8,37.8,1017.9,8.4,15.2,28.9,51.1,42.1,0.55,0,0,0.651982378854626
"10857",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2117,291,2018,42.2,39.7,1001.1,6.2,14.6,28.9,46.4,37.4,0.22,0,0,0.757709251101322
"10866",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2126,300,2018,33.3,18.2,1006.2,9.6,19.7,40,46,26.1,0,0,0,0.911894273127753
