"","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"2388",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,567,202,2014,49.6,28.7,1002.9,10,19.1,34,57,44.1,0.12,0,0,0.0533980582524272
"2392",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,571,206,2014,49,32.3,1013.4,10,10.5,22.9,57,43,0,0,0,0.0970873786407767
"2397",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,576,211,2014,44.9,36.6,1009.1,9.4,12.2,26,55,42.1,0,0,0,0.0485436893203883
"2406",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,585,220,2014,42.4,36.2,1012.5,9.9,4.8,17.1,50,36,0.37,0,0,0.0194174757281553
"2410",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,589,224,2014,46.5,37.2,1016.1,10,13.7,24.1,52,41,0.01,0,0,0.0728155339805825
"2413",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,592,227,2014,44.2,36,1028.1,10,16.5,28,46.9,42.1,0,0,0,0.0485436893203883
"2418",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,597,232,2014,43.5,36.5,1030.7,9.8,12.3,24.1,46,41,0.01,0,0,0.0776699029126214
"2426",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,605,240,2014,50.3,48.3,1016.6,3.2,13.3,24.1,55.4,44.1,0.35,0,1,0.0485436893203883
"2430",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,609,244,2014,51.9,44.7,1006.4,6.4,10.2,999.9,61,46.4,0.21,0,1,0.0970873786407767
"2434",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,613,248,2014,50.9,41.1,1010.3,9.1,6.4,999.9,61,41,0.01,0,0,0.0825242718446602
"2441",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,620,255,2014,51.4,42.6,1005.1,9.8,12.8,28,57,46.9,0.02,0,0,0.0242718446601942
"2444",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,623,258,2014,53.7,40,1005.8,10,10.2,22.9,61,48,0,0,0,0.0679611650485437
"2449",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,628,263,2014,52.2,40.5,1011.1,9.6,5.7,999.9,59,46.9,0.01,0,0,0.058252427184466
"2452",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,631,266,2014,51.6,38.3,1019.8,10,6.8,999.9,60.1,46,0,0,0,0.0631067961165049
"2457",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,636,271,2014,52,43.4,1022.3,9.6,7.5,999.9,62.1,46,0,0,0,0.087378640776699
"2465",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,644,279,2014,51.5,44.5,1022.6,8.7,6.7,999.9,55.9,44.6,0,0,1,0.0194174757281553
"2470",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,649,284,2014,54.8,49.9,1015.2,7.1,11.1,20,57.9,51.8,0,0,1,0.0145631067961165
"2475",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,654,289,2014,58.3,49.5,1013.2,8.6,12.6,24.1,66,53.1,0.24,0,0,0.101941747572816
"2480",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,659,294,2014,57.8,46.2,1018.5,9.8,9.1,17.1,70,48.9,0.23,0,0,0.0485436893203883
"2486",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,665,300,2014,51.8,43.8,1022,10,14.1,28,57,46.9,0,0,0,0.087378640776699
"2487",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,666,301,2014,51.2,44.3,1026.5,10,9.8,999.9,59,45,0,0,0,0.0631067961165049
"2496",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,675,310,2014,57.8,51.8,1026,10,9.6,20,64.9,53.6,0,0,0,0.111650485436893
"2499",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,678,313,2014,58.3,52.8,1021.6,9.1,11.8,22,64.9,54,0,0,0,0.106796116504854
"2506",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,685,320,2014,57.7,54.1,1016,5.8,12.5,25.1,62.6,51.1,0.26,0,1,0.0728155339805825
"2511",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,690,325,2014,56.5,46.1,1017.6,9.8,8.5,20,63,50,0.43,0,0,0.058252427184466
"2512",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,691,326,2014,56.9,41.8,1016.9,10,9,22,63,48.9,0,0,0,0.0533980582524272
"2519",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,698,333,2014,56.4,45.7,1015.4,9.9,10.4,28.9,64,51.1,0.11,0,0,0.0485436893203883
"2524",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,703,338,2014,56.3,47.6,1014.9,10,6,999.9,68,45,0,0,0,0.058252427184466
"2529",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,708,343,2014,50.3,46.2,1013.1,8.6,6,999.9,57,46,0,0,1,0.0728155339805825
"2536",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,715,350,2014,54.9,48.6,1012.4,10,7.3,15.9,62.1,50,0.02,0,0,0.0922330097087379
"2538",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,717,352,2014,54.6,46.9,1014.2,10,15,29.9,60.1,51.1,0.01,0,0,0.0533980582524272
"2545",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,724,359,2014,53.7,44.4,1018.2,10,5.4,999.9,59,48,0,0,0,0.0388349514563107
"2547",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,726,361,2014,56.7,51.1,1015.3,9.6,10.3,19,63,51.1,0,0,0,0.0388349514563107
"2555",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,369,4,2014,61.1,52.9,1011,9.5,10,20,75,52,0.02,0,0,0.0679611650485437
"2560",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,374,9,2014,51.1,48.4,1012.8,2.6,15.2,32.1,53.1,48.2,0,0,1,0.00970873786407767
"2563",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,377,12,2014,52,42.7,1021.9,10,11.2,22.9,59,46.4,0.01,0,0,0.058252427184466
"2567",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,381,16,2014,49.7,42.2,1019.4,10,5.7,999.9,57.9,41,0,0,0,0.0339805825242718
"2576",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,390,25,2014,53.9,46.5,1019.1,10,12.4,33,60.8,48,0,0,0,0.0922330097087379
"2580",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,394,29,2014,58.4,43.5,1024.8,10,11,22,66.9,51.1,0,0,0,0.116504854368932
"2582",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,396,31,2014,57.4,46.6,1022.9,10,6.8,999.9,68,48,0,0,0,0.0679611650485437
"2590",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,404,39,2014,58.2,47.9,1016.6,10,8.8,999.9,69.1,46.9,0,0,0,0.058252427184466
"2595",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,409,44,2014,55.2,51.2,1011.4,7.6,8.3,999.9,64.9,51.1,0,0,1,0.111650485436893
"2600",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,414,49,2014,60,57.2,1006.3,5.8,7.1,35,64,55.4,0.01,0,1,0.087378640776699
"2602",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,416,51,2014,61.3,54.4,1007.8,9.8,10,21,69.1,55.4,2.21,0,0,0.131067961165049
"2609",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,423,58,2014,65.6,54,1012.5,9.9,8.6,999.9,73.9,57,0,0,0,0.0533980582524272
"2615",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,429,64,2014,64.9,55.5,1013.2,9.8,4.8,999.9,77,55.9,0,0,0,0.0922330097087379
"2618",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432,67,2014,61.2,57,1015.2,7.1,5.6,999.9,68,55,0,0,1,0.0485436893203883
"2623",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,437,72,2014,63.8,60.7,1015.8,8.7,5.6,999.9,66.9,61,0.03,0,0,0.0970873786407767
"2628",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,442,77,2014,61.2,54.4,1019.6,9.3,11.3,21,66.2,57,0.16,0,0,0.0825242718446602
"2634",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,448,83,2014,61,53,1019.7,10,13.4,26,66.9,55.9,0,0,0,0.140776699029126
"2638",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,452,87,2014,61.7,58.6,1013.7,4,14.4,24.1,66,59,0.02,0,1,0.12621359223301
"2642",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,456,91,2014,66.5,63.8,1009.7,4.8,5.7,999.9,75.9,62.1,0.26,0,1,0.0776699029126214
"2650",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,464,99,2014,66.1,54.5,1013.9,10,10.9,19,73.9,60.1,0.02,0,0,0.0145631067961165
"2653",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,467,102,2014,65.2,50,1018.6,10,7.5,20,73.9,57.9,0,0,0,0.116504854368932
"2657",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,471,106,2014,62.5,55.2,1019,10,8.2,999.9,73,57.9,0,0,0,0.0922330097087379
"2665",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,479,114,2014,71.6,62.9,1010.8,6.4,10.1,26,82.9,59,0.01,0,1,0.106796116504854
"2670",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,484,119,2014,67.3,61.5,1013.6,9.7,6.5,999.9,72,63.7,0,0,0,0.101941747572816
"2672",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,486,121,2014,64.6,48.8,1013.2,9.8,6,999.9,73,52,0.08,0,0,0.101941747572816
"2678",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,492,127,2014,59.9,46.2,1013.9,10,5.1,999.9,73,48,0,0,0,0.0436893203883495
"2682",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,496,131,2014,63.2,49.2,1014.6,9.9,6,999.9,73,48,0,0,0,0.0242718446601942
"2687",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,501,136,2014,62.1,50.3,1019.7,10,4.1,999.9,73,52,0,0,0,0.160194174757282
"2693",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,507,142,2014,60,51.9,1022,10,5.3,999.9,66.9,53.1,0,0,0,0.0825242718446602
"2698",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,512,147,2014,66.8,61.6,1017,9.9,8.3,999.9,73.9,61,0,0,0,0.087378640776699
"2702",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,516,151,2014,66.7,64.4,1011.7,3.5,10.2,25.1,75.2,62.1,0.01,0,1,0.0728155339805825
"2711",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,525,160,2014,63.9,53.8,1018,9.8,13.6,34,75,59,0.13,0,0,0.0728155339805825
"2712",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,526,161,2014,62.2,51.9,1024.1,9.5,4.8,999.9,72,52,0.02,0,0,0.0388349514563107
"2719",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,533,168,2014,64.7,57.9,1024,9.5,5,999.9,72,55.9,0.01,0,0,0.0339805825242718
"2724",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,538,173,2014,67.3,61.6,1019,10,8,999.9,73,55,0.01,0,0,0.0533980582524272
"2729",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,543,178,2014,68.6,65.1,1014.4,9.8,9.1,18.1,73.9,54,0.01,0,0,0.0436893203883495
"2736",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,550,185,2014,69,66,1014.4,7.2,10.2,20,75,64.9,0,0,1,0.0631067961165049
"2740",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,554,189,2014,69.1,67.3,1015.3,1.8,8.5,999.9,75.9,66,0,0,1,0.121359223300971
"2744",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,558,193,2014,69.9,68.2,1012.5,3.9,9.8,36.9,75.9,64.4,0,0,1,0.0436893203883495
"2750",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,564,199,2014,67,55.8,1012.9,8.4,21.2,52.1,77,62.1,1.88,0,0,0.0388349514563107
"2752",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,566,201,2014,68.2,59.1,1016.4,10,14.1,26,77,62.1,0.11,0,0,0.0436893203883495
"2759",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,573,208,2014,68.6,62.8,1012.8,9.4,13.9,22,73.9,63,0.04,0,0,0.0922330097087379
"2766",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,580,215,2014,69.5,66.2,1010.5,6.2,11.8,20,73.9,64.9,0.01,0,1,0.0922330097087379
"2767",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,581,216,2014,69.4,66.7,1012.5,5.1,12.3,27,73.9,66,0.02,0,1,0.0825242718446602
"2776",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,590,225,2014,69.4,66.1,1017.9,5.4,6.1,25.1,78.1,64.4,0.01,0,1,0.0825242718446602
"2779",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,593,228,2014,69.1,62.4,1021.9,6.5,4.3,999.9,78.1,64,0.03,0,1,0.0679611650485437
"2786",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,600,235,2014,65.7,58.8,1023.4,9.9,4.4,999.9,75.9,57.9,0.01,0,0,0.0533980582524272
"2788",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,602,237,2014,68.7,63.6,1020,9.8,9.7,999.9,73,57.9,0.01,0,0,0
"2794",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,608,243,2014,69.7,67,1014.5,7.4,12,21,73.9,64,0,0,0,0.0679611650485437
"2801",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,615,250,2014,71.4,69.1,1011.6,5.8,13.1,22,75.2,68,0,0,1,0.0436893203883495
"2805",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,619,254,2014,70.4,68.5,1010.6,6,13.7,22.9,75,68,0,0,0,0.058252427184466
"2807",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,621,256,2014,70.4,63.7,1013.3,7.7,4.5,999.9,77,66.2,0.01,0,1,0.087378640776699
"2815",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,629,264,2014,69.6,59.4,1020.7,9.6,5,999.9,79,63,0.04,0,0,0.029126213592233
"2817",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,631,266,2014,65,54.1,1024.2,10,5,999.9,78.1,55.9,0,0,0,0.0631067961165049
"2824",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,638,273,2014,65.2,57.9,1021.3,9.1,10,18.1,73.9,55.9,0,0,0,0.0388349514563107
"2827",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,641,276,2014,65.9,63.3,1020.4,6,12.8,21,70,62.6,0.4,0,0,0.0436893203883495
"2836",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,650,285,2014,67.1,63.5,1020.4,5.9,5.4,999.9,73,60.1,0.02,0,1,0.0436893203883495
"2841",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,655,290,2014,69.2,65.9,1015,9.9,9.9,20,73.9,60.1,0.01,0,0,0.0776699029126214
"2842",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,656,291,2014,69.6,66.7,1009.5,6.4,8.5,28,75.9,64.4,0.04,0,1,0.0922330097087379
"2848",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,662,297,2014,67.4,60.8,1013.4,10,5.9,999.9,77,61,0,0,0,0.0728155339805825
"2853",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,667,302,2014,66.9,63.2,1015.8,9.8,6.9,999.9,75,61,0,0,0,0.029126213592233
"2857",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,671,306,2014,68.6,65.2,1011.4,9.9,7.6,999.9,73.9,62.1,0.01,0,0,0.029126213592233
"2862",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,676,311,2014,69.4,66.9,1003,4.8,10,26,73.9,64.9,0.01,0,1,0.0436893203883495
"2868",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,682,317,2014,68.9,62.8,1007.7,9.6,10.5,999.9,73.9,64.9,0.12,0,0,0.0533980582524272
"2873",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,687,322,2014,67.3,60.6,1015.5,9.3,5.5,999.9,75,59,0,0,0,0.0631067961165049
"2879",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,693,328,2014,67.7,62.9,1019.8,9.6,6.3,999.9,75,59,0.01,0,0,0.0776699029126214
"2883",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,697,332,2014,67.5,62.9,1023.5,9,5.3,999.9,73.9,59,0.01,0,0,0.087378640776699
"2887",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,701,336,2014,64.3,60,1022.8,8.8,6.5,19,73.9,59,0.56,0,0,0.0728155339805825
"2895",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,709,344,2014,66.4,64.6,1019.1,6,5.1,999.9,70,61,0.6,0,1,0.0339805825242718
"2897",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,711,346,2014,68.2,65.5,1017.7,6,5.2,999.9,73,64,0.04,0,1,0.121359223300971
"2903",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,717,352,2014,69.2,67.4,1016.2,3.7,6.6,999.9,75.9,64.9,0,0,1,0.0679611650485437
"2911",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,725,360,2014,70.1,65.7,1010.1,4.4,4.3,999.9,78.1,66,0.01,0,1,0.058252427184466
"2913",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,727,362,2014,69.3,60.6,1011.1,9.2,6.3,21,77,60.1,0,0,0,0.0485436893203883
"2919",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,368,3,2014,66.3,57.6,1014.9,10,7.4,999.9,77,59,0.19,0,0,0.0922330097087379
"2924",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,373,8,2014,70.4,61.3,1017.2,9.9,6.4,999.9,78.1,60.1,0,0,0,0.0339805825242718
"2927",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,376,11,2014,69.1,61.4,1019.2,9.8,4.6,999.9,81,57.9,0.01,0,0,0.0533980582524272
"2936",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,385,20,2014,66.3,59.2,1021.1,7.8,3.6,999.9,81,57,0.01,0,1,0.087378640776699
"2939",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,388,23,2014,67.2,62.2,1020.2,10,7.8,999.9,75,57,0.01,0,0,0.0970873786407767
"2944",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,393,28,2014,66.6,63.5,1013,8.4,15.5,28,75,60.1,0.39,0,0,0.029126213592233
"2950",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,399,34,2014,67.8,60.8,1008.1,9.1,9.7,15.9,72,63,0.02,0,0,0.0776699029126214
"2952",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,401,36,2014,66.8,59.2,1012.2,10,8.8,20,72,61,0.01,0,0,0.0679611650485437
"2961",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,410,45,2014,66.3,58.8,1015.3,9.7,8.2,999.9,73,59,0,0,0,0.029126213592233
"2966",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415,50,2014,68.3,64.7,1011.1,8.3,6.8,17.1,73.9,59,0.06,0,1,0.0194174757281553
"2970",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,419,54,2014,67.9,57.7,1009.6,9.8,7.8,20,73.9,61,0,0,0,0.0388349514563107
"2974",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,423,58,2014,63.9,56.9,1012.6,8.8,4.1,999.9,73.9,54,0.01,0,1,0.0242718446601942
"2981",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,430,65,2014,63.8,55.9,1015.5,9.9,6,999.9,73,52,0.01,0,0,0.0679611650485437
"2985",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,434,69,2014,67.1,60.6,1017.5,10,7.7,999.9,73,52,0.01,0,0,0.0679611650485437
"2988",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,437,72,2014,63.9,60,1017.7,7.9,7.9,19,73,57.9,0.01,0,1,0.029126213592233
"2992",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,441,76,2014,65.6,60.1,1017.9,9.8,10.8,22.9,73,57.9,0.02,0,0,0.0145631067961165
"2998",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,447,82,2014,63.9,56.8,1019.4,10,9,22,73,55,0.01,0,0,0.0436893203883495
"3006",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,455,90,2014,63.3,56.5,1020.5,10,3.8,999.9,72,54,0,0,0,0.0631067961165049
"3010",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,459,94,2014,63,56,1021.1,10,3.5,999.9,72,53.1,0,0,0,0.0922330097087379
"3012",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,461,96,2014,67.5,64.7,1016.3,6.5,7.3,999.9,75,53.1,0.02,0,1,0.058252427184466
"3018",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,467,102,2014,71,62.4,1009.4,6.8,8.8,27,78.1,59,0.01,0,1,0.0388349514563107
"3022",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,471,106,2014,67.2,53.4,1018.9,10,10.8,22,78.1,59,0.03,0,0,0.087378640776699
"3030",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,479,114,2014,60.1,51.2,1025.5,10,6.3,999.9,71.1,46,0,0,0,0.0242718446601942
"3036",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,485,120,2014,69.1,65.6,1020.7,9.4,9,18.1,73.9,64,0,0,0,0.0679611650485437
"3037",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,486,121,2014,71.5,69.2,1015.6,6.8,9.3,25.1,77,66,0.14,0,0,0.0145631067961165
"3044",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,493,128,2014,71.1,69.4,1013.1,1.7,6.8,999.9,77,68,0.01,0,1,0.0970873786407767
"3047",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,496,131,2014,74,65.1,1012.3,8.1,9.7,22,82,66.9,0,0,1,0.101941747572816
"3052",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,501,136,2014,69.4,60.8,1020.5,9.9,5.2,999.9,82,59,0,0,0,0.087378640776699
"3058",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,507,142,2014,70.3,67.2,1021.3,8.7,7.5,999.9,78.1,59,0.01,0,1,0.135922330097087
"3062",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,511,146,2014,72,69.9,1014.3,6.9,10.7,18.1,77,64.9,0.01,0,1,0.0631067961165049
"3071",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520,155,2014,70.1,62.9,1015.8,9,11,24.1,77,62.1,0,0,0,0
"3074",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,523,158,2014,63.6,55.3,1025.3,10,7.8,21,75,55.9,0.01,0,0,0.0728155339805825
"3079",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528,163,2014,64.6,56.5,1025,10,10.9,22.9,73,55.9,0,0,0,0.0533980582524272
"3085",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,534,169,2014,66.2,61.2,1019.1,10,11.3,22,73,60.1,0,0,0,0.0728155339805825
"3088",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,537,172,2014,64.4,60.3,1014.8,9.7,6.4,999.9,73,54,0,0,0,0.12621359223301
"3095",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,544,179,2014,67.1,58.8,1016.6,9.7,11.4,22,73,54,0,0,0,0.087378640776699
"3101",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,550,185,2014,59.9,53.2,1022.2,9.6,7.6,21,70,52,0,0,0,0.0825242718446602
"3102",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,551,186,2014,62.2,54.3,1020.7,10,9.6,24.1,68,52,0.04,0,0,0.0679611650485437
"3111",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560,195,2014,57.5,47.6,1022,10,3.6,999.9,66,46.9,0,0,0,0.0825242718446602
