"","day_index","day","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"3018",1792,3,2017,11,47,9.7,16.7,0.58436944937833
"3019",1793,4,2017,11,38.7,10,11.1,0.241563055062167
"3020",1794,3,2017,11,54.2,8,13.5,0.783303730017762
"3069",1795,7,2017,11,54.8,7.8,16.8,0.426287744227353
"3111",1796,7,2017,12,42.6,10,6.1,0.204262877442274
"3121",1797,1,2017,12,32.7,9.7,4.6,0.662522202486678
"3141",1798,1,2017,12,40.9,10,7.7,0.623445825932504
"3147",1799,1,2017,12,38.4,9.8,7.9,0.696269982238011
"3151",1800,7,2017,12,21,4.9,10.5,0.229129662522202
"3185",1802,5,2017,12,32.7,9.7,6.7,0.687388987566607
"3192",1803,5,2017,12,48.2,10,10,0.779751332149201
"3201",1804,6,2017,12,42.5,10,8,0.429840142095915
"3203",1805,3,2017,12,21.9,10,11,0.433392539964476
"3207",1806,4,2017,12,43.4,10,10.2,0.63943161634103
"3210",1807,2,2017,12,42.6,9.7,10,0.628774422735346
"3211",1808,6,2017,12,16.7,9.3,10.5,0.412078152753108
"3218",1809,2,2017,12,44.9,9.3,10.3,0.575488454706927
"3219",1810,7,2017,12,27.6,10,10.1,0.380106571936057
"3235",1812,5,2017,12,41,10,9,0.619893428063943
"3242",1813,7,2017,12,41.9,8.8,12.9,0.241563055062167
"3246",1814,5,2017,12,13.7,9.5,11,0.470692717584369
"3252",1815,2,2017,12,29.5,10,13.1,0.373001776198934
"3258",1816,7,2017,12,39,9,12.3,0.319715808170515
"3282",1817,2,2017,12,42,10,10.2,0.658969804618117
"3287",1818,3,2017,12,44.3,9.9,14.9,0.651865008880995
"3288",1819,6,2017,12,45.6,3.2,10.6,0.412078152753108
"3300",1820,6,2017,12,30.9,8,12.4,0.58259325044405
"3307",1821,4,2017,12,15.3,10,17.5,0.490230905861456
"3320",1822,6,2017,12,38.7,7.8,9.9,0.364120781527531
"3336",1823,3,2017,12,32.8,9.2,17.6,0.66785079928952
"3338",1824,3,2017,12,51.3,7.9,15,0.564831261101243
"3341",1825,4,2017,12,28.2,8.1,12.6,0.976909413854352
"3359",1826,1,2017,12,41.1,7.9,16.7,0
"55",1827,1,2018,1,36.4,7.6,4,0.415467625899281
"56",1828,7,2018,1,39.7,10,7.2,0.161870503597122
"61",1829,4,2018,1,38.5,10,8.6,0.661870503597122
"62",1830,3,2018,1,25.6,10,6.7,0.570143884892086
"77",1831,3,2018,1,36,5.5,7.7,0.508992805755396
"80",1832,3,2018,1,31.4,10,6.6,0.64568345323741
"99",1833,4,2018,1,32.4,8.4,10.2,0.550359712230216
"100",1834,5,2018,1,28.9,10,10.5,0.487410071942446
"132",1835,4,2018,1,28,10,13.2,0.492805755395683
"134",1836,7,2018,1,27,10,14.5,0.298561151079137
"137",1837,3,2018,1,25,10,13.1,0.482014388489209
"138",1838,6,2018,1,36.8,10,12.2,0.327338129496403
"139",1839,1,2018,1,9.5,10,15,0.226618705035971
"150",1840,7,2018,1,43.4,4.4,9.5,0.151079136690647
"151",1841,2,2018,1,32.3,8.2,8.8,0.51978417266187
"163",1842,7,2018,1,9.3,10,12.7,0.266187050359712
"166",1843,5,2018,1,43.7,5.6,13.4,0.676258992805755
"170",1844,1,2018,1,31.6,9.1,15.4,0.350719424460432
"175",1845,3,2018,1,41.1,8.8,13.9,0.516187050359712
"182",1846,2,2018,1,14.7,10,12.9,0.586330935251799
"185",1847,5,2018,1,25.3,10,14.4,0.627697841726619
"187",1848,2,2018,1,38.3,9.3,14.6,0.640287769784173
"232",1849,6,2018,1,38.1,10,14.3,0.363309352517986
"235",1850,1,2018,1,35,9.9,18.3,0.705035971223022
"236",1851,2,2018,1,45.3,4.4,16.2,0.365107913669065
"238",1852,1,2018,1,40.3,6.9,12.1,0.365107913669065
"250",1853,6,2018,1,13.2,10,22.4,0.487410071942446
"252",1854,5,2018,1,23,9.5,23.4,0.669064748201439
"268",1855,2,2018,1,31.9,4.3,23.4,0.451438848920863
"271",1856,6,2018,1,45.4,3,19.2,0.494604316546763
"278",1857,4,2018,1,37.1,5.9,21,0.244604316546763
"325",1858,2,2018,2,30,10,4.8,0.390287769784173
"328",1859,5,2018,2,28.3,10,6.2,0.45863309352518
"340",1860,3,2018,2,36.9,8.5,8.7,0.616906474820144
"353",1861,1,2018,2,38.1,9.6,8.3,0.192446043165468
"357",1862,6,2018,2,41.6,9,11.3,0.397482014388489
"360",1863,4,2018,2,40.8,2.2,9.7,0.570143884892086
"362",1864,1,2018,2,42.1,6.5,10.7,0.411870503597122
"363",1865,5,2018,2,37.5,9.7,10.6,0.39568345323741
"386",1866,2,2018,2,40.3,10,8.9,0.544964028776978
"390",1867,3,2018,2,42.6,10,12.9,0.586330935251799
"409",1868,4,2018,2,43.1,8.3,13.8,0.399280575539568
"410",1869,4,2018,2,38.3,9.4,11.9,0.47841726618705
"412",1870,5,2018,2,44.8,2.9,8.8,0.456834532374101
"416",1871,2,2018,2,31.5,10,9.7,0.512589928057554
"417",1872,2,2018,2,45.6,2.9,12.4,0.372302158273381
"420",1873,7,2018,2,46.3,1.2,9.7,0.27158273381295
"424",1874,3,2018,2,45.9,0.2,13.3,0.491007194244604
"429",1875,3,2018,2,36.4,8.4,9.5,0.584532374100719
"440",1876,1,2018,2,42.5,5.1,14.1,0.679856115107914
"453",1877,7,2018,2,39.4,8.3,12.4,0.258992805755396
"459",1878,6,2018,2,42.3,5,11.4,0.381294964028777
"465",1879,6,2018,2,35.9,10,13.1,0.496402877697842
"468",1880,4,2018,2,34.6,8.4,14.5,0.517985611510791
"469",1881,7,2018,2,37.8,9.1,13.4,0.383093525179856
"470",1882,5,2018,2,34.2,6.4,11.9,0.51978417266187
"478",1883,7,2018,2,42.5,6.4,12.3,0.215827338129496
"479",1884,6,2018,2,19.8,10,16.5,0.26978417266187
"499",1885,1,2018,2,45,3.9,13.6,0.386690647482014
"564",1886,4,2018,3,41.6,8.1,6.5,0.512589928057554
"567",1887,5,2018,3,37.5,10,7,0.726618705035971
"580",1888,2,2018,3,32.5,10,9.1,0.483812949640288
"591",1889,3,2018,3,40.4,10,10.1,0.54136690647482
"598",1890,4,2018,3,46.7,10,8.5,0.523381294964029
"602",1891,6,2018,3,36.3,10,6.8,0.399280575539568
"621",1892,7,2018,3,36.3,10,11.4,0.246402877697842
"637",1893,5,2018,3,46.8,2.1,11.5,0.453237410071942
"641",1894,6,2018,3,43.6,9.6,12.6,0.469424460431655
"659",1895,7,2018,3,27.2,10,12.2,0.356115107913669
"679",1896,5,2018,3,36.1,10,13.5,0.764388489208633
"687",1897,1,2018,3,36.7,10,9,0.631294964028777
"688",1898,1,2018,3,30.5,10,12.2,0.643884892086331
"716",1899,5,2018,3,35.5,9.6,12,0.760791366906475
"727",1900,1,2018,3,36.4,10,19.4,0.68705035971223
"736",1901,3,2018,3,38.1,8.9,12.3,0.339928057553957
"738",1902,4,2018,3,36.5,9.7,20.1,0.649280575539568
"745",1903,6,2018,3,38.1,10,17.5,0.429856115107914
"756",1904,2,2018,3,37.6,10,16,0.537769784172662
"759",1905,7,2018,3,35.8,9.3,16.6,0.293165467625899
"762",1906,2,2018,3,37.7,10,17.5,0.62589928057554
"766",1907,4,2018,3,39.6,8.2,15.8,0.548561151079137
"768",1908,6,2018,3,33.3,10,19.7,0.420863309352518
"769",1909,3,2018,3,36.8,8.6,21,0.267985611510791
"776",1910,7,2018,3,39.6,9.9,23.4,0.232014388489209
"778",1911,4,2018,3,36.1,6.6,21.5,0.775179856115108
"780",1912,3,2018,3,34.8,9.7,22.8,0.58273381294964
"782",1913,1,2018,3,37.8,8.2,24.2,0.517985611510791
"788",1914,2,2018,3,35,3.4,31,0.449640287769784
"789",1915,6,2018,3,40.2,6.2,34.8,0.505395683453237
"790",1916,5,2018,3,45.3,5.1,23.3,1
"850",1917,3,2018,4,37.9,10,6.5,0.510791366906475
"852",1918,7,2018,4,50.5,9.2,5.9,0.318345323741007
"853",1919,6,2018,4,49.5,5.1,6.3,0.496402877697842
"858",1920,2,2018,4,37.7,9.1,6.5,0.611510791366906
"862",1921,2,2018,4,44.7,10,6.7,0.616906474820144
"865",1922,1,2018,4,46.4,10,7.1,0.62410071942446
"885",1923,4,2018,4,42.8,10,9.8,0.507194244604317
"888",1924,4,2018,4,41.8,9.6,8.6,0.679856115107914
"889",1925,1,2018,4,37.7,8.1,8.4,0.420863309352518
"892",1926,7,2018,4,46.3,10,7.2,0.431654676258993
"903",1927,6,2018,4,44.6,10,10.5,0.460431654676259
"927",1928,2,2018,4,35.3,9.3,7.5,0.401079136690647
"950",1929,1,2018,4,36.3,10,12.6,0.534172661870504
"969",1930,5,2018,4,43.2,10,11.6,0.681654676258993
"970",1931,1,2018,4,46.2,10,12,0.589928057553957
"984",1932,7,2018,4,44.2,10,13.4,0.127697841726619
"990",1933,6,2018,4,43.5,8.7,10.7,0.285971223021583
"993",1934,6,2018,4,47.7,7,13.7,0.532374100719424
"997",1935,4,2018,4,50,3.2,12.7,0.721223021582734
"998",1936,7,2018,4,37.9,9.5,11.2,0.251798561151079
"1002",1937,7,2018,4,39.7,9,17.5,0.327338129496403
"1003",1938,2,2018,4,45.6,8.4,16.1,0.489208633093525
"1013",1939,5,2018,4,48.8,7.8,9.2,0.651079136690647
"1022",1940,4,2018,4,39.9,10,17,0.365107913669065
"1046",1941,5,2018,4,47.7,6.7,15.4,0.767985611510791
"1050",1942,3,2018,4,41.9,10,16.6,0.600719424460432
"1055",1943,3,2018,4,49.2,7.1,15.1,0.535971223021583
"1057",1944,3,2018,4,47.3,3.5,15.7,0.406474820143885
"1059",1945,5,2018,4,38,9.4,12.2,0.336330935251799
"1074",1946,1,2018,4,44.7,2.6,21.6,0.742805755395683
"1113",1947,4,2018,5,54.1,5.3,3.6,0.726618705035971
"1116",1948,2,2018,5,54.6,10,7,0.649280575539568
"1122",1949,4,2018,5,55.1,3.7,6.5,0.665467625899281
"1130",1950,1,2018,5,50.5,6.4,5.5,0.649280575539568
"1134",1951,7,2018,5,52.5,8.1,6.9,0.300359712230216
"1142",1952,2,2018,5,48.4,4.9,6.9,0.733812949640288
"1143",1953,1,2018,5,60.9,9.5,8.7,0.535971223021583
"1154",1954,6,2018,5,48.9,9.5,7.3,0.492805755395683
"1176",1955,3,2018,5,59.2,6.4,7.5,0.683453237410072
"1192",1956,2,2018,5,48.4,10,7.6,0.692446043165468
"1194",1957,3,2018,5,51.2,4,7.7,0.688848920863309
"1195",1958,7,2018,5,49.7,9.7,8.6,0.361510791366906
"1196",1959,3,2018,5,55.3,9.3,8.5,0.643884892086331
"1203",1960,6,2018,5,49.6,6,9.8,0.45863309352518
"1218",1961,2,2018,5,57.7,6,8.5,0.865107913669065
"1220",1962,3,2018,5,57.3,6.9,7,0.721223021582734
"1226",1963,1,2018,5,53,8.7,11.3,0.660071942446043
"1230",1964,4,2018,5,51,6.2,12.2,0.602517985611511
"1232",1965,5,2018,5,53.3,7.8,12.2,0.710431654676259
"1234",1966,4,2018,5,54,9.5,13.2,0.830935251798561
"1246",1967,5,2018,5,56.8,8.1,11.3,0.857913669064748
"1253",1968,4,2018,5,56.3,9.6,9.6,0.794964028776978
"1281",1969,1,2018,5,53.4,5.8,11.6,0.143884892086331
"1286",1970,6,2018,5,58.8,7.1,13.8,0.491007194244604
"1292",1971,7,2018,5,56.5,0.7,13.9,0.449640287769784
"1303",1972,2,2018,5,53.9,3,10.7,0.809352517985611
"1307",1973,7,2018,5,53.7,6,12.6,0.285971223021583
"1312",1974,3,2018,5,54.5,10,13.1,0.834532374100719
"1317",1975,5,2018,5,56.5,8,13.6,0.847122302158273
"1322",1976,6,2018,5,58,9.2,13.5,0.492805755395683
"1331",1977,5,2018,5,52.2,5.7,10.9,0.517985611510791
"1411",1978,7,2018,6,66.7,10,6,0.537769784172662
"1417",1979,5,2018,6,58.6,4.8,6.2,0.760791366906475
"1421",1980,6,2018,6,71.1,10,5.9,0.580935251798561
"1436",1981,7,2018,6,61.5,9.4,6.8,0.368705035971223
"1441",1982,7,2018,6,62.7,3.7,5.9,0.404676258992806
"1447",1983,6,2018,6,62.9,9.8,5.7,0.679856115107914
"1449",1984,4,2018,6,51.5,10,6.5,0.656474820143885
"1456",1985,5,2018,6,59,9.3,6.2,0.719424460431655
"1463",1986,3,2018,6,62.8,7.9,5.2,0.665467625899281
"1464",1987,4,2018,6,63.4,8.1,6.4,0.87589928057554
"1467",1988,6,2018,6,62.8,9.3,8.2,0.627697841726619
"1473",1989,3,2018,6,62.7,10,9.3,0.381294964028777
"1489",1990,5,2018,6,61.1,5.5,7.2,0.719424460431655
"1499",1991,1,2018,6,56.2,10,8.8,0.643884892086331
"1507",1992,5,2018,6,68,4.4,7,0.929856115107914
"1509",1993,5,2018,6,54.8,7.9,8,0.77158273381295
"1511",1994,6,2018,6,59.2,5.7,9.2,0.33273381294964
"1517",1995,2,2018,6,60.7,10,7.7,0.780575539568345
"1530",1996,2,2018,6,55.3,10,9.6,0.705035971223022
"1533",1997,3,2018,6,54.8,9.7,9.6,0.580935251798561
"1539",1998,1,2018,6,62.9,9.1,9.6,0.863309352517986
"1551",1999,3,2018,6,59.4,7.9,11.5,0.679856115107914
"1562",2000,2,2018,6,67.7,6.3,11.6,0.870503597122302
"1581",2001,7,2018,6,52.8,10,11.8,0.35431654676259
"1588",2002,6,2018,6,63.1,4.4,7.9,0.528776978417266
"1591",2003,4,2018,6,63.8,5.3,13.6,0.908273381294964
"1592",2004,2,2018,6,54.5,9.4,11,0.647482014388489
"1593",2005,1,2018,6,63.8,6.1,10.4,0.72841726618705
"1609",2006,1,2018,6,51,6.2,13.5,0.665467625899281
"1614",2007,4,2018,6,64.1,6.3,14.6,0.735611510791367
"1672",2008,2,2018,7,68.9,8.4,4.9,0.685251798561151
"1673",2009,1,2018,7,71.3,9.9,5.8,0.453237410071942
"1676",2010,7,2018,7,65.5,8.6,5.3,0.424460431654676
"1686",2011,5,2018,7,64.3,10,3.3,0.669064748201439
"1695",2012,1,2018,7,68.7,2.6,4.7,0.703237410071942
"1703",2013,1,2018,7,68.4,8.7,4.7,0.703237410071942
"1705",2014,3,2018,7,71.7,4.8,6.8,0.140287769784173
"1712",2015,5,2018,7,64.8,10,5,0.715827338129496
"1716",2016,6,2018,7,64.9,10,4.7,0.447841726618705
"1717",2017,4,2018,7,67.9,10,6.3,0.739208633093525
"1726",2018,7,2018,7,61.7,10,3.8,0.390287769784173
"1735",2019,2,2018,7,66.9,2.9,6.2,0.629496402877698
"1742",2020,4,2018,7,71.7,1.6,6.2,0.705035971223022
"1746",2021,4,2018,7,68.2,10,6.8,0.564748201438849
"1765",2022,7,2018,7,70.8,8.8,5.9,0.422661870503597
"1775",2023,1,2018,7,60.9,10,6.7,0.618705035971223
"1789",2024,2,2018,7,69.2,5.7,9.8,0.586330935251799
"1801",2025,5,2018,7,70.6,2.1,7.8,0.764388489208633
"1837",2026,7,2018,7,72.9,6.5,6.3,0.242805755395683
"1848",2027,2,2018,7,67.2,9.9,10.4,0.717625899280576
"1853",2028,3,2018,7,69.8,5,11,0.591726618705036
"1854",2029,6,2018,7,59.8,6.8,6.7,0.528776978417266
"1881",2030,6,2018,7,69.7,1.4,6.7,0.555755395683453
"1898",2031,2,2018,7,70.5,4.6,10.7,0.633093525179856
"1899",2032,1,2018,7,69.9,7.3,12.6,0.514388489208633
"1904",2033,3,2018,7,68.3,9.3,8.9,0.537769784172662
"1914",2034,5,2018,7,70.6,4.8,11.5,0.586330935251799
"1915",2035,3,2018,7,71.2,7.9,9,0.647482014388489
"1923",2036,7,2018,7,66.5,3.2,12.8,0.381294964028777
"1926",2037,4,2018,7,69.8,4.7,13.9,0.5
"1932",2038,6,2018,7,67.3,9.9,12.8,0.356115107913669
"1999",2039,5,2018,8,74.9,6.3,5.1,0.674460431654676
"2000",2040,5,2018,8,67.1,10,4.7,0.634892086330935
"2016",2041,6,2018,8,66.5,9,5.8,0.402877697841727
"2021",2042,1,2018,8,74.8,6.3,7.2,0.546762589928058
"2023",2043,5,2018,8,76.9,9.6,6.4,0.681654676258993
"2030",2044,1,2018,8,69.1,7.7,6.2,0.51978417266187
"2050",2045,7,2018,8,70.9,7.8,7.3,0.307553956834532
"2059",2046,7,2018,8,68.2,10,5.4,0.359712230215827
"2066",2047,2,2018,8,72.8,4.5,6.9,0.670863309352518
"2077",2048,6,2018,8,68.8,9,5.8,0.431654676258993
"2080",2049,1,2018,8,73.1,9.1,8.7,0.580935251798561
"2086",2050,3,2018,8,74.6,5.9,8.1,0.589928057553957
"2093",2051,7,2018,8,74.3,8.8,7.1,0.440647482014388
"2116",2052,5,2018,8,73.7,4.6,9.2,0.757194244604317
"2118",2053,2,2018,8,66.7,7.1,9.5,0.453237410071942
"2145",2054,3,2018,8,68.1,4.8,8.1,0.487410071942446
"2146",2055,4,2018,8,74.9,3.6,9.2,0.685251798561151
"2147",2056,3,2018,8,69.2,7.5,8.6,0.597122302158273
"2165",2057,3,2018,8,75.3,5.5,9.8,0.642086330935252
"2173",2058,2,2018,8,75.8,6.7,9.7,0.593525179856115
"2178",2059,4,2018,8,76.2,7,10.2,0.733812949640288
"2183",2060,4,2018,8,73.7,5.4,11.6,0.70863309352518
"2184",2061,1,2018,8,66.7,4.7,11.6,0.420863309352518
"2187",2062,6,2018,8,71.8,4.4,9.4,0.498201438848921
"2198",2063,6,2018,8,73.9,5.9,9.4,0.451438848920863
"2203",2064,2,2018,8,73,3.5,9,0.696043165467626
"2204",2065,4,2018,8,77.2,9.1,10.1,0.573741007194245
"2211",2066,4,2018,8,70,9.7,9.3,0.507194244604317
"2219",2067,3,2018,8,74.1,9.4,9.7,0.570143884892086
"2229",2068,7,2018,8,68.5,8.9,13.1,0.29136690647482
"2230",2069,5,2018,8,69.9,10,13,0.530575539568345
"2280",2070,7,2018,9,59.8,10,3,0.264388489208633
"2284",2071,7,2018,9,63.9,6.8,3.7,0.483812949640288
"2287",2072,1,2018,9,65.6,7.9,5,0.620503597122302
"2291",2073,7,2018,9,61,9.7,4.7,0.327338129496403
"2296",2074,7,2018,9,67,10,5,0.359712230215827
"2304",2075,3,2018,9,69.2,9.3,4.8,0.79136690647482
"2313",2076,6,2018,9,65.9,9.3,5.8,0.482014388489209
"2321",2077,3,2018,9,71,3.1,4,0.818345323741007
"2326",2078,6,2018,9,65,10,7.2,0.361510791366906
"2349",2079,5,2018,9,60.6,10,6.9,0.696043165467626
"2351",2080,5,2018,9,64.9,9.2,7.1,0.640287769784173
"2361",2081,5,2018,9,71.1,10,8.7,0.616906474820144
"2363",2082,4,2018,9,66.1,6.3,8.4,0.701438848920863
"2377",2083,6,2018,9,62.3,9.8,6.6,0.494604316546763
"2391",2084,2,2018,9,75.7,6.1,9.9,0.823741007194245
"2394",2085,6,2018,9,66.6,10,6.9,0.431654676258993
"2399",2086,1,2018,9,69.9,9.2,8.4,0.368705035971223
"2409",2087,4,2018,9,72.6,9.4,9.8,0.888489208633094
"2426",2088,5,2018,9,60.5,6.3,8.5,0.690647482014389
"2428",2089,7,2018,9,62.6,10,10,0.410071942446043
"2431",2090,2,2018,9,68.9,7.4,10,0.388489208633094
"2440",2091,2,2018,9,71,8.1,8.7,0.741007194244604
"2481",2092,4,2018,9,63.7,9.1,11.3,0.595323741007194
"2488",2093,1,2018,9,62.3,9.5,13.4,0.579136690647482
"2489",2094,3,2018,9,69.4,6.9,14.7,0.767985611510791
"2491",2095,6,2018,9,68.8,9.6,14.4,0.420863309352518
"2501",2096,2,2018,9,60.5,8.7,14.4,0.696043165467626
"2505",2097,1,2018,9,57.4,10,10.1,0.47841726618705
"2510",2098,4,2018,9,66.3,8.5,13.2,0.618705035971223
"2512",2099,3,2018,9,66.5,7.8,11,0.343525179856115
"2577",2100,6,2018,10,55.5,10,6,0.388489208633094
"2586",2101,2,2018,10,64.7,9.5,6.6,0.512589928057554
"2588",2102,2,2018,10,63.1,10,8.6,0.539568345323741
"2602",2103,1,2018,10,62,10,5.4,0.45863309352518
"2606",2104,7,2018,10,64.4,8,8.6,0.361510791366906
"2608",2105,7,2018,10,52.8,10,8.9,0.338129496402878
"2610",2106,4,2018,10,60,9.6,5.7,0.699640287769784
"2612",2107,6,2018,10,53.2,10,7.9,0.447841726618705
"2613",2108,3,2018,10,66.2,3.9,9.1,0.683453237410072
"2625",2109,3,2018,10,45.9,10,6.8,0.571942446043165
"2635",2110,1,2018,10,60.7,8.8,10.5,0.311151079136691
"2648",2111,2,2018,10,51.5,9.9,8,0.634892086330935
"2668",2112,2,2018,10,47.9,10,9.8,0.706834532374101
"2697",2113,5,2018,10,39.8,10,8.7,0.753597122302158
"2707",2114,1,2018,10,57.1,9.1,9.8,0.654676258992806
"2712",2115,1,2018,10,43.3,10,11.7,0.579136690647482
"2722",2116,7,2018,10,56.8,6.9,13.4,0.410071942446043
"2729",2117,3,2018,10,64.4,7.7,9.4,0.809352517985611
"2734",2118,4,2018,10,67.2,4.1,8.9,0.742805755395683
"2743",2119,1,2018,10,54.9,9.8,11.7,0.661870503597122
"2748",2120,4,2018,10,45.3,10,14.2,0.782374100719424
"2750",2121,3,2018,10,48.8,10,13.2,0.703237410071942
"2752",2122,5,2018,10,49.2,10,13.7,0.825539568345324
"2773",2123,3,2018,10,55.6,10,13.3,0.66726618705036
"2779",2124,6,2018,10,59.5,9,16.1,0.54136690647482
"2780",2125,4,2018,10,45.6,10,16.3,0.732014388489209
"2782",2126,5,2018,10,62.2,9.8,14.7,0.841726618705036
"2788",2127,2,2018,10,57.1,8.6,15.5,0.647482014388489
"2795",2128,7,2018,10,48.5,9.1,11.8,0.476618705035971
"2797",2129,6,2018,10,50,5.7,16,0.77158273381295
"2802",2130,5,2018,10,63.1,5.2,14.8,0.902877697841727
"2831",2131,1,2018,11,46.7,10,5,0.663669064748201
"2847",2132,7,2018,11,41.7,10,6.7,0.255395683453237
"2886",2133,4,2018,11,58,7.6,11.1,0.661870503597122
"2889",2134,1,2018,11,41.7,10,8.2,0.303956834532374
"2915",2136,6,2018,11,41.4,10,11.5,0.37410071942446
"2917",2137,3,2018,11,41,10,12.5,0.440647482014388
"2930",2138,2,2018,11,56.8,2.1,12.1,0.631294964028777
"2935",2139,4,2018,11,52.1,9.9,11.1,0.544964028776978
"2943",2140,1,2018,11,45.4,7.8,8.1,0.746402877697842
"2946",2141,5,2018,11,48.3,10,11.1,0.969424460431655
"2952",2142,2,2018,11,48.2,9.2,7,0.660071942446043
"2966",2143,5,2018,11,60,5.2,13.9,0.751798561151079
"2967",2144,3,2018,11,57.9,8.4,13.7,0.661870503597122
"2970",2145,6,2018,11,44.5,10,12.1,0.415467625899281
"2978",2147,1,2018,11,47.5,9.7,9.2,0.775179856115108
"2984",2148,3,2018,11,39.9,9.7,13.8,0.726618705035971
"2992",2149,7,2018,11,47.7,10,9.9,0.31294964028777
"3017",2150,4,2018,11,24.9,10,19.2,0.151079136690647
"3031",2151,3,2018,11,39.3,10,16.5,0.647482014388489
"3033",2152,4,2018,11,41.3,10,17.1,0.571942446043165
"3041",2153,7,2018,11,39.9,10,13.7,0.309352517985612
"3042",2154,5,2018,11,23,9.7,13.1,0.266187050359712
"3054",2155,2,2018,11,51.9,5.8,16.9,0.766187050359712
"3063",2156,2,2018,11,46.9,7.2,19.3,0.505395683453237
"3065",2157,7,2018,11,47.7,6.1,15.9,0.278776978417266
"3070",2158,5,2018,11,42.8,5.5,19,0.705035971223022
"3072",2159,6,2018,11,59.7,5.4,19.2,0.589928057553957
"3073",2160,6,2018,11,52.2,7.5,19.1,0.5
"3102",2161,4,2018,12,38.6,9.6,5,0.859712230215827
"3105",2162,2,2018,12,32,10,4.5,0.681654676258993
"3106",2163,6,2018,12,38.3,9.9,5.7,0.491007194244604
"3112",2164,5,2018,12,37.9,10,6.2,0.922661870503597
"3129",2165,1,2018,12,35.2,9.5,4.9,0.453237410071942
"3144",2166,1,2018,12,32,10,5.2,0.528776978417266
"3154",2167,7,2018,12,34.6,10,8.4,0.136690647482014
"3161",2168,6,2018,12,27.9,10,11.5,0.58273381294964
"3164",2169,3,2018,12,31.6,10,7,0.58273381294964
"3174",2170,2,2018,12,35.6,10,10,0
"3187",2171,1,2018,12,51,2.7,11.3,0.663669064748201
"3188",2172,3,2018,12,31.8,10,11.1,0.334532374100719
"3191",2173,5,2018,12,38,9.8,11,0.678057553956835
"3196",2174,3,2018,12,32.3,8.9,9.3,0.544964028776978
"3206",2175,7,2018,12,29.7,10,8.6,0.246402877697842
"3215",2176,4,2018,12,30.9,10,6.4,0.643884892086331
"3217",2177,4,2018,12,34.9,10,10.7,0.634892086330935
"3227",2178,1,2018,12,35.5,10,10.1,0.580935251798561
"3234",2179,4,2018,12,34.7,10,8.1,0.456834532374101
"3243",2180,6,2018,12,46.1,5.7,6.8,0.539568345323741
"3245",2181,7,2018,12,46,5.1,12.2,0.413669064748201
"3274",2183,7,2018,12,36.7,10,11.6,0.318345323741007
"3277",2184,7,2018,12,43.8,8.4,15.2,0.528776978417266
"3290",2185,6,2018,12,48.4,4.1,14.2,0.307553956834532
"3295",2186,1,2018,12,42.2,6.2,14.6,0.649280575539568
"3302",2187,6,2018,12,48.3,4.1,13.3,0.431654676258993
"3303",2188,3,2018,12,29.8,10,9.4,0.757194244604317
"3310",2189,5,2018,12,41.8,7.5,15,0.634892086330935
"3346",2190,5,2018,12,50.4,5.3,17.6,0.816546762589928
"3347",2191,2,2018,12,33.3,9.6,19.7,0.724820143884892
"65",2192,3,2019,1,31.6,9.4,8.3,0.441964285714286
"69",2193,2,2019,1,29.4,10,7.4,0.587053571428571
"72",2194,5,2019,1,33.2,8.3,6.8,0.537946428571429
"73",2195,6,2019,1,34.5,9.8,6.9,0.276785714285714
"74",2196,7,2019,1,26,10,8,0.0424107142857143
"78",2197,3,2019,1,35,10,10.3,0.328125
"86",2198,2,2019,1,33.8,10,9.6,0.727678571428571
"104",2199,6,2019,1,30.5,10,7.9,0.397321428571429
"117",2200,7,2019,1,35.1,9.9,7.8,0.200892857142857
"118",2201,4,2019,1,29.4,10,11.2,0.515625
"140",2202,5,2019,1,39,9.8,9.9,0.542410714285714
"141",2203,5,2019,1,28.6,10,14.2,0.645089285714286
"152",2204,2,2019,1,36.3,6.7,9.3,0.482142857142857
"154",2205,3,2019,1,31.3,9.8,9.1,0.5
"155",2206,1,2019,1,35.7,9.8,11.3,0.46875
"157",2207,4,2019,1,39.4,9.5,9.2,0.332589285714286
"164",2208,4,2019,1,34.9,9.7,14.7,0.502232142857143
"167",2209,6,2019,1,23.1,10,12.9,0.368303571428571
"176",2210,7,2019,1,39.7,9.6,13.1,0.046875
"194",2211,1,2019,1,13.7,7,17,0.127232142857143
"195",2212,6,2019,1,43.8,5,11.8,0.223214285714286
"197",2213,1,2019,1,32.8,10,15.3,0.776785714285714
"201",2214,1,2019,1,27.4,10,17.4,0.508928571428571
"205",2215,3,2019,1,44.4,5.6,13.4,0.354910714285714
"239",2216,5,2019,1,37,8.9,14,0.694196428571429
"246",2217,2,2019,1,15.8,10,17.6,0.607142857142857
"247",2218,7,2019,1,43.2,2.8,17,0.125
"251",2219,3,2019,1,36.8,8.8,15.1,0.613839285714286
"255",2220,4,2019,1,15.7,9.5,16.4,0.549107142857143
"263",2221,2,2019,1,47.4,5.4,18.3,0.165178571428571
"265",2222,4,2019,1,46.5,5.2,19.2,0.529017857142857
"315",2223,6,2019,2,34.8,10,4.9,0.1875
"319",2224,2,2019,2,43,3,4.8,0.479910714285714
"321",2225,1,2019,2,39.7,7.5,7.3,0.660714285714286
"343",2226,3,2019,2,39.1,9.9,9.7,0.580357142857143
"345",2227,7,2019,2,30.9,10,7.6,0.1875
"350",2228,5,2019,2,38.3,10,8.7,0.426339285714286
