"","day_index","day","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"1808",926,6,2015,7,67.8,10,9.7,0.449897750511247
"1815",927,1,2015,7,73.4,4.1,9.3,0.789366053169734
"1818",928,1,2015,7,69.2,8.8,8.2,0.525562372188139
"1835",929,4,2015,7,71.9,10,8.3,0.576687116564417
"1836",930,7,2015,7,71.5,9.7,9.3,0.368098159509202
"1841",931,4,2015,7,74.2,6.2,9.7,0.768916155419223
"1847",932,6,2015,7,71.8,10,8.4,0.523517382413088
"1859",933,3,2015,7,65.5,6.5,10.4,0.699386503067485
"1867",934,7,2015,7,65.8,9.3,8.2,0.257668711656442
"1869",935,7,2015,7,65.8,8.8,8.5,0.429447852760736
"1871",936,3,2015,7,70.6,3.8,9.8,0.570552147239264
"1874",937,4,2015,7,69.1,8.5,9.8,0.462167689161554
"1887",938,2,2015,7,67.4,9.8,9.2,0.646216768916155
"1891",939,3,2015,7,73.7,7.8,9.2,0.566462167689162
"1894",940,5,2015,7,65.2,8.7,7.9,0.752556237218814
"1906",941,5,2015,7,68.3,7.6,5.8,0.425357873210634
"1936",942,4,2015,7,67.3,9.2,16.6,0.705521472392638
"1985",943,4,2015,8,71.1,8.4,5.2,0.76278118609407
"1986",944,5,2015,8,70.4,8.6,4.8,0.793456032719836
"1990",945,3,2015,8,73.9,6.3,5.4,0.517382413087935
"1996",946,6,2015,8,73.9,4.8,6,0.49079754601227
"2006",947,1,2015,8,71.7,3.8,5.4,0.478527607361963
"2034",948,5,2015,8,71.4,10,6.6,0.548057259713701
"2060",949,6,2015,8,71.8,8.2,6.7,0.492842535787321
"2063",950,6,2015,8,70.3,10,7,0.404907975460123
"2079",951,2,2015,8,72.8,9.7,7.4,0.519427402862986
"2085",952,5,2015,8,71.2,10,7.4,0.787321063394683
"2087",953,3,2015,8,74.5,7.6,7.8,0.568507157464213
"2094",954,1,2015,8,74.1,7.6,8,0.513292433537832
"2100",955,7,2015,8,74.3,9.5,8.5,0.431492842535787
"2101",956,2,2015,8,74.5,8.8,8.8,0.576687116564417
"2105",957,7,2015,8,75.9,9,7.8,0.427402862985685
"2112",958,3,2015,8,71.9,7.2,7.9,0.61758691206544
"2114",959,5,2015,8,73.6,7.1,9.7,0.842535787321063
"2121",960,4,2015,8,72.3,10,8.5,0.558282208588957
"2125",961,7,2015,8,73.4,4.7,7.6,0.30879345603272
"2127",962,1,2015,8,66.9,9.3,6.6,0.552147239263804
"2139",963,3,2015,8,73.8,9.2,7.4,0.541922290388548
"2141",964,7,2015,8,72.6,10,8.5,0.45398773006135
"2150",965,1,2015,8,74,9.1,8.9,0.744376278118609
"2162",966,6,2015,8,73.4,8.9,9.2,0.668711656441718
"2164",967,4,2015,8,73.5,10,9.3,0.591002044989775
"2171",968,2,2015,8,75,6.1,10.4,0.664621676891616
"2176",969,6,2015,8,69.7,10,11.8,0.417177914110429
"2180",970,4,2015,8,73.4,6.4,9.7,0.529652351738241
"2186",971,2,2015,8,67.9,7.5,12,0.531697341513292
"2216",972,1,2015,8,74.8,9,11.2,0.558282208588957
"2224",973,7,2015,8,67,9.2,13.1,0.302658486707566
"2288",974,7,2015,9,66.6,10,4.7,0.333333333333333
"2294",975,4,2015,9,69.3,7.8,5.9,0.824130879345603
"2307",976,4,2015,9,73.8,5.6,5.6,0.766871165644172
"2311",977,5,2015,9,70.1,7.9,6.4,0.856850715746421
"2330",978,1,2015,9,66.8,9.7,6.7,0.501022494887526
"2338",979,7,2015,9,68.2,8.8,8.4,0.280163599182004
"2341",980,3,2015,9,75.8,7.6,10.3,0.815950920245399
"2345",981,7,2015,9,59.4,10,7,0.310838445807771
"2355",982,2,2015,9,69.3,8.5,7.8,0.441717791411043
"2356",983,6,2015,9,70.4,6.6,5.2,0.642126789366053
"2374",984,3,2015,9,72.8,10,6.2,0.832310838445808
"2380",985,2,2015,9,74.6,9.4,8.3,0.582822085889571
"2387",986,2,2015,9,70.8,10,10.1,0.486707566462168
"2410",987,3,2015,9,62.4,10,9.8,0.32719836400818
"2412",988,2,2015,9,63.5,10,10.4,0.470347648261759
"2429",989,1,2015,9,73,10,11.9,0.294478527607362
"2451",990,6,2015,9,67.7,9.9,8.8,0.43558282208589
"2459",991,6,2015,9,66.8,10,9.3,0.408997955010225
"2461",992,2,2015,9,76.4,9.1,13.5,0.928425357873211
"2466",993,5,2015,9,61.2,10,10.3,0.498977505112474
"2496",994,7,2015,9,70.7,7.5,8.9,0.439672801635992
"2498",995,4,2015,9,61.5,10,9.2,0.568507157464213
"2499",996,6,2015,9,59.4,10,11.4,0.441717791411043
"2503",997,5,2015,9,68.6,9.5,12.6,0.867075664621677
"2506",998,1,2015,9,63.9,10,17.3,0.578732106339468
"2511",999,5,2015,9,70.6,6.8,12,0.61758691206544
"2522",1000,1,2015,9,67.6,10,14.5,0.486707566462168
"2524",1001,3,2015,9,70.5,4.1,15.5,0.59918200408998
"2530",1002,4,2015,9,74.5,7.5,6,0.662576687116564
"2531",1003,3,2015,9,66,9.7,5.3,0.640081799591002
"2558",1004,2,2015,10,46.7,10,5.9,0.593047034764826
"2571",1005,3,2015,10,57,10,5.4,0.668711656441718
"2579",1006,6,2015,10,48.9,10,5.7,0.032719836400818
"2590",1007,1,2015,10,60.2,9.7,7.6,0.335378323108384
"2597",1008,2,2015,10,64.4,6.5,8.3,0.783231083844581
"2607",1009,7,2015,10,57,9.7,6.9,0.370143149284254
"2621",1010,7,2015,10,56,10,8.1,0.445807770961145
"2632",1011,4,2015,10,57.1,10,10.4,0.699386503067485
"2643",1012,2,2015,10,59.4,10,10.5,0.593047034764826
"2651",1013,3,2015,10,62.7,9.9,8.7,0.775051124744376
"2654",1014,4,2015,10,59.8,10,8.2,0.664621676891616
"2664",1015,5,2015,10,60.1,9.8,11.7,0.685071574642127
"2677",1016,5,2015,10,57.4,10,11.1,0.70961145194274
"2678",1017,3,2015,10,63.8,9,11.2,0.648261758691207
"2684",1018,5,2015,10,58.9,9.8,10.9,0.865030674846626
"2692",1019,6,2015,10,51.5,10,9.4,0.3640081799591
"2701",1020,4,2015,10,60.5,8.8,9.7,0.664621676891616
"2714",1021,6,2015,10,52.7,10,8.2,0.458077709611452
"2724",1022,1,2015,10,42.8,10,12.6,0.666666666666667
"2731",1023,7,2015,10,46.1,10,13.7,0.429447852760736
"2733",1024,1,2015,10,58.6,10,17.1,0.523517382413088
"2756",1025,5,2015,10,56.2,10,15.4,0.820040899795501
"2768",1026,1,2015,10,52.3,10,12.9,0.730061349693252
"2769",1027,7,2015,10,56.2,10,19.2,0.398773006134969
"2770",1028,3,2015,10,53.8,9.3,13.2,0.711656441717791
"2772",1029,6,2015,10,59.2,9,13.1,0.629856850715746
"2776",1030,4,2015,10,63.2,3.5,17.6,0.871165644171779
"2786",1031,2,2015,10,58.2,9.7,21.3,0.76278118609407
"2790",1032,5,2015,10,56,4.1,22.5,0.934560327198364
"2794",1033,6,2015,10,55.5,7.9,22.1,0.439672801635992
"2798",1034,4,2015,10,59.7,8.1,21.4,0.699386503067485
"2827",1035,3,2015,11,39.6,10,4.3,0.768916155419223
"2833",1036,3,2015,11,42.9,10,3.2,0.586912065439673
"2846",1037,5,2015,11,52.6,9.8,7.5,0.284253578732106
"2848",1038,1,2015,11,54,10,8.3,0.566462167689162
"2849",1039,4,2015,11,58.9,9.1,7.6,0.713701431492842
"2850",1040,3,2015,11,57,9.7,7.4,0.676891615541922
"2860",1041,1,2015,11,51.4,10,7.9,0.560327198364008
"2864",1042,1,2015,11,58.3,9.5,7.8,0.556237218813906
"2865",1043,2,2015,11,54.4,8.2,6.4,0.642126789366053
"2866",1044,6,2015,11,54.5,9.1,9.4,0.341513292433538
"2871",1045,4,2015,11,50.1,10,10.8,0.0858895705521472
"2882",1046,7,2015,11,46.1,9.6,9.4,0.229038854805726
"2906",1048,2,2015,11,55.8,9.3,7.9,0.850715746421268
"2914",1049,7,2015,11,50.1,8.1,6.6,0.184049079754601
"2919",1050,1,2015,11,40.5,10,11.3,0.552147239263804
"2938",1051,2,2015,11,45.3,10,11.9,0.701431492842536
"2948",1052,4,2015,11,50.4,10,11.8,0.932515337423313
"2963",1053,5,2015,11,57,7.2,13.6,0.977505112474438
"2969",1054,6,2015,11,48.8,10,14.3,0.523517382413088
"2980",1055,2,2015,11,37.5,10,11.7,0.801635991820041
"2991",1056,6,2015,11,61.4,6.9,10.9,0.325153374233129
"3003",1057,7,2015,11,53.2,10,11,0.267893660531697
"3022",1058,7,2015,11,47.6,10,14.3,0.325153374233129
"3032",1059,4,2015,11,52.5,7.3,11.5,0.605316973415133
"3035",1060,6,2015,11,49,10,18.7,0.556237218813906
"3037",1061,5,2015,11,62.3,4.3,11.3,0.562372188139059
"3048",1062,1,2015,11,45.2,8.5,17.4,0.742331288343558
"3049",1063,5,2015,11,58.3,9.8,16.9,0.687116564417178
"3067",1064,3,2015,11,56.1,4,20.5,0.386503067484663
"3114",1065,6,2015,12,45.6,10,6.1,0.588957055214724
"3116",1066,5,2015,12,52.2,6.1,5.8,0.721881390593047
"3128",1067,1,2015,12,52.6,6.7,7.9,0.605316973415133
"3139",1069,7,2015,12,53.6,8.1,7.5,0.425357873210634
"3140",1070,7,2015,12,45.4,8.5,6.2,0.294478527607362
"3143",1071,1,2015,12,50.8,8,9.2,0.668711656441718
"3155",1072,6,2015,12,55,8.1,9.8,0.484662576687117
"3162",1073,2,2015,12,40.1,9.3,7.9,0.828220858895706
"3173",1074,4,2015,12,51.1,9,9.3,0.668711656441718
"3183",1075,4,2015,12,46.5,9.5,11,0.380368098159509
"3198",1076,3,2015,12,53.5,3.9,8.3,0.948875255623722
"3212",1077,2,2015,12,54.8,4.4,11.3,0.732106339468303
"3216",1078,3,2015,12,46.5,10,12.3,0.678936605316973
"3221",1079,3,2015,12,43.7,10,8.7,0.478527607361963
"3224",1080,4,2015,12,48.9,8.8,9.7,0.826175869120654
"3230",1081,3,2015,12,53.6,2.3,9.1,0.642126789366053
"3248",1082,3,2015,12,44.8,9.4,8.8,0.32719836400818
"3251",1083,2,2015,12,47.4,7.8,11.3,0.566462167689162
"3264",1084,5,2015,12,45.6,10,10.9,0.693251533742331
"3266",1085,7,2015,12,52.9,4.5,13.1,0.361963190184049
"3270",1086,5,2015,12,54.2,2.4,11.3,0.871165644171779
"3275",1087,1,2015,12,49.5,9.4,14.3,0.554192229038855
"3281",1088,6,2015,12,51.4,8.9,11.3,0.110429447852761
"3284",1089,4,2015,12,57.7,2.1,15.6,0.535787321063395
"3301",1090,2,2015,12,58,5.9,15,0.846625766871166
"3308",1091,7,2015,12,38.5,10,14,0.325153374233129
"3312",1092,1,2015,12,40.9,9.3,18.5,0.304703476482618
"3316",1093,6,2015,12,42.1,10,16.7,0.578732106339468
"3323",1094,2,2015,12,42.8,6.1,15.6,0.392638036809816
"3326",1095,4,2015,12,53.5,6.4,13,0.576687116564417
"35",1096,4,2016,1,35,10,4.3,0.6232741617357
"37",1097,1,2016,1,33.5,10,6.5,0.577909270216962
"43",1098,5,2016,1,41.3,10,5.9,0.552268244575937
"57",1099,7,2016,1,40.2,9.2,7.7,0.169625246548323
"64",1100,5,2016,1,36.5,10,7.2,0.70414201183432
"70",1101,4,2016,1,40.5,10,6.8,0.349112426035503
"82",1102,2,2016,1,33,10,7.9,0.536489151873767
"91",1103,3,2016,1,43,7.5,9.4,0.601577909270217
"98",1104,6,2016,1,37.8,10,11.6,0.455621301775148
"101",1105,6,2016,1,45.9,10,9.3,0.372781065088757
"112",1106,2,2016,1,42.2,9.1,11.1,0.727810650887574
"119",1107,3,2016,1,33.5,10,8.3,0.512820512820513
"120",1108,7,2016,1,45,8.6,12.5,0.329388560157791
"130",1109,5,2016,1,41.2,9.8,10.2,0.0552268244575937
"153",1110,6,2016,1,37.7,10,12.5,0.112426035502959
"179",1111,4,2016,1,28.9,8.1,11.4,0.457593688362919
"180",1112,4,2016,1,30.9,10,14.5,0.593688362919132
"181",1113,5,2016,1,41.3,9.9,11.8,0.467455621301775
"206",1114,5,2016,1,28,10,13.1,0.664694280078895
"207",1115,7,2016,1,44.4,10,15.5,0.132149901380671
"218",1116,1,2016,1,38.2,10,13.5,0.465483234714004
"225",1117,1,2016,1,43.2,8.4,17.5,0.621301775147929
"242",1118,3,2016,1,29.4,10,18.9,0.50887573964497
"243",1119,2,2016,1,25.5,10,21.7,0.585798816568047
"244",1120,1,2016,1,34.4,8.8,15.3,0.22879684418146
"262",1121,2,2016,1,27.7,7.9,20.3,0.542406311637081
"267",1122,6,2016,1,45.7,7.3,15.7,0.390532544378698
"269",1123,6,2016,1,34.6,6.1,17.5,0.0729783037475345
"270",1124,3,2016,1,32.9,9.6,18,0.473372781065089
"273",1125,7,2016,1,51.3,4.9,16.2,0.191321499013807
"276",1126,7,2016,1,34.5,6.3,25.6,0.299802761341223
"317",1127,3,2016,2,33.5,9.1,4.2,0.339250493096647
"334",1128,7,2016,2,38.7,10,6.7,0.11439842209073
"348",1129,2,2016,2,43.2,10,6.5,0.682445759368836
"349",1130,7,2016,2,46.8,8.4,11.2,0.22879684418146
"367",1131,1,2016,2,47.6,6.9,11.8,0.692307692307692
"372",1132,1,2016,2,41.8,10,9.2,0.493096646942801
"378",1133,6,2016,2,42.8,8.8,12.5,0.374753451676529
"381",1134,2,2016,2,36.5,10,9.9,0.50887573964497
"396",1135,3,2016,2,46.9,6,12.7,0.581854043392505
"400",1136,3,2016,2,41.5,6.2,12,0.315581854043393
"406",1137,4,2016,2,36,10,12.5,0.447731755424063
"422",1139,5,2016,2,34.7,10,10.7,0.329388560157791
"446",1140,4,2016,2,31.5,9.5,11.2,0.506903353057199
"450",1141,6,2016,2,30.7,10,11.6,0.0453648915187377
"457",1142,2,2016,2,33.1,8.1,11.5,0.406311637080868
"458",1143,4,2016,2,51.6,3.1,13,0.481262327416174
"460",1144,7,2016,2,42.8,10,16.6,0.284023668639053
"462",1145,1,2016,2,47.8,7.2,17,0.495069033530572
"464",1146,3,2016,2,42.6,9.5,11.9,0.422090729783037
"480",1148,5,2016,2,19.3,10,14,0.518737672583826
"481",1149,6,2016,2,23.5,7.4,12.2,0.226824457593688
"498",1150,2,2016,2,44.5,4.8,18.5,0.493096646942801
"511",1151,6,2016,2,32.3,9.9,12.1,0.370808678500986
"517",1152,5,2016,2,40.2,9.5,20.8,0.218934911242604
"518",1153,4,2016,2,51,4.2,20.9,0.587771203155819
"521",1154,5,2016,2,40.8,3.5,17.9,0.477317554240631
"530",1155,1,2016,2,36.4,3.8,25.8,0.268244575936884
"560",1156,7,2016,3,33.2,10,3.1,0.266272189349112
"565",1157,7,2016,3,40,9.8,5.4,0.185404339250493
"582",1158,2,2016,3,44.4,8.8,8.5,0.526627218934911
"589",1159,3,2016,3,46.4,8,9.4,0.581854043392505
"592",1160,6,2016,3,41.2,8.8,6.6,0.512820512820513
"605",1161,6,2016,3,40,10,10,0.345167652859961
"609",1162,4,2016,3,45.4,5.9,8.5,0.487179487179487
"612",1163,4,2016,3,49.6,7.6,10.9,0.520710059171598
"619",1164,4,2016,3,45.1,9.6,11.3,0.532544378698225
"624",1165,7,2016,3,50.1,10,11.8,0.138067061143984
"638",1166,2,2016,3,43.2,9.3,12.1,0.585798816568047
"639",1167,4,2016,3,51,8.7,13.1,0.566074950690335
"655",1168,1,2016,3,36.8,9.9,9,0.406311637080868
"656",1169,5,2016,3,46.8,7.6,10.1,0.605522682445759
"666",1170,1,2016,3,45.1,5.9,11.8,0.577909270216962
"667",1171,3,2016,3,48.6,8.5,13.5,0.504930966469428
"672",1172,4,2016,3,29.9,10,12.2,0.512820512820513
"678",1173,5,2016,3,50.8,2.7,10.8,0.357001972386588
"681",1174,7,2016,3,37.2,10,11.3,0.224852071005917
"695",1175,5,2016,3,47,9.9,12.3,0.550295857988166
"699",1176,1,2016,3,43.8,9.5,12.3,0.542406311637081
"705",1177,3,2016,3,43.4,10,13.2,0.562130177514793
"707",1178,6,2016,3,44.8,9.3,15.1,0.325443786982249
"717",1179,1,2016,3,37.4,7.3,16,0.497041420118343
"719",1180,2,2016,3,40.8,10,16,0.518737672583826
"742",1181,3,2016,3,45.2,7.7,15.7,0.520710059171598
"744",1182,5,2016,3,33.9,6.9,8.5,0.631163708086785
"746",1183,2,2016,3,48.6,9.7,19.6,0.627218934911243
"751",1184,3,2016,3,45.7,6.8,18.2,0.568047337278107
"781",1186,6,2016,3,34.8,9.1,20.8,0.465483234714004
"867",1187,1,2016,4,49.5,10,6,0.635108481262327
"869",1188,3,2016,4,45,10,7.8,0.285996055226824
"882",1189,6,2016,4,41.8,10,9.7,0.378698224852071
"886",1190,1,2016,4,48.4,10,9.2,0.242603550295858
"887",1191,5,2016,4,46.1,10,9.4,0.299802761341223
"900",1192,4,2016,4,47.7,10,10.1,0.244575936883629
"921",1193,5,2016,4,55.4,8.7,10.2,0.741617357001972
"939",1194,1,2016,4,47.8,9.9,12.8,0.510848126232742
"941",1195,6,2016,4,47.3,10,8.7,0.42603550295858
"945",1196,3,2016,4,46.7,9.8,12.9,0.660749506903353
"948",1197,2,2016,4,46.8,9,9.4,0.224852071005917
"949",1198,2,2016,4,52.5,6.4,13.6,0.538461538461538
"951",1199,6,2016,4,50.4,5,8.5,0.457593688362919
"960",1200,6,2016,4,53.4,5.6,9.3,0.560157790927022
"975",1201,3,2016,4,37,10,10.7,0.518737672583826
"982",1202,1,2016,4,36.5,8.2,10.3,0.627218934911243
"987",1204,4,2016,4,49.6,10,13.4,0.648915187376726
"996",1205,7,2016,4,49.1,10,13.4,0.16370808678501
"1004",1206,7,2016,4,40.6,10,15.7,0.264299802761341
"1017",1207,7,2016,4,45.8,10,15.4,0.400394477317554
"1034",1208,3,2016,4,47.3,10,11.7,0.654832347140039
"1047",1209,4,2016,4,44,10,15.8,0.609467455621302
"1056",1210,5,2016,4,46.4,10,17.6,0.725838264299803
"1060",1211,2,2016,4,35.1,9.8,19.5,0.605522682445759
"1065",1212,6,2016,4,44.3,10,22.9,0.619329388560158
"1068",1213,5,2016,4,54.8,2.2,18.2,0.664694280078895
"1070",1214,5,2016,4,49.7,7.3,15.9,0.652859960552268
"1075",1215,4,2016,4,50.9,7.6,21.9,0.522682445759369
"1077",1216,7,2016,4,41.7,8.3,17.5,0.433925049309665
"1120",1217,4,2016,5,55.2,9.4,4.4,0.747534516765286
"1124",1218,6,2016,5,55.7,9.7,6.5,0.400394477317554
"1144",1219,6,2016,5,59.4,6.9,8.1,0.441814595660749
"1145",1220,4,2016,5,53.9,10,6.7,0.648915187376726
"1147",1221,3,2016,5,55.6,10,7.6,0.658777120315582
"1151",1222,5,2016,5,60,6.5,8.2,0.792899408284024
"1153",1223,5,2016,5,56.4,10,6.6,0.822485207100592
"1163",1224,7,2016,5,45.2,9.7,6.1,0.234714003944773
"1170",1225,7,2016,5,64.6,10,7.7,0.396449704142012
"1177",1226,6,2016,5,52.5,5.1,8.1,0.406311637080868
"1180",1227,7,2016,5,48.5,2.9,9.6,0.445759368836292
"1181",1228,3,2016,5,57.9,7.7,8.7,0.725838264299803
"1189",1229,2,2016,5,48.2,8.2,9,0.682445759368836
"1190",1230,5,2016,5,55.5,6.6,8.3,0.790927021696253
"1204",1231,4,2016,5,65.7,9.7,7.7,0.743589743589744
"1229",1232,1,2016,5,59.4,10,9.6,0.566074950690335
"1243",1233,2,2016,5,54.6,4.4,10.7,0.650887573964497
"1255",1234,1,2016,5,51.3,4.9,10.6,0.441814595660749
"1264",1235,6,2016,5,62.5,9.2,11.6,0.516765285996055
"1274",1236,1,2016,5,62.4,2,9,0.209072978303748
"1276",1237,2,2016,5,51.9,10,9,0.479289940828402
"1284",1238,2,2016,5,55,10,11.9,0.510848126232742
"1311",1239,2,2016,5,62.8,4.9,10.1,0.779092702169625
"1326",1240,7,2016,5,56.3,9,14.2,0.406311637080868
"1327",1241,3,2016,5,55.5,10,11,0.613412228796844
"1335",1242,1,2016,5,54,10,13.8,0.554240631163708
"1341",1243,7,2016,5,55.7,8.9,16.3,0.285996055226824
"1354",1244,4,2016,5,45.5,5.9,21.5,0.514792899408284
"1355",1245,3,2016,5,47.3,7.9,12.8,0.568047337278107
"1358",1246,5,2016,5,48.5,9.4,16.5,0.715976331360947
"1360",1247,1,2016,5,50.8,10,19.8,0.743589743589744
"1416",1248,7,2016,6,60.8,10,5.7,0.428007889546351
"1424",1249,4,2016,6,68.9,5.9,6.4,0.781065088757396
"1426",1250,6,2016,6,60.2,4.2,5.3,0.532544378698225
"1430",1251,5,2016,6,58.4,7.8,6.7,0.680473372781065
"1437",1252,4,2016,6,63,8.3,7,0.548323471400395
"1443",1253,2,2016,6,66.1,7.5,8.1,0.611439842209073
"1454",1254,6,2016,6,62.6,10,7.3,0.660749506903353
"1458",1255,1,2016,6,61.4,10,8.6,0.749506903353057
"1468",1256,3,2016,6,67.2,7.2,7.5,0.635108481262327
"1470",1257,5,2016,6,63,10,7.4,0.755424063116371
"1474",1258,6,2016,6,62.1,10,8,0.637080867850099
"1488",1259,4,2016,6,55.7,6.8,9.3,0.627218934911243
"1495",1260,1,2016,6,64.3,10,9.3,0.696252465483235
"1497",1261,3,2016,6,63.7,10,8.9,0.73767258382643
"1505",1262,7,2016,6,59.9,10,9.8,0.382642998027613
"1512",1263,4,2016,6,65.2,10,6.6,0.63905325443787
"1515",1264,2,2016,6,61.2,3.8,8.7,0.678500986193294
"1528",1265,5,2016,6,65.3,8.8,7.8,0.879684418145957
"1538",1266,3,2016,6,65.6,7.2,7.9,0.761341222879684
"1540",1267,3,2016,6,64,7.6,9.1,0.80276134122288
"1554",1268,5,2016,6,59.2,10,10.6,0.893491124260355
"1555",1269,6,2016,6,58.1,9.8,9.6,0.431952662721893
"1557",1270,2,2016,6,63.6,7.4,12.2,0.6232741617357
"1577",1271,2,2016,6,62.2,10,12.9,0.694280078895464
"1596",1272,7,2016,6,58.4,3.4,10.3,0.199211045364892
"1598",1273,7,2016,6,66,7.3,12.5,0.437869822485207
"1620",1274,4,2016,6,59.9,10,16.7,0.633136094674556
"1621",1275,1,2016,6,62.9,3.9,12.3,0.775147928994083
"1622",1276,1,2016,6,61.5,10,13.3,0.554240631163708
"1623",1277,3,2016,6,61.7,8.4,12.6,0.785009861932939
"1664",1278,1,2016,7,63.1,9.9,4.9,0.499013806706114
"1688",1279,4,2016,7,68.7,4.1,5.9,0.469428007889546
"1697",1280,6,2016,7,73.5,7,6.4,0.50887573964497
"1698",1281,3,2016,7,75.4,10,7,0.641025641025641
"1715",1282,6,2016,7,70.8,9,5.3,0.461538461538462
"1728",1283,4,2016,7,72.2,9.7,7.2,0.678500986193294
"1736",1284,7,2016,7,63,6.8,7.7,0.282051282051282
"1751",1285,7,2016,7,70.6,4.1,6.6,0.412228796844181
"1753",1286,7,2016,7,67.5,6.7,6.8,0.323471400394477
"1777",1287,4,2016,7,70.4,10,7.4,0.72189349112426
"1794",1288,3,2016,7,71.8,8.6,6.5,0.621301775147929
"1796",1289,2,2016,7,66.7,10,7.3,0.585798816568047
"1812",1290,3,2016,7,68.3,10,6.9,0.656804733727811
"1814",1291,6,2016,7,61.7,6.5,10.8,0.26232741617357
"1819",1292,7,2016,7,67.2,10,9.6,0.16370808678501
"1824",1293,5,2016,7,70.8,6,5.8,0.806706114398422
"1828",1294,3,2016,7,67.2,10,9.2,0.477317554240631
"1831",1295,1,2016,7,71.5,9.9,8.7,0.656804733727811
"1840",1296,5,2016,7,70.7,5.2,9.6,0.854043392504931
"1851",1297,2,2016,7,73.8,8.3,10.1,0.658777120315582
"1857",1298,1,2016,7,68.4,9.9,11.7,0.242603550295858
"1864",1299,2,2016,7,67.1,6.2,9.2,0.587771203155819
"1890",1300,2,2016,7,75.3,9,12.1,0.637080867850099
"1892",1301,1,2016,7,71.1,4.1,10.1,0.710059171597633
"1897",1302,5,2016,7,66.9,7.8,8.7,0.763313609467456
"1918",1303,4,2016,7,69.1,9.3,10.9,0.741617357001972
"1920",1304,5,2016,7,72.4,9,13.5,0.796844181459566
"1931",1305,7,2016,7,73.2,10,8.7,0.396449704142012
"1934",1306,6,2016,7,74.3,7.3,12,0.562130177514793
"1935",1307,5,2016,7,65.7,3.2,10,0.487179487179487
"1939",1308,6,2016,7,69.4,7.2,11.8,0.404339250493097
"1993",1309,2,2016,8,67.7,10,6.1,0.506903353057199
"2011",1310,2,2016,8,71.5,10,6.6,0.562130177514793
"2032",1311,1,2016,8,71.3,10,6.3,0.526627218934911
"2043",1312,4,2016,8,64.2,10,4.6,0.690335305719921
"2044",1313,5,2016,8,65.3,9.3,5,0.660749506903353
"2089",1314,3,2016,8,70.1,10,8.5,0.532544378698225
"2090",1315,4,2016,8,71.5,9.9,6.1,0.532544378698225
"2095",1316,5,2016,8,73.4,9.7,10.1,0.77120315581854
"2096",1317,3,2016,8,70.4,10,9.1,0.583826429980276
"2098",1318,2,2016,8,73.1,10,7.9,0.550295857988166
"2104",1319,7,2016,8,67.7,8.7,5.8,0.382642998027613
"2119",1320,7,2016,8,68.3,9.6,9,0.289940828402367
"2132",1321,6,2016,8,69.1,10,8.5,0.422090729783037
"2133",1322,7,2016,8,74.2,8.1,9.9,0.345167652859961
"2135",1323,3,2016,8,70.6,9.9,8.6,0.499013806706114
"2136",1324,6,2016,8,74.4,7.7,8.3,0.510848126232742
"2140",1325,2,2016,8,66.9,9.7,8.4,0.467455621301775
"2143",1326,5,2016,8,74.4,10,8.2,0.674556213017751
"2144",1327,6,2016,8,75.9,5.4,9.2,0.49112426035503
"2149",1328,4,2016,8,71.7,10,10.4,0.579881656804734
"2151",1329,1,2016,8,68.2,9.3,9.2,0.402366863905325
"2152",1330,1,2016,8,77.5,8.8,8.5,0.548323471400395
"2156",1331,3,2016,8,67.4,10,7.7,0.635108481262327
"2159",1332,6,2016,8,71.3,9.8,10.7,0.420118343195266
"2161",1333,7,2016,8,75.3,4.6,9.9,0.307692307692308
"2170",1334,1,2016,8,73.8,6.7,10.4,0.599605522682446
"2185",1335,1,2016,8,72.5,9.8,9.5,0.607495069033531
"2202",1336,4,2016,8,73.6,4.7,11.1,0.605522682445759
"2225",1337,5,2016,8,74.3,4.5,12.3,0.717948717948718
"2226",1338,2,2016,8,69,10,10.4,0.536489151873767
"2243",1339,3,2016,8,76.5,8.4,14.7,0.577909270216962
"2283",1340,4,2016,9,67.2,10,3.7,0.581854043392505
"2292",1341,4,2016,9,71.5,9.7,6.8,0.611439842209073
"2298",1342,1,2016,9,55.2,10,5.3,0.50887573964497
"2306",1343,5,2016,9,57.7,10,6.4,0.818540433925049
"2309",1344,6,2016,9,63.2,10,5.7,0.26232741617357
"2336",1345,2,2016,9,71.1,8.7,5.6,0.500986193293886
"2353",1346,6,2016,9,62.6,9.7,6,0.554240631163708
"2357",1347,5,2016,9,66.3,9.5,5.8,0.881656804733728
"2358",1348,3,2016,9,70,5.3,6.4,0.504930966469428
"2359",1349,2,2016,9,64.1,10,8.9,0.816568047337278
"2370",1350,5,2016,9,71.4,5.9,10.3,0.690335305719921
"2376",1351,4,2016,9,68.5,6.3,9,0.694280078895464
"2389",1352,1,2016,9,71,7.6,8.1,0.621301775147929
"2398",1353,6,2016,9,71.9,6.7,7,0.45956607495069
"2400",1354,7,2016,9,70.6,9.3,11.1,0.335305719921105
"2442",1355,1,2016,9,65.1,10,7.9,0.55818540433925
"2452",1356,3,2016,9,68.4,10,12.4,0.816568047337278
"2454",1357,7,2016,9,57.6,10,10.8,0.408284023668639
"2463",1358,2,2016,9,65.4,7.1,11,0.579881656804734
"2471",1359,3,2016,9,70.3,8.4,13.1,0.55818540433925
"2474",1360,6,2016,9,60.7,10,12.7,0.487179487179487
"2477",1361,5,2016,9,69.2,9.4,9.9,0.654832347140039
