"","New York County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"7165",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1329,234,2016,38.8,29,1019.7,10,9.7,18.1,43,30,0,0,0,0.506329113924051
"7168",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1332,237,2016,38.9,32.3,1017.7,10,6.5,999.9,46,27,0,0,0,0.565400843881857
"7175",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1339,244,2016,39,28.8,1023.3,10,12.7,24.1,46,27,0,0,0,0.459915611814346
"7178",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1342,247,2016,44.1,39.3,1024.7,8.2,10.7,28.9,48.9,36,0,0,0,0.30379746835443
"7183",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1347,252,2016,40.4,30.7,1026.1,10,12.5,28,48.9,35.1,0.25,0,0,0.219409282700422
"7190",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1354,259,2016,36.4,25.6,1038.3,10,10.2,999.9,46,28.9,0,0,0,0.20253164556962
"7196",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1360,265,2016,49.8,46.9,1013.8,4.4,17.5,35,53.1,44.1,0,0,1,0.426160337552743
"7198",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1362,267,2016,39.1,26.8,1014.2,10,9.8,22,53.1,34,0.06,0,0,0.49789029535865
"7204",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1368,273,2016,37.3,29.4,1016.5,8.6,10.3,33,48.9,24.1,0,0,0,0.459915611814346
"7208",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1372,277,2016,40.4,29.9,999.5,9.5,18.2,39,50,24.1,0.63,0,0,0.481012658227848
"7215",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1379,284,2016,35.8,21.1,1016.6,10,14.1,35,44.1,30,0,0,0,0.29535864978903
"7220",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1384,289,2016,53.4,49.7,1003.2,6.6,15.6,29.9,57,48.9,0.1,0,1,0.628691983122363
"7226",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1390,295,2016,46.4,32.8,1007.7,10,12.9,28,57,43,0.06,0,0,0.624472573839662
"7231",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1395,300,2016,43.8,28.3,1009.8,10,15.1,28,50,39.9,0,0,0,0.552742616033755
"7233",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1397,302,2016,38.2,24.3,1019.2,10,14.6,33,48,34,0,0,0,0.438818565400844
"7238",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1402,307,2016,37.9,30.9,1018.6,9.5,6.6,18.1,46.9,26.1,0,0,0,0.607594936708861
"7243",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1407,312,2016,41.7,31.3,1017,10,11.9,28.9,46.9,30.9,0.02,0,0,0.594936708860759
"7251",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1415,320,2016,42.8,37.1,1013.5,8.8,7.6,19,46,39,0.14,0,0,0.578059071729958
"7254",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1418,323,2016,42.7,35.1,1012.7,9.8,6.4,22.9,46.9,37,0.02,0,0,0.632911392405063
"7259",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1423,328,2016,36.6,19.2,1013.3,10,15.4,28.9,46.9,34,0,0,0,0.649789029535865
"7267",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1431,336,2016,28.2,9.9,1023.9,10,12.8,22,39.9,24.1,0,0,0,0.552742616033755
"7272",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1436,341,2016,29.9,13.3,1031.6,10,7.5,15.9,36,24.1,0,0,0,0.50210970464135
"7276",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1440,345,2016,43.6,40.4,1015.5,6.5,14.2,34,53.1,25,0.16,0,0,0.527426160337553
"7279",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1443,348,2016,39.7,26.9,1017.1,9.8,9.7,24.1,53.1,35.1,0.83,0,0,0.544303797468354
"7286",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1450,355,2016,41.2,31.1,1013.7,9.8,8.2,22,44.1,35.1,0,0,0,0.649789029535865
"7289",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1453,358,2016,29.8,14,1008.6,8.8,13.8,38.1,44.1,19.9,0.01,0,1,0.70042194092827
"7295",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1459,364,2016,18.2,-2.1,1023.1,10,17.8,49,23,12.9,0,0,0,0.725738396624473
"7299",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1463,2,2017,44.4,33.6,1017.4,9,13.4,27,48,39,0.03,0,0,0.314410480349345
"7307",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1471,10,2017,37.4,28.7,1032,10,7.1,999.9,50,26.1,0.03,0,0,0.327510917030568
"7309",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1473,12,2017,44.3,40.7,1020.7,5.4,15.2,31.1,48.9,42.1,0.11,0,0,0.532751091703057
"7317",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1481,20,2017,46.5,43.7,996.4,6.2,13.6,28,53.1,42.1,0.87,0,1,0.423580786026201
"7322",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1486,25,2017,36.4,19.7,1007.8,10,15.4,33,48,32,0,0,0,0.40174672489083
"7326",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1490,29,2017,31.7,25.8,1015.2,6.1,8.9,999.9,41,28.9,0.03,0,1,0.366812227074236
"7330",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1496,35,2017,31.3,24.9,1022,5.7,13.4,41,35.1,28.9,0.11,0,1,0.580786026200873
"7331",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1497,36,2017,24.1,15.9,1021.1,6.1,19.5,42.9,33.1,19,0.37,0,1,0.2882096069869
"7340",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1506,45,2017,18.3,5.7,1035.5,10,11,22.9,28,15.1,0,0,0,0.51528384279476
"7342",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1508,47,2017,35.6,26.3,1037.4,10,13.6,999.9,42.1,15.1,0,0,0,0.480349344978166
"7347",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1513,52,2017,45,40.9,1027.3,6.5,15.1,34,50,28.9,0.33,0,0,0.40174672489083
"7351",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1517,56,2017,47.8,45.5,1021.7,5.4,12.6,24.1,53.1,42.1,0.42,0,0,0.441048034934498
"7356",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1522,61,2017,46.8,37.5,1022.8,7.2,12.6,25.1,50,37.9,0.39,0,0,0.406113537117904
"7361",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1527,66,2017,29.8,13.4,1035.9,10,10.2,25.1,50,25,0,0,0,0.393013100436681
"7369",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1535,74,2017,33.6,24.8,1025.3,9,10.8,22.9,36,25,0.01,0,0,0.414847161572052
"7374",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1540,79,2017,31.6,20.7,1029,10,6.2,18.1,43,21,0,0,0,0.253275109170306
"7378",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1544,83,2017,40,30.9,1023.1,9.6,8.4,21,44.1,37,0,0,0,0.532751091703057
"7382",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1548,87,2017,41.6,38.5,1015.9,4.5,13.8,24.1,44.1,36,0.26,0,0,0.462882096069869
"7387",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1553,92,2017,40.7,36.9,1014.4,7.4,7.6,22,45,37,0.1,0,0,0.567685589519651
"7395",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1561,100,2017,39.9,32.5,1015.5,10,4.3,999.9,45,37,0,0,0,0.510917030567686
"7398",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1564,103,2017,42.3,37.5,1011.3,6.7,7.5,20,46,37,0,0,1,0.353711790393013
"7401",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1567,106,2017,43.2,40.4,1008.1,4.5,8.4,21,53.1,39,0,0,1,0.331877729257642
"7408",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1574,113,2017,40.9,34.4,1011.4,8.8,18.6,38.1,44.1,37.4,0,0,0,0.681222707423581
"7413",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1579,118,2017,48.9,46.9,992.3,2.3,17.2,41,55,37.9,0.85,0,1,0.436681222707424
"7416",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1582,121,2017,41.1,35.1,995.2,8.5,17.4,33,55,37.9,0.4,0,0,0.524017467248908
"7422",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1588,127,2017,44.3,39.9,997.4,9,9.7,24.1,50,37.9,0.02,0,0,0.467248908296943
"7426",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1592,131,2017,42.1,29.8,997.8,9.9,20.3,35.9,45,39.9,0.1,0,0,0.537117903930131
"7433",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1599,138,2017,38.7,23.1,1000.8,10,18.3,33,45,36,0,0,0,0.458515283842795
"7440",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1606,145,2017,38,26.4,1005.7,9.9,10.2,22,43,34,0,0,0,0.349344978165939
"7444",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1610,149,2017,34,23.1,1006.1,9.7,6.5,22,43,24.1,0,0,0,0.37117903930131
"7449",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1615,154,2017,28.1,14.6,1013.1,8.2,9.8,28,39.9,21.9,0,0,1,0.37117903930131
"7455",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1621,160,2017,38.7,31.3,1011.6,9.7,10.5,27,45,21.9,0,0,0,0.54585152838428
"7458",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1624,163,2017,37.7,24.2,1016,10,9.9,27,45,30,0,0,0,0.493449781659389
"7461",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1627,166,2017,30.9,14,1020.2,10,9,19,44.1,26.1,0,0,0,0.445414847161572
"7468",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1634,173,2017,28.4,10.8,1021.4,10,14.1,25.1,33.1,24.1,0,0,0,0.397379912663755
"7472",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1638,177,2017,36.1,23.7,1018.7,9.5,11.5,22,44.1,24.1,0,0,0,0.292576419213974
"7479",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1645,184,2017,37.5,21,1014.7,10,14.4,28,44.1,30.9,0.02,0,0,0.393013100436681
"7481",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1647,186,2017,38.1,32.2,1017.1,8.4,9.2,29.9,46.9,25,0,0,0,0.497816593886463
"7490",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1656,195,2017,46.2,43.9,1004.2,2.8,10.1,26,50,42.1,0.13,0,1,0.567685589519651
"7491",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1657,196,2017,38.1,33.3,1000.6,7,17.8,53,51.1,24.1,0.01,0,1,0.310043668122271
"7499",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1665,204,2017,21,9.1,1016.3,7.9,21.5,45.1,27,16,1.26,0,1,0.532751091703057
"7504",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1670,209,2017,32,24.7,1017.1,8.4,10,22.9,41,16,0.01,0,0,0.502183406113537
"7510",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1676,215,2017,35.6,32.1,1015.8,7.9,15.2,29.9,41,23,0.3,0,0,0.327510917030568
"7512",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1678,217,2017,35.9,30.3,996.6,6.5,19.7,42.9,44.6,28.9,0.13,0,1,0.532751091703057
"7518",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1684,223,2017,30.1,19.1,1009.9,10,15.1,40,33.1,26.6,0,0,0,0.528384279475983
"7525",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1691,230,2017,36.6,32.7,1002.8,7.5,8.7,25.1,44.1,21.9,0,0,0,0.445414847161572
"7526",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1692,231,2017,36.1,28.8,993.5,9.2,14.4,31.1,44.1,21.9,0.63,0,1,0.441048034934498
"7533",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1699,238,2017,31.8,17.3,1004,10,14,27,39,26.1,0,0,0,0.572052401746725
"7540",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1706,245,2017,37,26.6,1008.7,9.8,10.4,999.9,46.9,24.1,0,0,0,0.379912663755459
"7545",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1711,250,2017,47.8,36.9,1005.4,9.5,13.9,24.1,57,41,0,0,0,0.344978165938865
"7547",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1713,252,2017,41.9,29.5,1016.8,10,11.7,25.1,59,36,0,0,0,0.279475982532751
"7551",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1717,256,2017,37.1,26.6,1026.3,10,6.9,999.9,46,30,0,0,0,0.40174672489083
"7559",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1725,264,2017,40.6,35.2,1018,9.7,7.8,999.9,46.9,32,0,0,0,0.349344978165939
"7564",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1730,269,2017,44,41.7,1012.7,5.2,8.2,999.9,48.9,37,0,0,1,0.502183406113537
"7570",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1736,275,2017,47.5,44.3,1015,6.9,10,999.9,54,39.9,0,0,1,0.585152838427948
"7571",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1737,276,2017,49.8,46.6,1010.5,6.5,10.1,999.9,57.9,44.1,0,0,1,0.537117903930131
"7580",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1746,285,2017,43,31.2,1008.4,7.3,14.3,29.9,57.9,37.9,0,0,1,0.410480349344978
"7585",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1751,290,2017,39.1,25.5,1026.8,10,13.2,28,48,30,0,0,0,0.327510917030568
"7590",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1756,295,2017,44.2,39.9,1029.7,9,7.9,999.9,48.9,30,0,0,0,0.441048034934498
"7591",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1757,296,2017,47.4,45.8,1007,2,11.5,29.9,52,41,0.03,0,1,0.480349344978166
"7599",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1765,304,2017,47.8,36.9,999.2,6.9,21.6,41,52,37.9,0,0,0,0.567685589519651
"7603",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1769,308,2017,33.2,8.8,1018.3,10,11.8,25.1,51.1,28,0,0,0,0.528384279475983
"7610",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1776,315,2017,22.9,0.1,1026.4,9.9,17.8,33,37,18,0,0,0,0.480349344978166
"7611",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1777,316,2017,20.8,-1.7,1029.2,10,19.8,35.9,33.1,12,0,0,0,0.445414847161572
"7616",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1782,321,2017,28.9,11.2,1031.6,10,9.9,17.1,36,12,0,0,0,0.410480349344978
"7623",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1789,328,2017,36.7,27.5,1030.1,9.2,10.7,25.1,45,24.1,0,0,0,0.54585152838428
"7627",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1793,332,2017,45.9,42.6,1016,5.5,15.3,28.9,48.9,30,0.07,0,1,0.436681222707424
"7632",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1798,337,2017,45.9,34.3,1012,9.1,17.7,31.1,52,41,0.09,0,0,0.51528384279476
"7636",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1802,341,2017,35.5,26.4,1012.1,5.8,12.1,28.9,52,30,0,0,1,0.379912663755459
"7644",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1810,349,2017,22.5,7.2,1013.6,9.4,19.3,39,44.1,17.1,0.07,0,0,0.467248908296943
"7648",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1814,353,2017,20,2.6,1021.2,10,16.1,29.9,26.1,15.1,0,0,0,0.480349344978166
"7653",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1819,358,2017,21.9,6.4,1028.8,10,10.9,25.1,27,15.1,0,0,0,0.572052401746725
"7659",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1825,364,2017,36.3,30.9,1011.8,6,18.1,51.1,46.9,17.1,0.01,0,0,0.196506550218341
"7665",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1466,5,2017,29.8,20.7,995.2,7.5,23.3,46,46.9,25,1.29,0,0,0.54585152838428
"7666",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1467,6,2017,28.5,11.1,1008,9.8,19.1,33,36,23,0,0,0,0.65938864628821
"7672",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1473,12,2017,33,13.4,1018.6,10,10.9,22,39,23,0,0,0,0.681222707423581
"7678",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1479,18,2017,34.7,23.9,1024,10,7.5,19,43,21.9,0,0,0,0.458515283842795
"7681",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1482,21,2017,36,32.2,1019.7,5.6,19.4,38.1,43,21.9,0.16,0,1,0.432314410480349
"7689",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1490,29,2017,39.2,26.3,1013.2,9.4,21.4,41,45,33.1,0.36,0,0,0.580786026200873
"7695",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1496,35,2017,39.9,26.4,1011.2,10,7.9,999.9,50,34,0,0,0,0.506550218340611
"7698",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1499,38,2017,38.6,20.9,1011.4,10,14.8,36.9,50,27,0,0,0,0.432314410480349
"7701",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1502,41,2017,26.4,1.5,1028.6,10,17.1,35,46,19.9,0,0,0,0.436681222707424
"7709",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1510,49,2017,35.3,21.9,1030.6,9.9,9.6,22,43,19.9,0,0,0,0.62882096069869
"7715",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1516,55,2017,42.9,36.8,1021.3,8.2,13.1,22.9,48,37.4,0,0,0,0.467248908296943
"7716",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1517,56,2017,37,30,1031.4,9.5,9.8,26,50,28,0,0,0,0.397379912663755
"7722",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1523,62,2017,42,38.3,1023.6,6.4,12.3,21,46.9,28,0.03,0,1,0.519650655021834
"7728",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1529,68,2017,40.7,38.5,1015.5,5,8.7,17.1,48,37,0.01,0,1,0.48471615720524
"7735",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1536,75,2017,41.9,37.1,1013.6,8.3,14.4,28,48,37,0.43,0,0,0.502183406113537
"7737",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1538,77,2017,40,25.9,1020.7,10,12.8,24.1,46,34,0.15,0,0,0.602620087336245
"7745",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1546,85,2017,37.6,30.7,1020.9,9.2,6.2,21,45,30.9,0,0,0,0.685589519650655
"7749",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1550,89,2017,39.8,36.9,1005.9,3.3,24.2,44.1,44.1,35.1,1.43,0,0,0.454148471615721
"7753",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1554,93,2017,39.7,33,1015.1,9.3,14.7,35.9,46.9,37,1.45,0,0,0.353711790393013
"7757",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1558,97,2017,43,31.7,1018,10,6.9,999.9,54,32,0,0,0,0.480349344978166
"7761",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1562,101,2017,42.9,38,1015.3,6.3,16.3,40,54,32,0.03,0,1,0.458515283842795
"7770",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1571,110,2017,42.6,38.4,1010.8,7.8,14.1,27,46.9,39,0.38,0,1,0.410480349344978
"7771",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1572,111,2017,41.9,38.5,1013.6,7.9,12.9,29.9,51.8,39,0,0,1,0.74235807860262
"7780",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1581,120,2017,47.8,42.6,994.7,6.9,14.9,34,54,39,0.12,0,1,0.537117903930131
"7784",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1585,124,2017,43.9,30.6,1002.9,9.8,16.5,28.9,51.1,39,0,0,0,0.51528384279476
"7789",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1590,129,2017,46.3,30.9,1017.4,10,10.5,21,55,39,0,0,0,0.458515283842795
"7792",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1593,132,2017,46.9,39.6,1023.2,10,10.2,999.9,55,39.9,0,0,0,0.502183406113537
"7799",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1600,139,2017,49.8,44,1021.8,8.8,12.1,999.9,55,41,0,0,0,0.427947598253275
"7805",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1606,145,2017,49.1,45.1,1020.6,8.3,9.9,999.9,55,46,0,0,0,0.528384279475983
"7809",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1610,149,2017,49.8,38.5,1024.2,9.5,8.2,20,57,42.1,0,0,0,0.54585152838428
"7814",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1615,154,2017,47.5,34.1,1027.8,10,5,999.9,57.9,37.9,0,0,0,0.388646288209607
"7817",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1618,157,2017,46.8,38,1028.2,9.7,9.2,999.9,57.9,35.1,0,0,0,0.475982532751092
"7824",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1625,164,2017,51.9,46.9,1014.7,5.3,15.7,28,57,37,0,0,1,0.301310043668122
"7826",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1627,166,2017,56.4,48.3,1010.6,8.7,12,21,70,48.9,0,0,0,0.454148471615721
"7832",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1633,172,2017,47.8,39.2,1024.7,10,12.1,29.9,53.1,41,0,0,0,0.48471615720524
"7837",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1638,177,2017,41.7,32.2,1033.5,10,10.5,20,53.1,32,0,0,0,0.550218340611354
"7844",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1645,184,2017,47.5,44.1,1022.6,5.9,9.8,20,54,32,0.09,0,1,0.624454148471616
"7848",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1649,188,2017,45.7,43.4,1017,4.6,13.9,27,46.9,44.6,0.03,0,0,0.663755458515284
"7851",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1652,191,2017,46.7,44.5,1012.1,5.7,13.2,27,48.9,44.1,0.19,0,0,0.589519650655022
"7856",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1657,196,2017,46.5,39.5,1017.3,10,10.5,24.1,55.9,43,0.27,0,0,0.419213973799127
"7865",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1666,205,2017,46.6,42.4,1021.9,10,7.6,999.9,55.9,42.1,0,0,0,0.423580786026201
"7868",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1669,208,2017,49.7,46.6,1021.4,6.7,14.2,28.9,52,42.1,0.01,0,0,0.720524017467249
"7875",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1676,215,2017,53.1,51.8,1011.6,1.1,17.9,34,55.4,50,0.76,0,1,0.454148471615721
"7878",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1679,218,2017,52.9,50.7,1011.6,3,5.3,999.9,63,48,0.06,0,1,0.611353711790393
"7881",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1682,221,2017,53.1,51,1015.6,3.3,8.2,19,63,48,0,0,1,0.716157205240175
