"","day","day_index","year","mo","temp","visib","wdsp","NUM_COLLISIONS"
"356",5,2230,2019,2,26.7,10,7.7,0.580357142857143
"368",2,2231,2019,2,28.7,10,11.7,0.200892857142857
"380",7,2232,2019,2,40.6,3,9.8,0.683035714285714
"387",3,2233,2019,2,32.8,6.3,8,0.113839285714286
"408",4,2234,2019,2,29.4,8.2,11.2,0.741071428571429
"411",6,2235,2019,2,26,7.4,8,0.767857142857143
"414",7,2236,2019,2,17.6,9.8,10.9,0.660714285714286
"436",5,2237,2019,2,21.6,10,10.9,0.388392857142857
"438",1,2238,2019,2,41.1,7.9,10.6,0.401785714285714
"452",2,2239,2019,2,35.4,8.1,10.4,0.301339285714286
"461",6,2240,2019,2,39.1,4.5,11.8,0.520089285714286
"472",6,2241,2019,2,35.5,10,15.9,0.689732142857143
"474",1,2242,2019,2,31.5,10,16.4,0.412946428571429
"483",4,2243,2019,2,25.9,10,15.1,0.383928571428571
"487",6,2244,2019,2,36.8,6.4,13.3,0.540178571428571
"488",7,2245,2019,2,39.8,8.2,14.2,0.582589285714286
"497",1,2246,2019,2,23.5,10,11.8,0.495535714285714
"501",4,2247,2019,2,29.2,10,20.2,0.703125
"503",5,2248,2019,2,41.1,4.4,17.9,0.633928571428571
"512",2,2249,2019,2,40.5,5.7,14.1,0.102678571428571
"522",3,2250,2019,2,38.7,8.4,24.3,0.770089285714286
"559",7,2251,2019,3,26.7,10,4,0.794642857142857
"561",5,2252,2019,3,36.9,10,6.7,0.511160714285714
"574",5,2253,2019,3,34.5,10,6.7,0.462053571428571
"575",6,2254,2019,3,39,10,7.2,0.571428571428571
"581",1,2255,2019,3,35.1,10,7.4,0.375
"594",6,2256,2019,3,36.3,10,9.1,0.645089285714286
"606",3,2257,2019,3,34.5,10,10.8,0.491071428571429
"613",7,2258,2019,3,44.4,10,11.7,0.464285714285714
"615",2,2259,2019,3,34.5,10,5.7,0.330357142857143
"616",1,2260,2019,3,46.1,9.4,7.7,0.359375
"627",4,2261,2019,3,35.2,10,8.2,0.46875
"633",3,2262,2019,3,42.5,9.8,11,0.381696428571429
"634",4,2263,2019,3,28.2,10,12.4,0.633928571428571
"640",7,2264,2019,3,27.2,10,10.9,0.662946428571429
"644",4,2265,2019,3,38.6,10,11.8,0.515625
"646",2,2266,2019,3,49.2,8.6,14.7,0.212053571428571
"654",5,2267,2019,3,34.4,10,10.7,0.462053571428571
"663",4,2268,2019,3,36.9,10,10.8,0.569196428571429
"668",5,2269,2019,3,25.4,10,13.5,0.522321428571429
"671",2,2270,2019,3,36.3,10,13.2,0.142857142857143
"677",7,2271,2019,3,45.3,7.3,15.3,0.709821428571429
"683",6,2272,2019,3,22.1,10,12.5,0.448660714285714
"684",3,2273,2019,3,41.7,6,11.1,0.647321428571429
"712",6,2274,2019,3,40.7,10,12.7,0.600446428571429
"718",2,2275,2019,3,39.1,10,15.5,0.247767857142857
"723",1,2276,2019,3,46.9,6.1,16,0.435267857142857
"757",7,2277,2019,3,42.3,6.9,15,0.810267857142857
"764",2,2278,2019,3,36.8,7.1,14.7,0.238839285714286
"767",1,2279,2019,3,35.1,6,16.1,0.640625
"770",3,2280,2019,3,37.9,7.7,15.3,0.330357142857143
"771",1,2281,2019,3,39.3,9,21.7,0.390625
"848",6,2282,2019,4,47.7,9.9,5.6,0.363839285714286
"863",2,2283,2019,4,45.3,10,7.4,0.294642857142857
"875",7,2284,2019,4,43.8,10,8.4,0.743303571428571
"876",4,2285,2019,4,45.6,8.3,7.6,0.517857142857143
"878",2,2286,2019,4,50.8,2.7,7.7,0.227678571428571
"883",5,2287,2019,4,47.5,10,10.1,0.59375
"891",3,2288,2019,4,52.1,2.3,7.3,0.372767857142857
"894",7,2289,2019,4,39.4,10,10.7,0.772321428571429
"897",5,2290,2019,4,51.5,8,9.8,0.357142857142857
"899",1,2291,2019,4,49.7,5.2,12.6,0.544642857142857
"929",3,2292,2019,4,47.8,9.8,10.9,0.46875
"931",4,2293,2019,4,37.1,10,8.7,0.441964285714286
"933",1,2294,2019,4,46.3,9.2,10.3,0.517857142857143
"943",2,2295,2019,4,46.9,9.4,8.8,0.0892857142857143
"953",3,2296,2019,4,46.2,5.9,8.4,0.533482142857143
"957",6,2297,2019,4,40.3,10,10.8,0.40625
"961",4,2298,2019,4,41.4,9.4,12.7,0.40625
"967",4,2299,2019,4,48.8,6.3,11.4,0.529017857142857
"973",5,2300,2019,4,41.8,9.3,10.4,0.620535714285714
"981",3,2301,2019,4,41.8,10,15.2,0.551339285714286
"999",2,2302,2019,4,52.2,2.3,11.6,0.0959821428571429
"1005",6,2303,2019,4,44.5,9.8,16.5,0.680803571428571
"1015",7,2304,2019,4,53.7,4.8,16.7,0.4375
"1016",1,2305,2019,4,54.5,2.9,17.7,0.225446428571429
"1019",3,2306,2019,4,52,2.1,15.1,0.674107142857143
"1024",6,2307,2019,4,43.7,9.6,12.1,0.412946428571429
"1028",7,2308,2019,4,46.8,7,13.9,0.323660714285714
"1033",4,2309,2019,4,47.1,10,18.3,0.631696428571429
"1061",1,2310,2019,4,52.9,6.6,19.3,0.381696428571429
"1072",5,2311,2019,4,43.7,6.6,21.6,0.575892857142857
"1119",5,2312,2019,5,46.9,10,4.7,0.544642857142857
"1156",1,2313,2019,5,51.3,4.3,6.4,0.441964285714286
"1158",6,2314,2019,5,51.3,8.5,6.4,0.602678571428571
"1162",4,2315,2019,5,48.3,10,7.8,0.651785714285714
"1166",6,2316,2019,5,53.3,10,8.2,0.640625
"1167",2,2317,2019,5,46.9,6.8,9.6,0.388392857142857
"1182",2,2318,2019,5,45.7,7.6,8.6,0.522321428571429
"1187",6,2319,2019,5,49.4,8.2,10.6,0.698660714285714
"1198",7,2320,2019,5,58.2,4.7,8.4,0.915178571428571
"1206",3,2321,2019,5,57.2,4.9,11.3,0.745535714285714
"1208",1,2322,2019,5,56.8,7,10,0.629464285714286
"1216",7,2323,2019,5,52.3,8.4,8.4,0.828125
"1222",2,2324,2019,5,52,10,9.7,0.428571428571429
"1233",6,2325,2019,5,47.7,10,7.6,0.53125
"1249",7,2326,2019,5,47.3,7.8,9.2,0.660714285714286
"1258",5,2327,2019,5,48.5,9.7,10.8,0.75
"1266",6,2328,2019,5,52.5,10,10.5,0.819196428571429
"1267",2,2329,2019,5,57.6,8.9,12.1,0.345982142857143
"1269",1,2330,2019,5,56.7,8.9,9.2,0.65625
"1278",5,2331,2019,5,53,10,9.2,0.65625
"1297",4,2332,2019,5,44.9,7,15,0.59375
"1302",4,2333,2019,5,51.6,8.1,8.8,0.667410714285714
"1306",7,2334,2019,5,48.4,9.4,13.8,0.680803571428571
"1309",5,2335,2019,5,56.7,10,12.8,0.754464285714286
"1315",5,2336,2019,5,54.6,8.1,13.2,0.549107142857143
"1316",3,2337,2019,5,62.1,10,11.4,0.194196428571429
"1319",3,2338,2019,5,46.1,9.7,14.7,0.575892857142857
"1323",4,2339,2019,5,58.9,7.8,13.5,0.870535714285714
"1345",1,2340,2019,5,56.9,10,9.7,0.368303571428571
"1353",3,2341,2019,5,48.1,7.9,18.5,0.613839285714286
"1359",7,2342,2019,5,59.3,8.3,18.7,0.832589285714286
"1407",7,2343,2019,6,66.8,6.3,4.4,0.888392857142857
"1409",6,2344,2019,6,61.4,5.6,4.2,0.845982142857143
"1412",2,2345,2019,6,57.7,10,5.3,0.381696428571429
"1414",7,2346,2019,6,59.8,9.8,4.8,0.845982142857143
"1422",4,2347,2019,6,60.4,5.7,5.2,0.816964285714286
"1428",5,2348,2019,6,62.3,6.7,6.8,0.526785714285714
"1453",2,2349,2019,6,56.9,5.1,6.9,0.357142857142857
"1457",6,2350,2019,6,61,3,8.1,0.763392857142857
"1459",4,2351,2019,6,61.5,6,8.5,0.685267857142857
"1480",3,2352,2019,6,66,8.1,6.3,0.439732142857143
"1484",5,2353,2019,6,67.3,8.1,7.9,1
"1486",1,2354,2019,6,55.3,6.2,6,0.450892857142857
"1508",1,2355,2019,6,65.8,7.9,7.6,0.680803571428571
"1513",3,2356,2019,6,59.4,10,10.5,0.575892857142857
"1524",5,2357,2019,6,62.9,10,8.2,0.738839285714286
"1532",2,2358,2019,6,69.3,8.3,9.4,0.477678571428571
"1547",5,2359,2019,6,59.8,9.6,12.3,0.669642857142857
"1549",3,2360,2019,6,68.5,10,9,0.839285714285714
"1553",2,2361,2019,6,65.7,10,11.4,0.455357142857143
"1559",1,2362,2019,6,62.7,10,11.3,0.591517857142857
"1560",7,2363,2019,6,63.2,3.8,10,0.928571428571429
"1572",4,2364,2019,6,58.5,10,12.6,0.580357142857143
"1573",2,2365,2019,6,62.8,9.3,13.2,0.34375
"1575",4,2366,2019,6,63.7,5.4,11.2,0.729910714285714
"1580",6,2367,2019,6,62,5.2,12.5,0.868303571428571
"1582",3,2368,2019,6,60.4,9.1,11,0.678571428571429
"1586",1,2369,2019,6,60.6,9.8,9.1,0.502232142857143
"1603",7,2370,2019,6,61.7,8.2,13,0.879464285714286
"1611",1,2371,2019,6,64.7,9.7,8.4,0.625
"1619",6,2372,2019,6,56.7,6.2,12.4,0.622767857142857
"1667",3,2373,2019,7,64.9,10,4.2,0.529017857142857
"1674",7,2374,2019,7,66.1,4.7,3.9,0.417410714285714
"1682",5,2375,2019,7,70.2,9.2,5,0.667410714285714
"1687",7,2376,2019,7,67.1,9.4,3.4,0.658482142857143
"1691",4,2377,2019,7,70.3,8.7,5.3,0.676339285714286
"1692",1,2378,2019,7,67.1,10,4.9,0.551339285714286
"1694",6,2379,2019,7,66.6,6.3,3.7,0.0870535714285714
"1702",6,2380,2019,7,71.4,2,4.9,0.591517857142857
"1720",5,2381,2019,7,71.5,7.3,6.4,0.441964285714286
"1744",6,2382,2019,7,66.8,2.2,5.8,0.676339285714286
"1745",4,2383,2019,7,69,9.7,6.5,0.683035714285714
"1774",6,2384,2019,7,69.5,10,5.8,0.558035714285714
"1776",1,2385,2019,7,68.9,1.5,7.5,0.258928571428571
"1781",3,2386,2019,7,76.5,9.5,7,0.636160714285714
"1782",5,2387,2019,7,72.9,5.6,7,0.555803571428571
"1783",1,2388,2019,7,76.2,6.1,9.1,0.515625
"1786",4,2389,2019,7,73,6.6,7.8,0.631696428571429
"1799",2,2390,2019,7,76.7,6.7,10.7,0.272321428571429
"1811",3,2391,2019,7,72.8,8.9,9.3,0.65625
"1830",2,2392,2019,7,71.8,7.9,9.6,0.316964285714286
"1833",1,2393,2019,7,71.9,8.1,7.5,0.453125
"1839",3,2394,2019,7,73.1,10,9.1,0.629464285714286
"1843",4,2395,2019,7,67.9,10,9.1,0.526785714285714
"1855",5,2396,2019,7,66.1,9.9,9.1,0.604910714285714
"1856",7,2397,2019,7,69.2,4.7,8.1,0.694196428571429
"1865",2,2398,2019,7,66.9,9.6,7.3,0.383928571428571
"1878",7,2399,2019,7,70.8,7.9,10.9,0.875
"1882",3,2400,2019,7,66.9,10,10.4,0.754464285714286
"1905",5,2401,2019,7,70.9,5.7,9.3,0.613839285714286
"1909",4,2402,2019,7,70.4,7.8,10.6,0.441964285714286
"1938",2,2403,2019,7,69,7.1,11.2,0.191964285714286
"1991",1,2404,2019,8,70.3,9.1,5.3,0.328125
"1992",4,2405,2019,8,60.4,10,4.7,0.388392857142857
"2012",7,2406,2019,8,71.6,7.4,4.7,0.569196428571429
"2015",6,2407,2019,8,74.3,5.9,6,0.587053571428571
"2020",4,2408,2019,8,68.9,9.8,7.2,0.4375
"2025",4,2409,2019,8,75.5,10,6.8,0.488839285714286
"2031",2,2410,2019,8,71.2,4.2,4,0.28125
"2036",1,2411,2019,8,70.3,10,6.3,0.470982142857143
"2037",3,2412,2019,8,73.3,3.5,6.3,0.464285714285714
"2051",7,2413,2019,8,66.6,7.8,7,0.375
"2073",2,2414,2019,8,73.3,9.9,7.9,0.321428571428571
"2075",1,2415,2019,8,67.5,3.8,7.1,0.397321428571429
"2088",4,2416,2019,8,71.2,7.9,8.4,0.254464285714286
"2103",5,2417,2019,8,71.1,8.6,6.8,0.40625
"2115",5,2418,2019,8,70.2,10,7.2,0.564732142857143
"2117",6,2419,2019,8,74.6,7.2,8.1,0.517857142857143
"2120",6,2420,2019,8,68.6,8.6,8.5,0.457589285714286
"2126",7,2421,2019,8,72,9.4,7.2,0.477678571428571
"2138",3,2422,2019,8,70.2,9.9,6.9,0.582589285714286
"2142",7,2423,2019,8,68,9.2,7.9,0.613839285714286
"2154",3,2424,2019,8,71.2,10,9.3,0.515625
"2191",7,2425,2019,8,73.7,8.9,10.4,0.647321428571429
"2212",1,2426,2019,8,68.3,10,12.3,0.354910714285714
"2218",2,2427,2019,8,68.8,10,9.4,0.287946428571429
"2221",6,2428,2019,8,71,6.3,9.5,0.529017857142857
"2232",6,2429,2019,8,73.3,9.4,11.5,0.649553571428571
"2235",1,2430,2019,8,71.2,10,10.5,0.484375
"2236",5,2431,2019,8,65.4,9.2,7.7,0.441964285714286
"2239",5,2432,2019,8,70.6,8.1,7.2,0.372767857142857
"2240",3,2433,2019,8,64.3,10,13.7,0.310267857142857
"2249",2,2434,2019,8,65.5,10,13.6,0.283482142857143
"2295",4,2435,2019,9,62.8,10,6.2,0.558035714285714
"2299",3,2436,2019,9,63.9,9.8,4.5,0.553571428571429
"2303",3,2437,2019,9,64.9,10,6.4,0.160714285714286
"2315",2,2438,2019,9,63.8,10,6.9,0.263392857142857
"2329",1,2439,2019,9,67,9.9,6.5,0.495535714285714
"2334",2,2440,2019,9,64.6,6.4,6.5,0.357142857142857
"2343",7,2441,2019,9,58.8,10,6.6,0.743303571428571
"2344",5,2442,2019,9,66.6,6.6,7.7,0.546875
"2348",1,2443,2019,9,63.8,10,8.2,0.395089285714286
"2350",2,2444,2019,9,68.2,8.8,8.2,0.555803571428571
"2367",6,2445,2019,9,64.7,9.9,8,0.647321428571429
"2369",3,2446,2019,9,56.3,10,7.8,0.178571428571429
"2373",4,2447,2019,9,70,8.9,6.8,0.662946428571429
"2382",5,2448,2019,9,63.8,10,9.7,0.555803571428571
"2397",6,2449,2019,9,67.7,9.5,9.7,0.609375
"2402",2,2450,2019,9,66,10,10.5,0.238839285714286
"2406",3,2451,2019,9,65.4,9.6,7.4,0.591517857142857
"2419",5,2452,2019,9,68.3,10,10.2,0.600446428571429
"2427",1,2453,2019,9,60.7,10,10.4,0.296875
"2430",4,2454,2019,9,61.5,10,9.2,0.625
"2433",6,2455,2019,9,57.3,10,11.4,0.558035714285714
"2439",3,2456,2019,9,68.5,8.1,12,0.633928571428571
"2445",7,2457,2019,9,63.5,8.8,7.7,0.776785714285714
"2460",7,2458,2019,9,59.3,9.1,9.3,0.526785714285714
"2464",4,2459,2019,9,68.6,7.8,11.1,0.609375
"2478",7,2460,2019,9,59.6,10,11.8,0.741071428571429
"2484",6,2461,2019,9,65.4,6.2,11.2,0.745535714285714
"2500",2,2462,2019,9,66.9,8.7,11.4,0.296875
"2509",5,2463,2019,9,56,9.9,11.3,0.558035714285714
"2526",1,2464,2019,9,62.1,7.4,20.3,0.299107142857143
"2561",4,2465,2019,10,55.1,9.9,7.7,0.633928571428571
"2567",2,2466,2019,10,49.3,10,3.9,0.323660714285714
"2576",7,2467,2019,10,55.9,9.6,6,0.651785714285714
"2583",6,2468,2019,10,55.5,10,6.7,0.575892857142857
"2600",3,2469,2019,10,57.7,7.1,6.5,0.100446428571429
"2616",2,2470,2019,10,57.6,9.6,6,0.191964285714286
"2618",5,2471,2019,10,57.8,8.4,7.9,0.535714285714286
"2627",4,2472,2019,10,59.4,10,8.4,0.220982142857143
"2637",4,2473,2019,10,56.7,10,8.9,0.433035714285714
"2640",1,2474,2019,10,50.5,10,10.9,0.515625
"2641",4,2475,2019,10,56.3,7.9,11.5,0.462053571428571
"2642",1,2476,2019,10,55.2,7.9,7.3,0.379464285714286
"2661",2,2477,2019,10,52,10,7.2,0.178571428571429
"2662",3,2478,2019,10,66.9,10,12.9,0.491071428571429
"2673",5,2479,2019,10,67.6,8.9,13.4,0.743303571428571
"2695",5,2480,2019,10,61.4,6.6,11.3,0.700892857142857
"2700",5,2481,2019,10,51.5,9.9,9.3,0.676339285714286
"2709",4,2482,2019,10,61.3,9.3,12.1,0.375
"2711",6,2483,2019,10,55.3,10,12.5,0.747767857142857
"2713",6,2484,2019,10,62.5,5.4,13.1,0.582589285714286
"2738",3,2485,2019,10,55.2,9.5,13.5,0.455357142857143
"2762",7,2486,2019,10,55,10,14.9,0.622767857142857
"2771",1,2487,2019,10,51.9,10,12.2,0.450892857142857
"2783",7,2488,2019,10,57.4,9.4,14.6,0.787946428571429
"2784",3,2489,2019,10,56,8.3,17.1,0.5625
"2787",5,2490,2019,10,56.9,7.8,19.5,0.0625
"2791",2,2491,2019,10,53.4,7.6,14.3,0.25
"2796",1,2492,2019,10,56.2,6.7,19.9,0.328125
"2804",7,2493,2019,10,55.5,3.6,26.1,0.560267857142857
"2805",6,2494,2019,10,54.5,4.9,28.8,0.580357142857143
"2806",6,2495,2019,10,58.2,9.9,28,0.564732142857143
"2844",4,2496,2019,11,46.5,10,5.4,0.774553571428571
"2854",2,2497,2019,11,51,10,7.5,0.276785714285714
"2855",3,2498,2019,11,48.1,10,7.5,0.598214285714286
"2876",3,2499,2019,11,51.5,10,7.7,0.28125
"2888",4,2500,2019,11,56.6,9.6,11.5,0.189732142857143
"2895",1,2501,2019,11,47,10,7.2,0.337053571428571
"2896",7,2502,2019,11,49.3,9.8,11,0.59375
"2901",6,2503,2019,11,35,10,8,0.424107142857143
"2920",5,2504,2019,11,51.5,9.9,10.5,0.580357142857143
"2926",6,2505,2019,11,51.4,9.8,7.8,0.700892857142857
"2929",2,2506,2019,11,48.3,10,8.8,0.227678571428571
"2932",5,2507,2019,11,48.5,6,6,0.459821428571429
"2944",5,2508,2019,11,44.8,9.1,10,0.381696428571429
"2955",4,2509,2019,11,46.5,8.4,7.5,0.611607142857143
"2957",7,2510,2019,11,48.1,8.8,10.6,0.620535714285714
"2975",6,2511,2019,11,43.3,10,13,0.651785714285714
"2982",1,2512,2019,11,40.4,10,13.9,0.386160714285714
"2995",1,2513,2019,11,35.3,10,10.2,0.328125
"2997",2,2514,2019,11,41.5,10,14.2,0.198660714285714
"3012",2,2515,2019,11,50.2,7.5,13,0.361607142857143
"3021",5,2516,2019,11,29,9.3,17.5,0.544642857142857
"3023",1,2517,2019,11,35,10,15.8,0.245535714285714
"3026",4,2518,2019,11,53.9,8.4,13.1,0.535714285714286
"3038",3,2519,2019,11,45.4,10,12.8,0.638392857142857
"3039",7,2520,2019,11,42.7,10,15.7,0.716517857142857
"3051",3,2521,2019,11,48.4,3.6,21.7,0.866071428571429
"3062",1,2522,2019,11,39.7,10,18.4,0.383928571428571
"3066",7,2523,2019,11,40.5,10,20.1,0.15625
"3071",6,2524,2019,11,47.2,8.9,20.5,0.0424107142857143
"3074",7,2525,2019,11,58.7,8.4,20.2,0.953125
"3107",1,2527,2019,12,33.3,10,5.2,0.368303571428571
"3120",2,2528,2019,12,38.4,10,6.8,0.0647321428571429
"3131",7,2529,2019,12,40.1,10,7.6,0.207589285714286
"3149",1,2530,2019,12,44.5,9,9.1,0
"3157",6,2531,2019,12,35.9,10,5.9,0.131696428571429
"3160",4,2532,2019,12,37.5,7.3,7.3,0.770089285714286
"3176",2,2533,2019,12,41.3,9.6,9.1,0.345982142857143
"3177",2,2534,2019,12,31.8,10,8.7,0.223214285714286
"3179",2,2535,2019,12,36.7,10,7.5,0.120535714285714
"3186",6,2536,2019,12,39.6,10,8.4,0.540178571428571
"3189",3,2537,2019,12,44.3,7.5,11.4,0.53125
"3222",5,2538,2019,12,36.6,10,7.5,0.439732142857143
"3226",4,2539,2019,12,42.8,10,12,0.390625
"3228",5,2540,2019,12,39.3,7.6,12.5,0.772321428571429
"3239",7,2541,2019,12,38.7,9.8,10.3,0.904017857142857
"3249",3,2542,2019,12,48.2,7.3,13.5,0.852678571428571
"3253",7,2543,2019,12,38.3,10,14.2,0.464285714285714
"3276",6,2544,2019,12,31.1,10,11.7,0.544642857142857
"3283",5,2545,2019,12,39.9,4.9,10.5,0.497767857142857
"3286",7,2546,2019,12,24.2,10,13.5,0.765625
"3293",1,2547,2019,12,36.4,10,12.9,0.470982142857143
"3299",3,2548,2019,12,35.4,10,11,0.366071428571429
"3306",6,2549,2019,12,24.2,10,18.4,0.767857142857143
"3329",3,2550,2019,12,39.6,5.2,13,0.363839285714286
"3340",4,2551,2019,12,53.1,1.8,16,0.696428571428571
"3342",4,2552,2019,12,39.9,5.2,18.6,0.591517857142857
"3343",2,2553,2019,12,47.7,8,19.8,0.330357142857143
"3349",3,2554,2019,12,44.8,4.3,20.5,0.502232142857143
"3350",1,2555,2019,12,52.7,3.1,16.5,0.495535714285714
"3352",4,2556,2019,12,44.7,4.8,14.7,0.196428571428571
