"","Kings County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"11207",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2467,276,2019,38.7,25.2,999.2,8.4,24.3,42.9,46.9,33.1,0.63,0,0,0.914163090128755
"11214",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2474,283,2019,29.2,6.8,1019.3,10,20.2,42,42.1,26.1,0,0,0,0.789699570815451
"11218",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2478,287,2019,21.6,-0.8,1027.6,10,10.9,32.1,33.1,17.1,0,0,0,0.665236051502146
"11224",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2484,293,2019,26,18.6,1020,7.4,8,22,30.9,17.1,0.04,0,0,0.742489270386266
"11229",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2489,298,2019,26.7,18.2,1026.9,10,4,999.9,35.1,16,0,0,0,0.793991416309013
"11232",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2492,301,2019,35.1,32.5,1016.8,6,16.1,35.9,37,33.1,0.35,0,0,0.781115879828326
"11240",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2500,309,2019,34.5,29.2,1018.5,10,5.7,999.9,42.1,26.1,0.73,0,0,0.630901287553648
"11243",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2503,312,2019,37.9,34,1004.8,7.7,15.3,38.1,42.1,26.1,1.22,0,0,0.527896995708155
"11250",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2510,319,2019,28.2,11.9,1014.9,10,12.4,25.1,41,21.9,1.1,0,0,0.721030042918455
"11256",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2516,325,2019,25.4,6,1014.7,10,13.5,27,30,21.9,0,0,0,0.643776824034335
"11260",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2520,329,2019,22.1,1.6,1022.9,10,12.5,24.1,28,15.1,0,0,0,0.656652360515021
"11263",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2523,332,2019,27.2,10.7,1027.8,10,10.9,20,35.1,15.1,0,0,0,0.755364806866953
"11269",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2529,338,2019,35.1,22.7,1025.1,10,7.4,999.9,44.1,19.9,0,0,0,0.562231759656652
"11275",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2535,344,2019,36.8,30.2,1027.7,7.1,14.7,41,46.9,25,0,0,1,0.459227467811159
"11279",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2539,348,2019,41.7,38.1,1014.1,6,11.1,25.1,46.9,32,0.46,0,1,0.71244635193133
"11286",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2546,355,2019,38.6,22.9,1016.8,10,11.8,22.9,46.9,30.9,0,0,0,0.695278969957081
"11288",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2548,357,2019,34.5,22.8,1026,10,6.7,999.9,44.1,26.1,0,0,0,0.643776824034335
"11293",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2553,362,2019,39,33.6,1026.2,10,7.2,999.9,46,28,0,0,0,0.622317596566524
"11297",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2192,1,2019,45.3,42.3,1017.4,7.3,15.3,25.1,51.1,33.1,0,0,1,0.802575107296137
"11304",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2199,8,2019,46.9,38.6,1009.9,6.1,16,31.1,51.1,41,0.11,0,1,0.549356223175966
"11311",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2206,15,2019,36.3,17.7,1018.6,10,13.2,25.1,50,30.9,0,0,0,0.484978540772532
"11315",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2210,19,2019,34.5,15.3,1023.1,10,10.8,21,41,27,0,0,0,0.695278969957081
"11317",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2212,21,2019,35.2,22.6,1027.5,10,8.2,21,43,25,0,0,0,0.639484978540773
"11323",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2218,27,2019,36.9,27.1,1029.5,10,6.7,999.9,44.1,24.1,0,0,0,0.656652360515021
"11330",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2225,34,2019,40.7,32.6,1023,10,12.7,26,48,24.1,0,0,0,0.738197424892704
"11334",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2229,38,2019,42.3,39.4,997.6,6.9,15,33,48,36,0.75,0,0,0.836909871244635
"11337",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2232,41,2019,39.3,30.2,999.3,9,21.7,38.1,46,32,0,0,0,0.639484978540773
"11343",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2238,47,2019,39.1,23.6,1016.9,10,15.5,28,46,32,0,0,0,0.502145922746781
"11347",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2242,51,2019,42.5,32.5,1016.8,9.8,11,999.9,48,32,0,0,0,0.682403433476395
"11356",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2251,60,2019,36.9,20.9,1021.3,10,10.8,25.1,48,28.9,0,0,0,0.759656652360515
"11358",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2253,62,2019,34.4,16.2,1030.9,10,10.7,25.1,43,28,0,0,0,0.751072961373391
"11365",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2260,69,2019,36.3,27.9,1031.6,10,9.1,999.9,45,26.1,0,0,0,0.798283261802575
"11371",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2266,75,2019,44.4,40.2,1022.1,10,11.7,999.9,51.1,28,0,0,0,0.660944206008584
"11372",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2267,76,2019,46.1,42.4,1020.5,9.4,7.7,999.9,54,36,0,0,0,0.587982832618026
"11381",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2276,85,2019,49.2,46,1011.3,8.6,14.7,26,55.9,36,0,0,0,0.553648068669528
"11384",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2279,88,2019,41.8,26.6,1014.7,10,15.2,28,55.9,36,0.07,0,0,0.733905579399142
"11389",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2284,93,2019,37.1,22.5,1029.6,10,8.7,22,46.9,23,0,0,0,0.768240343347639
"11394",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2289,98,2019,43.7,38.8,1013.4,6.6,21.6,42.9,48.9,39.9,2.28,0,0,0.755364806866953
"11398",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2293,102,2019,44.5,26,1023.7,9.8,16.5,32.1,50,37,0.19,0,0,0.725321888412017
"11402",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2297,106,2019,39.4,18.1,1031,10,10.7,22.9,48.9,36,0,0,0,0.828326180257511
"11407",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2302,111,2019,46.3,41.2,1022.7,9.2,10.3,999.9,60.1,36,0.07,0,0,0.609442060085837
"11416",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2311,120,2019,45.3,39.4,1023.5,10,7.4,999.9,60.1,37.9,0.01,0,0,0.600858369098712
"11417",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2312,121,2019,46.2,45.3,1016.8,5.9,8.4,999.9,50,37.9,0,0,1,0.742489270386266
"11423",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2318,127,2019,41.4,38.2,1006.5,9.4,12.7,24.1,50,39,0.19,0,0,0.660944206008584
"11427",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2322,131,2019,41.8,34.8,1007.6,9.3,10.4,22.9,48.9,35.1,0.1,0,0,0.746781115879828
"11435",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2330,139,2019,40.3,24,1021,10,10.8,24.1,48.9,35.1,0,0,0,0.648068669527897
"11439",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2334,143,2019,43.8,35.3,1027,10,8.4,999.9,48,35.1,0,0,0,0.92274678111588
"11445",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2340,149,2019,49.7,48,1020.8,5.2,12.6,20,52,39,0,0,1,0.652360515021459
"11448",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2343,152,2019,50.8,48.7,1014.4,2.7,7.7,999.9,68,45,0.04,0,1,0.592274678111588
"11453",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2348,157,2019,52,51.1,997.1,2.1,15.1,32.1,68,45,0.03,0,1,0.866952789699571
"11461",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2356,165,2019,47.1,32.1,1007.6,10,18.3,33,57,42.1,0.58,0,0,0.746781115879828
"11464",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2359,168,2019,47.5,30.3,1019.3,10,10.1,22.9,55.9,39,0,0,0,0.759656652360515
"11468",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2363,172,2019,43.7,38.7,1023.9,9.6,12.1,29.9,55.9,34,0,0,0,0.626609442060086
"11472",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2367,176,2019,53.7,50.7,1014.1,4.8,16.7,32.1,59,50,0,0,1,0.648068669527897
"11480",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2375,184,2019,54.5,52.8,1013.8,2.9,17.7,31.1,61,48.9,0,0,1,0.536480686695279
"11483",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2378,187,2019,52.2,51.5,1018.4,2.3,11.6,28,61,48.9,0.51,0,1,0.48068669527897
"11488",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2383,192,2019,52.1,51.5,1017.3,2.3,7.3,999.9,57.9,48,0.03,0,1,0.622317596566524
"11493",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2388,197,2019,48.8,46.6,1012.2,6.3,11.4,28,57.9,44.1,0.28,0,1,0.648068669527897
"11499",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2394,203,2019,51.5,47.2,1007.2,8,9.8,999.9,66,44.1,0.03,0,0,0.587982832618026
"11505",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2400,209,2019,47.7,40.9,1013.3,9.9,5.6,999.9,66,39.9,0.02,0,0,0.484978540772532
"11509",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2404,213,2019,46.8,44.2,1011.9,7,13.9,31.1,55,39.9,0,0,1,0.540772532188841
"11512",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2407,216,2019,52.9,46.5,998.5,6.6,19.3,36.9,57,44.1,1.04,0,1,0.55793991416309
"11521",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2416,225,2019,46.9,36.3,1013.8,9.4,8.8,26,57,43,0.14,0,0,0.459227467811159
"11524",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2419,228,2019,47.8,34.7,1025.4,9.8,10.9,19,54,42.1,0.24,0,0,0.575107296137339
"11530",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2425,234,2019,45.6,40.5,1024.6,8.3,7.6,999.9,54,42.1,0.31,0,0,0.605150214592275
"11535",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2430,239,2019,46.9,39.2,1030,10,4.7,999.9,55,39.9,0,0,0,0.660944206008584
"11541",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2436,245,2019,49.4,46.5,1022.4,8.2,10.6,999.9,55.9,39.9,0.01,0,1,0.755364806866953
"11546",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2441,250,2019,47.3,44.1,1022.8,7.8,9.2,999.9,55.9,44.1,0,0,1,0.772532188841202
"11547",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2442,251,2019,51.3,50.5,1012.8,4.3,6.4,999.9,60.1,44.1,0.08,0,1,0.67381974248927
"11556",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2451,260,2019,46.9,45.9,1011.4,6.8,9.6,18.1,60.1,46,0.08,0,1,0.669527896995708
"11557",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2452,261,2019,48.1,44.1,1012.7,7.9,18.5,32.1,53.1,45,1.04,0,0,0.785407725321888
"11565",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2460,269,2019,48.3,42.8,1021.2,10,7.8,999.9,55.9,37,0.25,0,0,0.871244635193133
"11571",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2466,275,2019,53,44.6,1022.2,10,9.2,22,59,37,0.01,0,0,0.793991416309013
"11575",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2470,279,2019,47.7,34.1,1027.4,10,7.6,20,59,39,0,0,0,0.733905579399142
"11581",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2476,285,2019,48.4,43.5,1023.6,9.4,13.8,26,55,39,0,0,0,0.811158798283262
"11586",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2481,290,2019,56.8,49.5,1014.3,7,10,20,64.9,45,0.01,0,0,0.751072961373391
"11588",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2483,292,2019,45.7,41.4,1016.3,7.6,8.6,21,64.9,41,0.09,0,0,0.742489270386266
"11592",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2487,296,2019,46.1,39.5,1012.1,9.7,14.7,31.1,52,41,0.68,0,0,0.703862660944206
"11597",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2492,301,2019,44.9,42.3,1007.4,7,15,26,48.2,42.8,0.38,0,0,0.841201716738197
"11602",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2497,306,2019,48.5,41.1,1008.7,9.7,10.8,22,55.9,43,0.01,0,0,0.746781115879828
"11610",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2505,314,2019,53.3,47.6,1010.2,10,8.2,999.9,64,43,0,0,0,0.746781115879828
"11612",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2507,316,2019,52.3,49.6,1010.8,8.4,8.4,999.9,64,46,0,0,0,0.8068669527897
"11618",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2513,322,2019,56.7,46.7,1011.9,8.9,9.2,999.9,64.9,48,0.08,0,0,0.768240343347639
"11625",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2520,329,2019,52,47.3,1020.1,10,9.7,999.9,64.9,45,0,0,0,0.605150214592275
"11628",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2523,332,2019,57.2,55,1012.4,4.9,11.3,22,63,45,0,0,1,0.8068669527897
"11635",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2530,339,2019,58.9,48.6,1008.1,7.8,13.5,28,66,54,0.11,0,1,0.8068669527897
"11638",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2533,342,2019,56.7,38.7,1019.2,10,12.8,27,59,50,0,0,0,0.798283261802575
"11644",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2539,348,2019,52.5,45.6,1022.9,10,10.5,999.9,61,46,0,0,0,0.96137339055794
"11647",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2542,351,2019,59.3,52.2,1007.9,8.3,18.7,36.9,72,48,0.01,0,1,0.849785407725322
"11656",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2551,360,2019,56.9,47.4,1020.9,10,9.7,35,72,45,0,0,0,0.575107296137339
"11657",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2552,361,2019,57.6,54.3,1014.5,8.9,12.1,21,70,45,0.07,0,0,0.660944206008584
"11666",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2196,5,2019,62.1,54.7,1010.3,10,11.4,22,69.1,51.1,0,0,0,0.587982832618026
"11667",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2197,6,2019,51.6,48.8,1013.9,8.1,8.8,26,69.1,46.9,0,0,1,0.763948497854077
"11675",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2205,14,2019,54.6,51.3,1007.6,8.1,13.2,25.1,60.1,46.9,0.45,0,0,0.660944206008584
"11677",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2207,16,2019,51.3,48.8,1009.2,8.5,6.4,999.9,57.2,48.2,0.42,0,1,0.725321888412017
"11685",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2215,24,2019,58.2,56.1,1006.5,4.7,8.4,17.1,72,48.9,0.48,0,1,0.905579399141631
"11690",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2220,29,2019,55.3,53.2,1010.9,6.2,6,999.9,72,48.9,0.15,0,1,0.553648068669528
"11692",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2222,31,2019,56.9,54.7,1008,5.1,6.9,999.9,64.9,52,0,0,1,0.686695278969957
"11699",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2229,38,2019,60.4,51,1009.4,9.1,11,22.9,66,54,0,0,0,0.798283261802575
"11703",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2233,42,2019,58.5,45.3,1016.7,10,12.6,24.1,66,51.1,0,0,0,0.703862660944206
"11707",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2237,46,2019,59.8,55,1014.3,9.6,12.3,21,66,51.1,0,0,0,0.862660944206009
"11712",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2242,51,2019,62,59.9,1007.5,5.2,12.5,24.1,68,59,0.61,0,1,0.914163090128755
"11718",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2248,57,2019,59.8,55.3,1012.6,9.8,4.8,999.9,72,51.1,0.22,0,0,0.832618025751073
"11726",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2256,65,2019,60.6,51.4,1019.3,9.8,9.1,22,72,51.1,0,0,0,0.755364806866953
"11728",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2258,67,2019,57.7,43.7,1026.7,10,5.3,999.9,69.1,45,0,0,0,0.648068669527897
"11735",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2265,74,2019,59.4,53.6,1022.9,10,10.5,999.9,66.9,45,0,0,0,0.682403433476395
"11739",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2269,78,2019,63.7,61.5,1012.2,5.4,11.2,25.1,73.9,54,0.34,0,1,0.798283261802575
"11744",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2274,83,2019,62.9,51.9,1019.8,10,8.2,999.9,73.9,57,0.57,0,0,0.733905579399142
"11750",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2280,89,2019,56.7,53.8,1019.4,6.2,12.4,33,70,52,0.02,0,1,0.815450643776824
"11754",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2284,93,2019,61.7,57.5,1011.3,8.2,13,24.1,64,57,0.87,0,1,0.849785407725322
"11759",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2289,98,2019,62.7,55.1,1018,10,11.3,999.9,70,57,0,0,0,0.63519313304721
"11764",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2294,103,2019,62.8,58.9,1014.2,9.3,13.2,24.1,70,57.9,0,0,0,0.579399141630901
"11770",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2300,109,2019,66,60.9,1014.3,8.1,6.3,999.9,72,59,0,0,1,0.751072961373391
"11776",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2306,115,2019,60.4,58.8,1015.1,5.7,5.2,999.9,64,55.9,0.02,0,1,0.892703862660944
"11780",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2310,119,2019,62.3,59.6,1011.6,6.7,6.8,999.9,69.1,57.9,0.32,0,1,0.639484978540773
"11785",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2315,124,2019,61,59.3,1003.1,3,8.1,999.9,64,57,0.12,0,1,0.832618025751073
"11789",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2319,128,2019,63.2,61.5,997.5,3.8,10,22,66.9,57,0.01,0,1,0.858369098712446
"11796",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2326,135,2019,64.7,58.2,1006.7,9.7,8.4,28.9,75.9,57.9,0.68,0,0,0.785407725321888
"11800",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2330,139,2019,65.7,55.7,1011.3,10,11.4,27,77,57,0.29,0,0,0.742489270386266
"11802",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2332,141,2019,68.5,57.6,1010,10,9,26,79,57,0,0,0,1
"11811",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2341,150,2019,61.5,59.5,1013.4,6,8.5,999.9,79,57.9,0,0,1,0.793991416309013
"11815",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2346,155,2019,67.3,64,1014.7,8.1,7.9,999.9,73.9,57.9,0.6,0,0,0.914163090128755
"11817",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2348,157,2019,61.4,60.1,1019.2,5.6,4.2,999.9,73.9,57,0.13,0,1,0.965665236051502
"11825",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2356,165,2019,66.8,62.9,1020.2,6.3,4.4,999.9,80.1,57,0,0,1,0.824034334763948
"11829",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2360,169,2019,65.8,63.5,1017.4,7.9,7.6,999.9,80.1,57.9,0,0,1,0.763948497854077
"11831",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2362,171,2019,69.3,63.3,1006,8.3,9.4,999.9,77,61,0,0,0,0.669527896995708
"11838",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2369,178,2019,66.9,59.9,1010,10,10.4,22,77,62.1,0.21,0,0,0.879828326180258
"11842",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2373,182,2019,67.9,63.1,1009,10,9.1,999.9,75,62.1,0,0,0,0.793991416309013
"11846",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2377,186,2019,70.2,65.1,1009.9,9.2,5,999.9,80.1,59,0,0,0,0.772532188841202
"11852",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2383,192,2019,66.6,63.7,1017.9,6.3,3.7,999.9,80.1,59,0,0,1,0.515021459227468
"11860",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2391,200,2019,66.1,64.7,1021.4,4.7,3.9,999.9,75.9,59,0,0,1,0.746781115879828
"11862",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2393,202,2019,68.9,67.6,1013.9,1.5,7.5,999.9,73.9,59,0,0,1,0.506437768240343
"11867",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2398,207,2019,69,62.9,1012.1,7.1,11.2,25.1,73.9,62.1,0.01,0,1,0.549356223175966
"11875",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2406,215,2019,64.9,56.7,1014.7,10,4.2,999.9,75,54,0,0,0,0.656652360515021
"11879",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2410,219,2019,69,61.7,1015.8,9.7,6.5,999.9,80.1,54,0,0,0,0.785407725321888
"11882",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2413,222,2019,71.5,65.8,1016.8,7.3,6.4,999.9,84.9,60.1,0,0,1,0.609442060085837
"11888",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2419,228,2019,66.8,65.7,1015.9,2.2,5.8,999.9,84.9,64,0,0,1,0.828326180257511
"11895",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2426,235,2019,70.8,68.3,1008.1,7.9,10.9,21,80.1,64,0.18,0,0,0.832618025751073
"11900",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2431,240,2019,71.9,67.1,1010.7,8.1,7.5,999.9,80.1,66,0.28,0,1,0.67381974248927
"11902",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2433,242,2019,71.8,68.1,1011.9,7.9,9.6,999.9,79,66,0,0,1,0.648068669527897
"11909",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2440,249,2019,73.1,63,1015,10,9.1,999.9,79,66.9,0,0,0,0.733905579399142
"11914",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2445,254,2019,70.3,65.9,1017.6,8.7,5.3,999.9,79,60.1,0,0,1,0.802575107296137
"11918",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2449,258,2019,70.9,69.4,1015,5.7,9.3,25.1,79,60.1,0,0,1,0.665236051502146
"11924",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2455,264,2019,71.4,71,1013.2,2,4.9,999.9,73.9,69.1,0,0,1,0.67381974248927
